State,Month,pressure
Colorado,03/2016,793.5447371025641
Colorado,04/2016,795.4037786066666
Colorado,05/2016,795.6634824193549
Colorado,06/2016,799.7996951466666
Colorado,07/2016,799.4192178580645
Colorado,08/2016,799.8931603548388
Colorado,09/2016,793.3400115511812
Colorado,10/2016,790.0615338951613
Colorado,11/2016,790.2690492083333
Colorado,12/2016,786.5430000241936
Connecticut,01/2016,1000.6347542387098
Connecticut,02/2016,1001.1446027034484
Connecticut,03/2016,1002.1223117806451
Connecticut,04/2016,1002.2932919599999
Connecticut,05/2016,1000.135361651613
Connecticut,06/2016,998.8111111266667
Connecticut,07/2016,999.8770618903226
Connecticut,08/2016,1002.7665884000002
Connecticut,09/2016,1004.9715632333333
Connecticut,10/2016,1004.577738116129
Connecticut,11/2016,1001.4880817411765
Connecticut,12/2016,1003.452916532258
North Dakota,01/2016,946.6376561254481
North Dakota,02/2016,947.2796839693486
North Dakota,03/2016,944.4154935734766
North Dakota,04/2016,947.9533240814816
North Dakota,05/2016,946.4687282222222
North Dakota,06/2016,947.3643587408908
North Dakota,07/2016,946.0236350114943
North Dakota,08/2016,947.6064676487456
North Dakota,09/2016,948.2605967030075
North Dakota,10/2016,946.2949574014337
North Dakota,11/2016,947.6939740148148
North Dakota,12/2016,947.3149324910395
South Dakota,01/2016,0.0
South Dakota,02/2016,0.0
South Dakota,03/2016,0.0
South Dakota,04/2016,0.0
South Dakota,05/2016,0.0
South Dakota,06/2016,0.0
South Dakota,07/2016,0.0
South Dakota,08/2016,0.0
South Dakota,09/2016,0.0
South Dakota,10/2016,0.0
South Dakota,11/2016,0.0
South Dakota,12/2016,0.0
Delaware,01/2016,0.0
Delaware,02/2016,0.0
Delaware,03/2016,0.0
Delaware,04/2016,0.0
Delaware,05/2016,0.0
Delaware,06/2016,0.0
Delaware,07/2016,0.0
Delaware,08/2016,0.0
Delaware,09/2016,0.0
Delaware,10/2016,0.0
Delaware,11/2016,0.0
Delaware,12/2016,0.0
Florida,01/2016,1016.0134394310345
Florida,02/2016,1017.7739121379309
Florida,03/2016,1015.819220451613
Florida,04/2016,1014.3113030892857
Florida,05/2016,1013.4052419193549
Florida,06/2016,1013.3989734333334
Florida,07/2016,1016.5213814642856
Florida,08/2016,1014.7925142592592
Florida,09/2016,1014.7982526399999
Florida,10/2016,1016.5471496896552
Florida,11/2016,1018.5111110666668
Florida,12/2016,1020.1136044838709
Georgia,01/2016,994.4478931517242
Georgia,02/2016,994.4247128482759
Georgia,03/2016,993.2347794258064
Georgia,04/2016,993.5661822333333
Georgia,05/2016,991.8972632064516
Georgia,06/2016,991.4789198666667
Georgia,07/2016,993.8478646099292
Georgia,08/2016,992.9752348947368
Georgia,09/2016,992.9270890466668
Georgia,10/2016,995.5536904895106
Georgia,11/2016,995.9369223154363
Georgia,12/2016,997.5781907419355
Hawaii,01/2016,879.9086022258066
Hawaii,02/2016,878.8793103103446
Hawaii,03/2016,879.7405913548387
Hawaii,04/2016,880.7819445000001
Hawaii,05/2016,880.1491935483871
Hawaii,06/2016,879.8666666666667
Hawaii,07/2016,879.1962365806451
Hawaii,08/2016,878.9166666129031
Hawaii,09/2016,879.0361112000003
Hawaii,10/2016,879.4852150645163
Hawaii,11/2016,880.2111111
Hawaii,12/2016,877.8440859999998
Idaho,01/2016,924.375987387931
Idaho,02/2016,928.4098472367815
Idaho,03/2016,921.571232255914
Idaho,04/2016,923.633275868889
Idaho,05/2016,919.4293465823665
Idaho,06/2016,921.0325683300733
Idaho,07/2016,919.8093738356481
Idaho,08/2016,922.8810753384615
Idaho,09/2016,924.9967860704546
Idaho,10/2016,921.7936763784948
Idaho,11/2016,924.7003730489978
Idaho,12/2016,925.8058898817204
Rhode Island,01/2016,1007.0242839032256
Rhode Island,02/2016,1008.1633915263159
Rhode Island,03/2016,1010.5694001774193
Rhode Island,04/2016,1010.8255556
Rhode Island,05/2016,1007.6388499193552
Rhode Island,06/2016,1005.5541666833334
Rhode Island,07/2016,1006.7611384666668
Rhode Island,08/2016,1009.573749403226
Rhode Island,09/2016,1011.8374011666666
Rhode Island,10/2016,1010.9096540322578
Rhode Island,11/2016,1007.5586778333333
Rhode Island,12/2016,1009.5114247741935
Illinois,01/2016,998.3274071129032
Illinois,02/2016,997.828304586207
Illinois,03/2016,996.0568793064516
Illinois,04/2016,997.5872395937499
Illinois,05/2016,998.5398746021505
Illinois,06/2016,997.8811488111111
Illinois,07/2016,998.2927393695652
Illinois,08/2016,999.2625448064516
Illinois,09/2016,1000.6736532
Illinois,10/2016,1001.9078364301075
Illinois,11/2016,1002.448796322222
Illinois,12/2016,1004.0636983978495
Indiana,01/2016,994.6343785567568
Indiana,02/2016,992.7366752894737
Indiana,03/2016,991.8666498135594
Indiana,04/2016,993.562037038889
Indiana,05/2016,992.9312122295082
Indiana,06/2016,992.3971970222223
Indiana,07/2016,993.0943884946236
Indiana,08/2016,993.9479118172043
Indiana,09/2016,995.0049992555557
Indiana,10/2016,996.3707437419354
Indiana,11/2016,996.8032951222222
Indiana,12/2016,997.9947054784946
Iowa,01/2016,988.3074373037634
Iowa,02/2016,987.8507360919541
Iowa,03/2016,985.1867790625
Iowa,04/2016,987.651156750733
Iowa,05/2016,986.9039275215054
Iowa,06/2016,986.3300925277779
Iowa,07/2016,986.5675191929347
Iowa,08/2016,987.7466740241936
Iowa,09/2016,988.908776
Iowa,10/2016,989.3368161344085
Iowa,11/2016,989.4439120333333
Iowa,12/2016,991.3304944623657
Kentucky,01/2016,997.8402859139787
Kentucky,02/2016,996.7158045632185
Kentucky,03/2016,994.7099910215055
Kentucky,04/2016,993.4378241111112
Kentucky,05/2016,992.8342293655915
Kentucky,06/2016,992.5289748051948
Kentucky,07/2016,993.2434011397847
Kentucky,08/2016,994.0446134193546
Kentucky,09/2016,995.0471759444443
Kentucky,10/2016,997.4740135194805
Kentucky,11/2016,997.5071494555555
Kentucky,12/2016,998.7268009892473
Louisiana,01/2016,1012.6008064
Louisiana,02/2016,1013.4787617724136
Louisiana,03/2016,1009.3749462258065
Louisiana,04/2016,1009.6421111133334
Louisiana,05/2016,1008.2388849238095
Louisiana,06/2016,1009.0526052272727
Louisiana,07/2016,1010.494272876106
Louisiana,08/2016,1007.7323684421054
Louisiana,09/2016,1008.0285185111113
Louisiana,10/2016,1010.599193483871
Louisiana,11/2016,1012.0424074333334
Louisiana,12/2016,1013.5320788387097
Maine,01/2016,1024.7832692580646
Maine,02/2016,1026.2227011724137
Maine,03/2016,1027.9717742580647
Maine,04/2016,1028.5261904666668
Maine,05/2016,1026.8172043548386
Maine,06/2016,1024.9569444666668
Maine,07/2016,1025.540322516129
Maine,08/2016,1021.4295698387095
Maine,09/2016,1020.885326
Maine,10/2016,1017.6438171935483
Maine,11/2016,1014.1824712413792
Maine,12/2016,1013.4309231666666
Maryland,01/2016,1000.1200638357842
Maryland,02/2016,1000.1894686950001
Maryland,03/2016,1000.7245575115209
Maryland,04/2016,1001.1489475268817
Maryland,05/2016,999.9639606987704
Maryland,06/2016,999.4329633423799
Maryland,07/2016,1000.0426515850202
Maryland,08/2016,1002.7355671474747
Maryland,09/2016,1003.6167100937499
Maryland,10/2016,1004.707456657841
Maryland,11/2016,1003.6754727703549
Maryland,12/2016,1005.2257275838384
Massachusetts,01/2016,1001.7014465682383
Massachusetts,02/2016,1002.977718841823
Massachusetts,03/2016,1004.4347736558603
Massachusetts,04/2016,1004.6867061858638
Massachusetts,05/2016,1003.2407084552239
Massachusetts,06/2016,1001.457875159383
Massachusetts,07/2016,1002.6414813250622
Massachusetts,08/2016,1005.5997111221945
Massachusetts,09/2016,1008.3202062410256
Massachusetts,10/2016,1007.165573667494
Massachusetts,11/2016,1003.6606744615385
Massachusetts,12/2016,1005.3078991042183
Michigan,01/2016,988.6011772526005
Michigan,02/2016,988.3992784636075
Michigan,03/2016,988.7603646514033
Michigan,04/2016,991.0258462857144
Michigan,05/2016,989.2954417264706
Michigan,06/2016,988.3973118260187
Michigan,07/2016,988.9599027739406
Michigan,08/2016,990.3702839615386
Michigan,09/2016,992.1298533157895
Michigan,10/2016,993.0718922841783
Michigan,11/2016,991.7761025603176
Michigan,12/2016,992.2790413553599
Minnesota,01/2016,990.3561828064516
Minnesota,02/2016,990.3045976206896
Minnesota,03/2016,987.6250000967742
Minnesota,04/2016,989.9652777333333
Minnesota,05/2016,989.3104838387096
Minnesota,06/2016,988.4055555333333
Minnesota,07/2016,988.3965053870968
Minnesota,08/2016,990.0887096451614
Minnesota,09/2016,991.2476010333336
Minnesota,10/2016,991.6397849354839
Minnesota,11/2016,990.7124999666668
Minnesota,12/2016,991.4395161612905
Mississippi,01/2016,0.0
Mississippi,02/2016,0.0
Mississippi,03/2016,0.0
Mississippi,04/2016,0.0
Mississippi,05/2016,0.0
Mississippi,06/2016,0.0
Mississippi,07/2016,0.0
Mississippi,08/2016,0.0
Mississippi,09/2016,0.0
Mississippi,10/2016,0.0
Mississippi,11/2016,0.0
Mississippi,12/2016,0.0
Missouri,01/2016,988.4629041593533
Missouri,02/2016,987.6435985123153
Missouri,03/2016,984.7368068431819
Missouri,04/2016,986.4439735688487
Missouri,05/2016,986.9258320909089
Missouri,06/2016,986.7661827855532
Missouri,07/2016,987.3934008924731
Missouri,08/2016,988.2899790365592
Missouri,09/2016,989.5170333044445
Missouri,10/2016,989.7525130623657
Missouri,11/2016,990.4412003847876
Missouri,12/2016,992.0179579225666
Montana,01/2016,0.0
Montana,02/2016,0.0
Montana,03/2016,0.0
Montana,04/2016,0.0
Montana,05/2016,0.0
Montana,06/2016,0.0
Montana,07/2016,0.0
Montana,08/2016,0.0
Montana,09/2016,0.0
Montana,10/2016,0.0
Montana,11/2016,0.0
Montana,12/2016,0.0
Nebraska,01/2016,968.9017472903225
Nebraska,02/2016,969.2553160689655
Nebraska,03/2016,966.5459677096774
Nebraska,04/2016,968.7990277666665
Nebraska,05/2016,970.8717741935485
Nebraska,06/2016,971.9383333333335
Nebraska,07/2016,971.4538977419355
Nebraska,08/2016,972.7561826774194
Nebraska,09/2016,972.9272222333334
Nebraska,10/2016,971.4357526774193
Nebraska,11/2016,970.9369444666667
Nebraska,12/2016,971.0897849677418
Nevada,01/2016,931.6067365349462
Nevada,02/2016,934.283757571839
Nevada,03/2016,909.9365740327869
Nevada,04/2016,910.4398809166667
Nevada,05/2016,909.2775537741935
Nevada,06/2016,910.7360128813558
Nevada,07/2016,910.1262096935485
Nevada,08/2016,910.4791666129032
Nevada,09/2016,912.523765677966
Nevada,10/2016,911.9166375
Nevada,11/2016,954.5626587333335
Nevada,12/2016,916.226079409836
New Hampshire,01/2016,954.0257846774194
New Hampshire,02/2016,963.8168129122809
New Hampshire,03/2016,965.1448924354838
New Hampshire,04/2016,965.9001389333333
New Hampshire,05/2016,968.3810456721311
New Hampshire,06/2016,967.4533360833334
New Hampshire,07/2016,965.8840702741937
New Hampshire,08/2016,968.5763167166665
New Hampshire,09/2016,973.4554196833335
New Hampshire,10/2016,971.0604108387097
New Hampshire,11/2016,966.9345078333334
New Hampshire,12/2016,967.3043361612903
New Jersey,01/2016,1010.7271717603305
New Jersey,02/2016,1011.2164615086207
New Jersey,03/2016,1011.8016391336031
New Jersey,04/2016,1011.7160293875
New Jersey,05/2016,1009.9930644897959
New Jersey,06/2016,1007.6252762270742
New Jersey,07/2016,1008.7876829918367
New Jersey,08/2016,1011.6694484796748
New Jersey,09/2016,1013.2630492000001
New Jersey,10/2016,1013.5420220913242
New Jersey,11/2016,1011.7394838702929
New Jersey,12/2016,1013.9573124072582
New York,01/2016,994.2618021394422
New York,02/2016,983.8799223713081
New York,03/2016,978.7798951442126
New York,04/2016,987.4924325378788
New York,05/2016,985.7635698482634
New York,06/2016,984.7243156141002
New York,07/2016,985.3712126086955
New York,08/2016,988.0074477634408
New York,09/2016,991.1709193470919
New York,10/2016,992.7549011579893
New York,11/2016,990.5426239999998
New York,12/2016,988.7944226755218
New Mexico,01/2016,852.9677419354839
New Mexico,02/2016,855.204023
New Mexico,03/2016,850.2405913870969
New Mexico,04/2016,850.7375000000001
New Mexico,05/2016,850.4112903225807
New Mexico,06/2016,854.4652778333332
New Mexico,07/2016,854.6706989999999
New Mexico,08/2016,855.4543011935483
New Mexico,09/2016,855.4833334
New Mexico,10/2016,847.6945084516128
New Mexico,11/2016,843.2183334
New Mexico,12/2016,841.1411290000001
Oklahoma,01/2016,0.0
Oklahoma,02/2016,0.0
Oklahoma,03/2016,962.7473118387096
Oklahoma,04/2016,963.6122222333335
Oklahoma,05/2016,963.8869623548387
Oklahoma,06/2016,957.9584722666665
Oklahoma,07/2016,775.1751051290322
Oklahoma,08/2016,600.3588709677418
Oklahoma,09/2016,600.8386110666667
Oklahoma,10/2016,600.6326612580644
Oklahoma,11/2016,496.6236111666666
Oklahoma,12/2016,0.0
Ohio,01/2016,987.9002688494623
Ohio,02/2016,986.2355979655171
Ohio,03/2016,987.5442380259742
Ohio,04/2016,987.6197967222222
Ohio,05/2016,987.1483281182798
Ohio,06/2016,987.2502314444444
Ohio,07/2016,987.8681003548385
Ohio,08/2016,985.851523860215
Ohio,09/2016,987.4260185444444
Ohio,10/2016,988.7595878172043
Ohio,11/2016,988.6046295666667
Ohio,12/2016,988.6829301075269
Oregon,01/2016,925.0526507928803
Oregon,02/2016,930.5346002931034
Oregon,03/2016,923.6428704903226
Oregon,04/2016,0.0
Oregon,05/2016,0.0
Oregon,06/2016,0.0
Oregon,07/2016,0.0
Oregon,08/2016,0.0
Oregon,09/2016,0.0
Oregon,10/2016,0.0
Oregon,11/2016,0.0
Oregon,12/2016,0.0
Pennsylvania,01/2016,986.3362902580645
Pennsylvania,02/2016,985.3860631724139
Pennsylvania,03/2016,985.6711020967741
Pennsylvania,04/2016,986.2131945
Pennsylvania,05/2016,985.4059139354838
Pennsylvania,06/2016,984.7327381333336
Pennsylvania,07/2016,985.9434139677421
Pennsylvania,08/2016,987.6975248064516
Pennsylvania,09/2016,988.7908333333331
Pennsylvania,10/2016,989.858736483871
Pennsylvania,11/2016,989.1255556
Pennsylvania,12/2016,989.483870935484
Tennessee,01/2016,941.1617607741935
Tennessee,02/2016,940.8492097586206
Tennessee,03/2016,940.4490469354837
Tennessee,04/2016,941.3411111333332
Tennessee,05/2016,941.2118279838709
Tennessee,06/2016,942.3357638666668
Tennessee,07/2016,943.5001173225805
Tennessee,08/2016,943.8030913870967
Tennessee,09/2016,943.9685972
Tennessee,10/2016,945.1738165806453
Tennessee,11/2016,945.0172208666667
Tennessee,12/2016,945.1791667419354
Texas,01/2016,994.8935932204301
Texas,02/2016,995.6022509425288
Texas,03/2016,990.2600806290321
Texas,04/2016,987.6717970186338
Texas,05/2016,984.6156563421052
Texas,06/2016,986.3708615779221
Texas,07/2016,991.3236266989248
Texas,08/2016,990.8353173118279
Texas,09/2016,991.7407407055556
Texas,10/2016,993.1005640815217
Texas,11/2016,994.5468164831459
Texas,12/2016,995.8649823891892
Utah,01/2016,845.0621382852349
Utah,02/2016,848.5907885496454
Utah,03/2016,841.8430774612904
Utah,04/2016,843.1533350466667
Utah,05/2016,842.6896072935484
Utah,06/2016,845.5674524733333
Utah,07/2016,845.2610988290322
Utah,08/2016,845.767962216129
Utah,09/2016,845.5188203413793
Utah,10/2016,845.2660485870969
Utah,11/2016,846.8551111066666
Utah,12/2016,844.3144226918033
Vermont,01/2016,988.858413967742
Vermont,02/2016,989.4423074206898
Vermont,03/2016,991.1254569935485
Vermont,04/2016,992.3396833533334
Vermont,05/2016,990.2375953290323
Vermont,06/2016,988.9456756399999
Vermont,07/2016,990.0717270718956
Vermont,08/2016,992.7821204117648
Vermont,09/2016,995.66947218
Vermont,10/2016,994.5843361741935
Vermont,11/2016,991.1592354733334
Vermont,12/2016,991.4484675612902
Virginia,01/2016,950.0020161612903
Virginia,02/2016,950.5621407068966
Virginia,03/2016,951.7288047903227
Virginia,04/2016,951.9826388833334
Virginia,05/2016,951.6128515645161
Virginia,06/2016,949.9711523965517
Virginia,07/2016,954.6290163606557
Virginia,08/2016,956.030913951613
Virginia,09/2016,955.8023548666666
Virginia,10/2016,956.1027554032257
Virginia,11/2016,954.2165333666667
Virginia,12/2016,954.6596722258065
West Virginia,01/2016,0.0
West Virginia,02/2016,0.0
West Virginia,03/2016,0.0
West Virginia,04/2016,0.0
West Virginia,05/2016,0.0
West Virginia,06/2016,0.0
West Virginia,07/2016,0.0
West Virginia,08/2016,0.0
West Virginia,09/2016,0.0
West Virginia,10/2016,0.0
West Virginia,11/2016,0.0
West Virginia,12/2016,0.0
Washington,01/2016,991.0372759784946
Washington,02/2016,996.647984310345
Washington,03/2016,990.0967441505378
Washington,04/2016,995.6538293777777
Washington,05/2016,995.0779434193548
Washington,06/2016,997.7536123
Washington,07/2016,997.4056520645162
Washington,08/2016,996.0639707419352
Washington,09/2016,997.8844444444444
Washington,10/2016,991.2135523409091
Washington,11/2016,1001.112427142857
Washington,12/2016,997.6974678064518
Wisconsin,01/2016,1013.2058848645163
Wisconsin,02/2016,1013.441779137931
Wisconsin,03/2016,1012.3966493935484
Wisconsin,04/2016,1015.3570663200001
Wisconsin,05/2016,1013.6490945032257
Wisconsin,06/2016,1012.7565151266666
Wisconsin,07/2016,1012.7525594533332
Wisconsin,08/2016,1014.0939018709677
Wisconsin,09/2016,1015.62839102
Wisconsin,10/2016,1016.188324
Wisconsin,11/2016,1015.16833334
Wisconsin,12/2016,1015.3475424
Wyoming,01/2016,827.5870296944445
Wyoming,02/2016,831.8912781760392
Wyoming,03/2016,827.6896726111963
Wyoming,04/2016,830.067272411628
Wyoming,05/2016,829.976182718417
Wyoming,06/2016,833.0118750352942
Wyoming,07/2016,826.2903091846275
Wyoming,08/2016,828.0926394272076
Wyoming,09/2016,827.0034373283459
Wyoming,10/2016,826.3726884180195
Wyoming,11/2016,827.514638099665
Wyoming,12/2016,823.9424086258937
