State,Month,co
Colorado,01/2016,0.5331720145985401
Colorado,02/2016,0.3964471705882353
Colorado,03/2016,0.3440712391304348
Colorado,04/2016,0.31700037904761896
Colorado,05/2016,0.29568011786372006
Colorado,06/2016,0.29688223166023164
Colorado,07/2016,0.2647520940325497
Colorado,08/2016,0.2777222347670251
Colorado,09/2016,0.2828271286919832
Colorado,10/2016,0.36334466542056076
Colorado,11/2016,0.43629141838649155
Colorado,12/2016,0.4853637431693989
Connecticut,01/2016,0.30318309354838713
Connecticut,02/2016,0.2876918448275862
Connecticut,03/2016,0.26910880645161295
Connecticut,04/2016,0.24281495333333333
Connecticut,05/2016,0.25882599677419355
Connecticut,06/2016,0.2238055466666667
Connecticut,07/2016,0.24833925974025978
Connecticut,08/2016,0.23858930666666667
Connecticut,09/2016,0.21545257
Connecticut,10/2016,0.2468909709677419
Connecticut,11/2016,0.3413259189189189
Connecticut,12/2016,0.30599682857142857
North Dakota,01/2016,0.18001351612903221
North Dakota,02/2016,0.1902787413793103
North Dakota,03/2016,0.18775099999999995
North Dakota,04/2016,0.17712386666666663
North Dakota,05/2016,0.16356195161290318
North Dakota,06/2016,0.12741293750000002
North Dakota,07/2016,0.10982179166666667
North Dakota,08/2016,0.16233175806451614
North Dakota,09/2016,0.1343193
North Dakota,10/2016,0.16246462903225803
North Dakota,11/2016,0.18052244999999997
North Dakota,12/2016,0.20258980645161284
South Dakota,01/2016,0.2178578387096774
South Dakota,02/2016,0.21075772413793104
South Dakota,03/2016,0.2073039999999999
South Dakota,04/2016,0.19513556666666662
South Dakota,05/2016,0.1970454032258065
South Dakota,06/2016,0.17197836666666666
South Dakota,07/2016,0.13973993548387098
South Dakota,08/2016,0.16575504838709676
South Dakota,09/2016,0.14478236666666663
South Dakota,10/2016,0.1961335322580645
South Dakota,11/2016,0.23106776666666665
South Dakota,12/2016,0.20243180645161285
Delaware,01/2016,0.36467914516129035
Delaware,02/2016,0.2856500862068966
Delaware,03/2016,0.28663111290322585
Delaware,04/2016,0.20815020000000004
Delaware,05/2016,0.20968279032258058
Delaware,06/2016,0.18564151666666667
Delaware,07/2016,0.22098611290322576
Delaware,08/2016,0.20988558064516125
Delaware,09/2016,0.22948654999999996
Delaware,10/2016,0.2710726774193548
Delaware,11/2016,0.355639
Delaware,12/2016,0.29466121875
Florida,01/2016,0.3156433097762073
Florida,02/2016,0.3395188329493088
Florida,03/2016,0.3644997451403888
Florida,04/2016,0.3039927099143207
Florida,05/2016,0.3365865524625268
Florida,06/2016,0.311471737527115
Florida,07/2016,0.30758262474226805
Florida,08/2016,0.30373565625
Florida,09/2016,0.36602712219959266
Florida,10/2016,0.31077547337278105
Florida,11/2016,0.3517084079754601
Florida,12/2016,0.363561215370019
Georgia,01/2016,0.6394265762711865
Georgia,02/2016,0.5303188372093024
Georgia,03/2016,0.5251913770491803
Georgia,04/2016,0.6048598416666666
Georgia,05/2016,0.510640935483871
Georgia,06/2016,0.5896250833333333
Georgia,07/2016,0.4645945403225807
Georgia,08/2016,0.49681837096774195
Georgia,09/2016,0.558708
Georgia,10/2016,0.6014545340909091
Georgia,11/2016,0.6633305810810811
Georgia,12/2016,0.5239692346938775
Hawaii,01/2016,0.4782080268817204
Hawaii,02/2016,0.4496836206896551
Hawaii,03/2016,0.5356106304347826
Hawaii,04/2016,0.42553988068181814
Hawaii,05/2016,0.4011774615384615
Hawaii,06/2016,0.4321162067039106
Hawaii,07/2016,0.47150170114942525
Hawaii,08/2016,0.21574558757062148
Hawaii,09/2016,0.24662897222222221
Hawaii,10/2016,0.23980889887640452
Hawaii,11/2016,0.2576412934131736
Hawaii,12/2016,0.31153182758620696
Idaho,01/2016,0.4806778494623656
Idaho,02/2016,0.43887862068965516
Idaho,03/2016,0.28873682795698924
Idaho,04/2016,0.3151609833333333
Idaho,05/2016,0.2267637795698925
Idaho,06/2016,0.20818157792207795
Idaho,07/2016,0.14225081666666667
Idaho,08/2016,0.2138655483870968
Idaho,09/2016,0.15982123333333334
Idaho,10/2016,0.19738176315789474
Idaho,11/2016,0.33037426724137925
Idaho,12/2016,0.4012868658536586
Rhode Island,01/2016,0.464139870967742
Rhode Island,02/2016,0.41504846551724145
Rhode Island,03/2016,0.37817600806451623
Rhode Island,04/2016,0.35822376666666667
Rhode Island,05/2016,0.34633062903225803
Rhode Island,06/2016,0.3382886666666666
Rhode Island,07/2016,0.3656844758064517
Rhode Island,08/2016,0.36592966129032267
Rhode Island,09/2016,0.34420548333333334
Rhode Island,10/2016,0.39630424193548386
Rhode Island,11/2016,0.4754312
Rhode Island,12/2016,0.47488262903225814
Illinois,01/2016,0.23323783974358975
Illinois,02/2016,0.2533965952380952
Illinois,03/2016,0.27658684967320263
Illinois,04/2016,0.24870659195402298
Illinois,05/2016,0.23894331720430104
Illinois,06/2016,0.2408868722222222
Illinois,07/2016,0.21742174444444445
Illinois,08/2016,0.18374667222222224
Illinois,09/2016,0.17122725146198828
Illinois,10/2016,0.19586400588235295
Illinois,11/2016,0.2290340168539326
Illinois,12/2016,0.18441878723404256
Indiana,01/2016,0.26887252
Indiana,02/2016,0.28034194137931034
Indiana,03/2016,0.2657712302631579
Indiana,04/2016,0.2883399733333333
Indiana,05/2016,0.2876203161290322
Indiana,06/2016,0.29303624666666667
Indiana,07/2016,0.28042613311688314
Indiana,08/2016,0.3228105280528053
Indiana,09/2016,0.37101575085324234
Indiana,10/2016,0.32348774418604653
Indiana,11/2016,0.39951733818181817
Indiana,12/2016,0.3092701400651466
Iowa,01/2016,0.22571674444444442
Iowa,02/2016,0.21633954069767444
Iowa,03/2016,0.22994053804347828
Iowa,04/2016,0.21061191011235955
Iowa,05/2016,0.2217826451612903
Iowa,06/2016,0.19498852222222224
Iowa,07/2016,0.19242297311827955
Iowa,08/2016,0.21174813978494625
Iowa,09/2016,0.18781148333333333
Iowa,10/2016,0.21918426881720432
Iowa,11/2016,0.22422815555555559
Iowa,12/2016,0.19436944886363638
Kentucky,01/2016,0.27553946107784427
Kentucky,02/2016,0.28092020710059173
Kentucky,03/2016,0.2657725322580645
Kentucky,04/2016,0.24473643604651163
Kentucky,05/2016,0.2275716935483871
Kentucky,06/2016,0.22119773643410853
Kentucky,07/2016,0.24317618032786886
Kentucky,08/2016,0.25427509770114937
Kentucky,09/2016,0.2945730634920634
Kentucky,10/2016,0.27622866428571435
Kentucky,11/2016,0.3082947999999999
Kentucky,12/2016,0.23072457777777775
Louisiana,01/2016,0.33436812903225804
Louisiana,02/2016,0.3207684568965517
Louisiana,03/2016,0.3167711048387096
Louisiana,04/2016,0.22285398245614035
Louisiana,05/2016,0.28266053448275863
Louisiana,06/2016,0.3726894916666667
Louisiana,07/2016,0.3331410887096774
Louisiana,08/2016,0.4578140241935484
Louisiana,09/2016,0.469261425
Louisiana,10/2016,0.47199049193548387
Louisiana,11/2016,0.40862514166666664
Louisiana,12/2016,0.4443039274193548
Maine,01/2016,0.23001944086021503
Maine,02/2016,0.2249055459770115
Maine,03/2016,0.2212721684782609
Maine,04/2016,0.2028715777777778
Maine,05/2016,0.18101487634408603
Maine,06/2016,0.15695995555555556
Maine,07/2016,0.16968560752688175
Maine,08/2016,0.170385935483871
Maine,09/2016,0.15678801666666667
Maine,10/2016,0.17200075
Maine,11/2016,0.20061694827586213
Maine,12/2016,0.2065533695652174
Maryland,01/2016,0.2617512258064516
Maryland,02/2016,0.2315530896551724
Maryland,03/2016,0.22861189999999998
Maryland,04/2016,0.20169502397260272
Maryland,05/2016,0.2018656217105263
Maryland,06/2016,0.17623791103202846
Maryland,07/2016,0.18023224444444444
Maryland,08/2016,0.17438600649350652
Maryland,09/2016,0.15807951773049644
Maryland,10/2016,0.1588397364864865
Maryland,11/2016,0.22431994915254239
Maryland,12/2016,0.20001999342105262
Massachusetts,01/2016,0.2810883908355795
Massachusetts,02/2016,0.27678270553935863
Massachusetts,03/2016,0.25407868548387097
Massachusetts,04/2016,0.2402722264705882
Massachusetts,05/2016,0.23043048493150683
Massachusetts,06/2016,0.20238020224719103
Massachusetts,07/2016,0.20728005135135136
Massachusetts,08/2016,0.20620360109289618
Massachusetts,09/2016,0.19256908116883117
Massachusetts,10/2016,0.2391750796703297
Massachusetts,11/2016,0.3101101922005571
Massachusetts,12/2016,0.28667889402173913
Michigan,01/2016,0.299587752688172
Michigan,02/2016,0.2924632701149426
Michigan,03/2016,0.3351838843930636
Michigan,04/2016,0.3268961129943503
Michigan,05/2016,0.32978865888689407
Michigan,06/2016,0.31222609629629633
Michigan,07/2016,0.2925600250896057
Michigan,08/2016,0.3386510233393178
Michigan,09/2016,0.33865727037037036
Michigan,10/2016,0.34431542831541223
Michigan,11/2016,0.4073268853503184
Michigan,12/2016,0.2905747724665392
Minnesota,01/2016,0.20216628904428902
Minnesota,02/2016,0.19303650374064835
Minnesota,03/2016,0.21650318055555554
Minnesota,04/2016,0.19182555
Minnesota,05/2016,0.19817700696055682
Minnesota,06/2016,0.15310748317307693
Minnesota,07/2016,0.17750431308411216
Minnesota,08/2016,0.23117539540816326
Minnesota,09/2016,0.2113278781869688
Minnesota,10/2016,0.20795889130434783
Minnesota,11/2016,0.2740964738095238
Minnesota,12/2016,0.19036732949308754
Mississippi,01/2016,0.2557711451612903
Mississippi,02/2016,0.24513044827586208
Mississippi,03/2016,0.22406511290322578
Mississippi,04/2016,0.24387938333333328
Mississippi,05/2016,0.20810838709677418
Mississippi,06/2016,0.18636776666666668
Mississippi,07/2016,0.1614351451612903
Mississippi,08/2016,0.17014075806451612
Mississippi,09/2016,0.18740548333333334
Mississippi,10/2016,0.29032285483870973
Mississippi,11/2016,0.2995637
Mississippi,12/2016,0.23244156451612902
Missouri,01/2016,0.29059100628930823
Missouri,02/2016,0.2974599597701149
Missouri,03/2016,0.306862675
Missouri,04/2016,0.2814213869047619
Missouri,05/2016,0.2962202634408602
Missouri,06/2016,0.2819372833333334
Missouri,07/2016,0.27476795698924733
Missouri,08/2016,0.271988311827957
Missouri,09/2016,0.28771567777777773
Missouri,10/2016,0.2977000322580645
Missouri,11/2016,0.34877789444444446
Missouri,12/2016,0.31192236559139785
Montana,01/2016,0.20210886440677975
Montana,02/2016,0.16841496551724144
Montana,03/2016,0.1737722741935484
Montana,04/2016,0.17966871666666667
Montana,05/2016,0.19378781451612906
Montana,06/2016,0.1804413333333334
Montana,07/2016,0.16784993333333337
Montana,08/2016,0.29731884999999997
Montana,09/2016,0.2575832869565218
Montana,10/2016,0.17617170161290327
Montana,11/2016,0.15855115833333333
Montana,12/2016,0.17186144166666667
Nebraska,01/2016,0.3766390175438597
Nebraska,02/2016,0.29937542241379306
Nebraska,03/2016,0.3411761048387097
Nebraska,04/2016,0.28106718333333336
Nebraska,05/2016,0.22255544354838713
Nebraska,06/2016,0.28060309166666664
Nebraska,07/2016,0.15546431451612905
Nebraska,08/2016,0.22262467741935485
Nebraska,09/2016,0.345198175
Nebraska,10/2016,0.4105712661290323
Nebraska,11/2016,0.3927717333333333
Nebraska,12/2016,0.3548595161290322
Nevada,01/2016,0.4653743333333334
Nevada,02/2016,0.4741683349753694
Nevada,03/2016,0.2823863309859155
Nevada,04/2016,0.23396093571428572
Nevada,05/2016,0.18005145622119817
Nevada,06/2016,0.19353416904761905
Nevada,07/2016,0.2051872056074766
Nevada,08/2016,0.24682578738317756
Nevada,09/2016,0.29648546411483256
Nevada,10/2016,0.31633481105990785
Nevada,11/2016,0.48207418159203974
Nevada,12/2016,0.5174599491525425
New Hampshire,01/2016,0.20185109677419355
New Hampshire,02/2016,0.19909283478260872
New Hampshire,03/2016,0.19266672580645158
New Hampshire,04/2016,0.18110087500000002
New Hampshire,05/2016,0.16714431967213114
New Hampshire,06/2016,0.13934839166666668
New Hampshire,07/2016,0.14121291129032257
New Hampshire,08/2016,0.14484433027522933
New Hampshire,09/2016,0.123904775
New Hampshire,10/2016,0.13064060655737703
New Hampshire,11/2016,0.1464054
New Hampshire,12/2016,0.16621791525423724
New Jersey,01/2016,0.4162392634408602
New Jersey,02/2016,0.3456890780346821
New Jersey,03/2016,0.29674172311827957
New Jersey,04/2016,0.26056335
New Jersey,05/2016,0.27817371978021976
New Jersey,06/2016,0.26227854444444443
New Jersey,07/2016,0.2781534398907104
New Jersey,08/2016,0.2789068010752689
New Jersey,09/2016,0.2885258027777778
New Jersey,10/2016,0.3380199781420765
New Jersey,11/2016,0.38279180833333337
New Jersey,12/2016,0.35025267473118277
New York,01/2016,0.26934093115942026
New York,02/2016,0.23384508548707755
New York,03/2016,0.24254941391941393
New York,04/2016,0.2062323425925926
New York,05/2016,0.23416694594594592
New York,06/2016,0.1906449721189591
New York,07/2016,0.1925784075471698
New York,08/2016,0.22854895471698117
New York,09/2016,0.18126802602230485
New York,10/2016,0.20363079297597045
New York,11/2016,0.2685975914179104
New York,12/2016,0.263917458781362
New Mexico,01/2016,0.2805000322580645
New Mexico,02/2016,0.24669174137931035
New Mexico,03/2016,0.2206359435483871
New Mexico,04/2016,0.18057831250000003
New Mexico,05/2016,0.15069218032786888
New Mexico,06/2016,0.14871520833333335
New Mexico,07/2016,0.11993599166666667
New Mexico,08/2016,0.1285613425925926
New Mexico,09/2016,0.2238370593220339
New Mexico,10/2016,0.21901745
New Mexico,11/2016,0.3108246166666666
New Mexico,12/2016,0.38441564516129034
Oklahoma,01/2016,0.23287324537037038
Oklahoma,02/2016,0.24140478947368424
Oklahoma,03/2016,0.26462265322580647
Oklahoma,04/2016,0.27136020833333335
Oklahoma,05/2016,0.2305554556451613
Oklahoma,06/2016,0.2596060041666667
Oklahoma,07/2016,0.2305042580645161
Oklahoma,08/2016,0.19377290322580645
Oklahoma,09/2016,0.20935891228070175
Oklahoma,10/2016,0.24834398387096776
Oklahoma,11/2016,0.27580458333333335
Oklahoma,12/2016,0.26619126612903227
Ohio,01/2016,0.2758231591173054
Ohio,02/2016,0.25743134367245657
Ohio,03/2016,0.2496705638051044
Ohio,04/2016,0.27184427976190473
Ohio,05/2016,0.28029391801385684
Ohio,06/2016,0.2746294260143198
Ohio,07/2016,0.21502876279069766
Ohio,08/2016,0.260739752900232
Ohio,09/2016,0.2608121425120773
Ohio,10/2016,0.21820472393364929
Ohio,11/2016,0.3423036031941032
Ohio,12/2016,0.23766972119815666
Oregon,01/2016,0.3388046532258064
Oregon,02/2016,0.3607897327586207
Oregon,03/2016,0.3079958306451613
Oregon,04/2016,0.3524578762886598
Oregon,05/2016,0.24579784745762712
Oregon,06/2016,0.1928413297872341
Oregon,07/2016,0.22464191129032257
Oregon,08/2016,0.2810655241935484
Oregon,09/2016,0.24271152499999998
Oregon,10/2016,0.261211137254902
Oregon,11/2016,0.36135921621621614
Oregon,12/2016,0.35795600000000005
Pennsylvania,01/2016,0.2987311386430679
Pennsylvania,02/2016,0.2562141724137931
Pennsylvania,03/2016,0.23276340384615385
Pennsylvania,04/2016,0.23164132066869303
Pennsylvania,05/2016,0.2467596336779911
Pennsylvania,06/2016,0.17531734954407294
Pennsylvania,07/2016,0.2067117815249267
Pennsylvania,08/2016,0.22810453474320241
Pennsylvania,09/2016,0.20167687888198757
Pennsylvania,10/2016,0.19626501044776123
Pennsylvania,11/2016,0.3430549984423676
Pennsylvania,12/2016,0.27768859734513274
Tennessee,01/2016,0.28132790591397844
Tennessee,02/2016,0.2962100336391437
Tennessee,03/2016,0.2900040456989247
Tennessee,04/2016,0.28443784
Tennessee,05/2016,0.27032904501607713
Tennessee,06/2016,0.2440018791946309
Tennessee,07/2016,0.246947375
Tennessee,08/2016,0.25107052027027027
Tennessee,09/2016,0.28846267999999997
Tennessee,10/2016,0.2503058193548387
Tennessee,11/2016,0.3062328035087719
Tennessee,12/2016,0.23867140460526315
Texas,01/2016,0.3083528460559797
Texas,02/2016,0.3002710655080214
Texas,03/2016,0.2524681203473945
Texas,04/2016,0.2464419987029831
Texas,05/2016,0.2703515719649562
Texas,06/2016,0.29803944293478263
Texas,07/2016,0.26651285595567864
Texas,08/2016,0.2573425328767123
Texas,09/2016,0.2882167708894879
Texas,10/2016,0.3154317679558011
Texas,11/2016,0.3070260203488372
Texas,12/2016,0.3098612380952381
Utah,01/2016,0.4995353365384615
Utah,02/2016,0.6182503103448277
Utah,03/2016,0.38621640909090904
Utah,04/2016,0.2965235083333333
Utah,05/2016,0.38649218548387104
Utah,06/2016,0.450976
Utah,07/2016,0.49262943548387095
Utah,08/2016,0.37757148387096773
Utah,09/2016,0.29295461666666667
Utah,10/2016,0.3644984274193548
Utah,11/2016,0.4339342706766917
Utah,12/2016,0.48486451785714285
Vermont,01/2016,0.17222655376344084
Vermont,02/2016,0.1544924827586207
Vermont,03/2016,0.16340568817204298
Vermont,04/2016,0.13375616666666668
Vermont,05/2016,0.17254191935483873
Vermont,06/2016,0.14347509444444442
Vermont,07/2016,0.149102688172043
Vermont,08/2016,0.1565417688172043
Vermont,09/2016,0.13950462222222224
Vermont,10/2016,0.16374661290322579
Vermont,11/2016,0.20631966111111114
Vermont,12/2016,0.1984660752688172
Virginia,01/2016,0.3122648868421053
Virginia,02/2016,0.2879395243243243
Virginia,03/2016,0.2925814578947369
Virginia,04/2016,0.22263572842639595
Virginia,05/2016,0.2164971062355658
Virginia,06/2016,0.1723197724867725
Virginia,07/2016,0.2553908341121495
Virginia,08/2016,0.24414067574257423
Virginia,09/2016,0.1984826944444445
Virginia,10/2016,0.22973659216589862
Virginia,11/2016,0.35200602644230766
Virginia,12/2016,0.2803519884792627
West Virginia,01/2016,0.27728317204301073
West Virginia,02/2016,0.2955469942528736
West Virginia,03/2016,0.3122549727891157
West Virginia,04/2016,0.2637411777777778
West Virginia,05/2016,0.3066419569892473
West Virginia,06/2016,0.2955408611111111
West Virginia,07/2016,0.3051385
West Virginia,08/2016,0.2572596344086021
West Virginia,09/2016,0.2519284858757062
West Virginia,10/2016,0.24029381506849318
West Virginia,11/2016,0.2781592611111111
West Virginia,12/2016,0.26216006989247315
Washington,01/2016,0.4479996583333333
Washington,02/2016,0.4411957420814479
Washington,03/2016,0.3605781074766355
Washington,04/2016,0.42885572772277225
Washington,05/2016,0.2719200165289256
Washington,06/2016,0.30062500961538463
Washington,07/2016,0.2134102887700535
Washington,08/2016,0.23054223780487804
Washington,09/2016,0.1594538301886792
Washington,10/2016,0.18817426923076921
Washington,11/2016,0.34918080689655173
Washington,12/2016,0.2569917956989248
Wisconsin,01/2016,0.29599702586206894
Wisconsin,02/2016,0.2781113879310345
Wisconsin,03/2016,0.2781492903225807
Wisconsin,04/2016,0.27748945833333327
Wisconsin,05/2016,0.26425389516129033
Wisconsin,06/2016,0.19657970175438597
Wisconsin,07/2016,0.2126851370967742
Wisconsin,08/2016,0.25230788596491227
Wisconsin,09/2016,0.184509675
Wisconsin,10/2016,0.19996369354838714
Wisconsin,11/2016,0.20869171666666667
Wisconsin,12/2016,0.1905032983870968
Wyoming,01/2016,0.15861534677419353
Wyoming,02/2016,0.1450129051724138
Wyoming,03/2016,0.13904567213114755
Wyoming,04/2016,0.123823781512605
Wyoming,05/2016,0.11295615596330273
Wyoming,06/2016,0.18911841666666665
Wyoming,07/2016,0.17547704838709674
Wyoming,08/2016,0.17212230172413795
Wyoming,09/2016,0.1407750083333333
Wyoming,10/2016,0.14683772580645157
Wyoming,11/2016,0.12599020833333335
Wyoming,12/2016,0.13277532258064517
