State,Month,temp
Florida,07/2016,82.49938026027398
Florida,08/2016,81.84326151724139
Florida,09/2016,80.35547523636363
Florida,10/2016,74.69593583333332
Florida,11/2016,67.87453702222221
Florida,12/2016,66.94514566666665
Georgia,01/2016,41.26893709677419
Georgia,02/2016,47.01063056650245
Georgia,03/2016,58.99205985253457
Georgia,04/2016,63.501402289340106
Georgia,05/2016,69.88005130414746
Georgia,06/2016,79.23335507142856
Georgia,07/2016,81.70703238095237
Georgia,08/2016,80.33067152558137
Georgia,09/2016,76.09320582380953
Georgia,10/2016,66.40549756585366
Georgia,11/2016,55.479600952153106
Georgia,12/2016,47.65895554377881
Hawaii,01/2016,63.5721059139785
Hawaii,02/2016,65.2816404848485
Hawaii,03/2016,67.10612266129031
Hawaii,04/2016,68.953404
Hawaii,05/2016,70.0225572903226
Hawaii,06/2016,69.06731609090909
Hawaii,07/2016,69.66806878494623
Hawaii,08/2016,69.78153480645162
Hawaii,09/2016,69.65063689189189
Hawaii,10/2016,70.54814270967744
Hawaii,11/2016,65.75569358695653
Hawaii,12/2016,58.983382322580646
Idaho,01/2016,30.9712121730038
Idaho,02/2016,37.42823588438134
Idaho,03/2016,42.287515611005695
Idaho,04/2016,52.053431442190664
Idaho,05/2016,56.309599224489794
Idaho,06/2016,64.94010615138593
Idaho,07/2016,68.96643002834008
Idaho,08/2016,69.5465974209524
Idaho,09/2016,59.011676777120314
Idaho,10/2016,49.70639338003839
Idaho,11/2016,42.48225982254698
Idaho,12/2016,24.005115825426948
Rhode Island,01/2016,31.772008717741933
Rhode Island,02/2016,34.125942560344825
Rhode Island,03/2016,43.038930532258064
Rhode Island,04/2016,46.78256345
Rhode Island,05/2016,58.74624530645161
Rhode Island,06/2016,67.54943314166667
Rhode Island,07/2016,74.66736381967213
Rhode Island,08/2016,74.91930835483872
Rhode Island,09/2016,66.67280028333333
Rhode Island,10/2016,54.86664334677419
Rhode Island,11/2016,45.63490603333333
Rhode Island,12/2016,34.872136548387104
Illinois,01/2016,28.552187986301373
Illinois,02/2016,33.42256194964028
Illinois,03/2016,46.41973455194805
Illinois,04/2016,51.977217487341775
Illinois,05/2016,62.013415801843315
Illinois,06/2016,75.16780746666667
Illinois,07/2016,76.48825489351852
Illinois,08/2016,76.17277449308754
Illinois,09/2016,70.60869882296652
Illinois,10/2016,60.697319599078334
Illinois,11/2016,48.53799122380953
Illinois,12/2016,30.922130059907833
Indiana,01/2016,28.887476844129555
Indiana,02/2016,34.19250734368072
Indiana,03/2016,47.46390234597157
Indiana,04/2016,52.865452072527475
Indiana,05/2016,61.60536602028398
Indiana,06/2016,73.56576907708333
Indiana,07/2016,75.38433024193549
Indiana,08/2016,75.9084036293279
Indiana,09/2016,70.25485152631579
Indiana,10/2016,60.01461653861789
Indiana,11/2016,47.89679066875
Indiana,12/2016,30.31279152822581
Iowa,01/2016,22.58224376
Iowa,02/2016,30.327178930481285
Iowa,03/2016,43.8330103825
Iowa,04/2016,51.16857446923077
Iowa,05/2016,61.77804771236559
Iowa,06/2016,74.38727671282052
Iowa,07/2016,74.37757644827586
Iowa,08/2016,73.835927327957
Iowa,09/2016,68.42657847933884
Iowa,10/2016,57.20515965756824
Iowa,11/2016,46.19673447948718
Iowa,12/2016,24.861542565756825
Kentucky,01/2016,33.75524011520737
Kentucky,02/2016,40.095202423645325
Kentucky,03/2016,53.17979387557604
Kentucky,04/2016,58.79939754285714
Kentucky,05/2016,63.916108055299546
Kentucky,06/2016,75.78892456862745
Kentucky,07/2016,77.89483857603686
Kentucky,08/2016,78.22756267129628
Kentucky,09/2016,72.55460503809523
Kentucky,10/2016,63.42370275656325
Kentucky,11/2016,51.03659989378239
Kentucky,12/2016,37.97702534285715
Louisiana,01/2016,50.77706994193548
Louisiana,02/2016,56.80027337931034
Louisiana,03/2016,65.73146746451613
Louisiana,04/2016,69.12274953333335
Louisiana,05/2016,74.67365546666666
Louisiana,06/2016,81.49306158181817
Louisiana,07/2016,82.91363284955752
Louisiana,08/2016,81.52631575789474
Louisiana,09/2016,80.36192433333335
Louisiana,10/2016,73.16787634408604
Louisiana,11/2016,64.10065237777779
Louisiana,12/2016,57.90148666666667
Maine,01/2016,26.668047112903224
Maine,02/2016,28.532327586206897
Maine,03/2016,34.02352151612903
Maine,04/2016,40.27936505
Maine,05/2016,50.938171999999994
Maine,06/2016,59.13194451666667
Maine,07/2016,66.31787637096775
Maine,08/2016,67.14381724193548
Maine,09/2016,60.358997583333334
Maine,10/2016,49.51887830645162
Maine,11/2016,40.946811999999994
Maine,12/2016,28.429277049180328
Maryland,01/2016,31.678273460784318
Maryland,02/2016,36.12985386249999
Maryland,03/2016,49.127279109181146
Maryland,04/2016,52.63328057849462
Maryland,05/2016,60.108979920081964
Maryland,06/2016,71.20874126304803
Maryland,07/2016,76.91502584210527
Maryland,08/2016,76.55049835959596
Maryland,09/2016,69.86843887083333
Maryland,10/2016,58.01373739918534
Maryland,11/2016,47.60537558037578
Maryland,12/2016,37.096944256565656
Massachusetts,01/2016,31.163349143920595
Massachusetts,02/2016,33.40358822520107
Massachusetts,03/2016,42.07441600498753
Massachusetts,04/2016,46.87120135078534
Massachusetts,05/2016,58.594057328358204
Massachusetts,06/2016,67.85356069922878
Massachusetts,07/2016,74.70154385359803
Massachusetts,08/2016,74.92174144389027
Massachusetts,09/2016,66.29772853589743
Massachusetts,10/2016,54.01175706451613
Massachusetts,11/2016,44.55603399230768
Massachusetts,12/2016,33.455645181141435
Michigan,01/2016,26.720954102124185
Michigan,02/2016,30.23708921310044
Michigan,03/2016,40.56553978437755
Michigan,04/2016,44.77525576929674
Michigan,05/2016,59.48955513162252
Michigan,06/2016,69.06861430834036
Michigan,07/2016,73.9977073077551
Michigan,08/2016,74.39348366639344
Michigan,09/2016,67.12600783695653
Michigan,10/2016,55.14357023904052
Michigan,11/2016,45.87026213849959
Michigan,12/2016,28.886197336160368
Minnesota,01/2016,14.293682838709676
Minnesota,02/2016,19.874281620689654
Minnesota,03/2016,35.786962354838714
Minnesota,04/2016,43.29027781666666
Minnesota,05/2016,58.90188175806452
Minnesota,06/2016,67.18611111666667
Minnesota,07/2016,71.66733872580646
Minnesota,08/2016,69.76008066129033
Minnesota,09/2016,61.80271460000001
Minnesota,10/2016,49.575268774193546
Minnesota,11/2016,41.15664245
Minnesota,12/2016,17.00201614516129
Mississippi,01/2016,45.140333319999996
Mississippi,02/2016,0.0
Mississippi,03/2016,63.065127172413796
Mississippi,04/2016,68.00472223333334
Mississippi,05/2016,73.92513438709678
Mississippi,06/2016,82.8444444
Mississippi,07/2016,83.63360203225808
Mississippi,08/2016,83.08897854838708
Mississippi,09/2016,81.50444453333334
Mississippi,10/2016,73.86034945161289
Mississippi,11/2016,61.02944443333334
Mississippi,12/2016,52.52258070967741
Missouri,01/2016,32.53049313483146
Missouri,02/2016,40.11457402017291
Missouri,03/2016,51.7909963944591
Missouri,04/2016,59.264693923674
Missouri,05/2016,64.51789043
Missouri,06/2016,79.71838618562091
Missouri,07/2016,79.88009808188585
Missouri,08/2016,78.32192862282878
Missouri,09/2016,73.04269674615384
Missouri,10/2016,63.820137276674934
Missouri,11/2016,51.81994686666667
Missouri,12/2016,33.50043427490542
Montana,01/2016,26.258414008426968
Montana,02/2016,34.93873424137931
Montana,03/2016,38.5615534811828
Montana,04/2016,45.74471282500001
Montana,05/2016,52.28436858543418
Montana,06/2016,66.10401554545454
Montana,07/2016,69.45774503519061
Montana,08/2016,67.31536185928144
Montana,09/2016,56.42477833024691
Montana,10/2016,46.93123982334385
Montana,11/2016,40.638749178787876
Montana,12/2016,15.84598292647059
Nebraska,01/2016,25.292607548387096
Nebraska,02/2016,34.865229862068965
Nebraska,03/2016,47.48279574193548
Nebraska,04/2016,54.35986113333334
Nebraska,05/2016,63.01774203225808
Nebraska,06/2016,78.95944446666667
Nebraska,07/2016,77.12231180645162
Nebraska,08/2016,74.91989245161288
Nebraska,09/2016,70.11555566666667
Nebraska,10/2016,58.703494741935486
Nebraska,11/2016,48.35541666666667
Nebraska,12/2016,27.129704322580647
Nevada,01/2016,42.39583625806451
Nevada,02/2016,50.40463170780399
Nevada,03/2016,56.17921423972603
Nevada,04/2016,61.03386020671378
Nevada,05/2016,67.69153939182283
Nevada,06/2016,83.73974143585238
Nevada,07/2016,87.42493984652666
Nevada,08/2016,84.16720745645162
Nevada,09/2016,74.94888160267112
Nevada,10/2016,64.47658385125447
Nevada,11/2016,53.22941834074074
Nevada,12/2016,42.127246768953064
New Hampshire,01/2016,26.544018778225805
New Hampshire,02/2016,29.19112321304348
New Hampshire,03/2016,38.90986917741935
New Hampshire,04/2016,44.544005320000004
New Hampshire,05/2016,57.45174576764706
New Hampshire,06/2016,66.11673503030302
New Hampshire,07/2016,72.20453058064516
New Hampshire,08/2016,72.29193229325514
New Hampshire,09/2016,64.1164255878788
New Hampshire,10/2016,50.74991327125507
New Hampshire,11/2016,40.830213660000005
New Hampshire,12/2016,28.446512687096778
New Jersey,01/2016,31.712644752066115
New Jersey,02/2016,35.33851488793104
New Jersey,03/2016,46.5623775465587
New Jersey,04/2016,50.88524124166667
New Jersey,05/2016,60.32457740408164
New Jersey,06/2016,70.55050800873362
New Jersey,07/2016,76.7979654979592
New Jersey,08/2016,77.17058651626017
New Jersey,09/2016,69.58215398333336
New Jersey,10/2016,56.41713074885844
New Jersey,11/2016,47.2862940543933
New Jersey,12/2016,35.95436036693549
New York,01/2016,27.88844573087819
New York,02/2016,30.094860505780346
New York,03/2016,40.86457367119565
New York,04/2016,45.1126137827298
New York,05/2016,57.94905738172043
New York,06/2016,67.26789624324324
New York,07/2016,73.79436209337351
New York,08/2016,74.11307548680352
New York,09/2016,66.56223433757961
New York,10/2016,54.021680712903226
New York,11/2016,45.038770983333336
New York,12/2016,32.78628447385621
New Mexico,01/2016,37.06059477798862
New Mexico,02/2016,45.26162099999999
New Mexico,03/2016,53.69367371726755
New Mexico,04/2016,58.889849086734685
New Mexico,05/2016,66.79282669032258
New Mexico,06/2016,80.32505324
New Mexico,07/2016,83.32877791551459
New Mexico,08/2016,74.99542814132104
New Mexico,09/2016,71.19681389682539
New Mexico,10/2016,64.77939138548388
New Mexico,11/2016,51.013373173333335
New Mexico,12/2016,41.67527511355932
Oklahoma,01/2016,37.99167263271163
Oklahoma,02/2016,47.794829853474326
Oklahoma,03/2016,55.324929734693875
Oklahoma,04/2016,62.185085312223855
Oklahoma,05/2016,66.51593633428571
Oklahoma,06/2016,79.95178964492754
Oklahoma,07/2016,82.88120495441595
Oklahoma,08/2016,80.83162041961853
Oklahoma,09/2016,75.00099226234133
Oklahoma,10/2016,67.34751155298913
Oklahoma,11/2016,55.45799830520394
Oklahoma,12/2016,39.31282935252809
Ohio,01/2016,28.820413298387095
Ohio,02/2016,34.79884798706896
Ohio,03/2016,47.717507043103446
Ohio,04/2016,51.43974190416667
Ohio,05/2016,60.94735834008097
Ohio,06/2016,72.1812145125
Ohio,07/2016,75.35860848790324
Ohio,08/2016,75.80044881224491
Ohio,09/2016,69.4452896092437
Ohio,10/2016,58.271732951612904
Ohio,11/2016,47.038658824786324
Ohio,12/2016,32.70798054435484
Oregon,01/2016,36.79612456873315
Oregon,02/2016,42.75670830172414
Oregon,03/2016,44.87057011549295
Oregon,04/2016,0.0
Oregon,05/2016,0.0
Oregon,06/2016,0.0
Oregon,07/2016,0.0
Oregon,08/2016,0.0
Oregon,09/2016,0.0
Oregon,10/2016,0.0
Oregon,11/2016,0.0
Oregon,12/2016,0.0
Pennsylvania,01/2016,28.91237143548387
Pennsylvania,02/2016,34.77117125
Pennsylvania,03/2016,47.87074590322581
Pennsylvania,04/2016,52.32267078333334
Pennsylvania,05/2016,61.894099366935485
Pennsylvania,06/2016,72.86828097083334
Pennsylvania,07/2016,77.7790640860215
Pennsylvania,08/2016,78.48557836917564
Pennsylvania,09/2016,71.38512473333334
Pennsylvania,10/2016,58.24202314112903
Pennsylvania,11/2016,47.216977979166664
Pennsylvania,12/2016,34.664951786290324
Tennessee,01/2016,34.89637095967742
Tennessee,02/2016,40.07483994827587
Tennessee,03/2016,53.02200923387097
Tennessee,04/2016,56.899080090909095
Tennessee,05/2016,59.10048387096775
Tennessee,06/2016,69.34652332666667
Tennessee,07/2016,72.15318358064516
Tennessee,08/2016,71.91016128387098
Tennessee,09/2016,67.69176112000001
Tennessee,10/2016,59.19420304575162
Tennessee,11/2016,51.300376066666665
Tennessee,12/2016,41.59104524193548
Texas,01/2016,50.53330718384589
Texas,02/2016,58.17353523015873
Texas,03/2016,64.8140662494094
Texas,04/2016,69.37578002256944
Texas,05/2016,74.1517489
Texas,06/2016,81.93252085232068
Texas,07/2016,85.88825001078895
Texas,08/2016,82.68637504340512
Texas,09/2016,80.0619526148532
Texas,10/2016,73.8436312647731
Texas,11/2016,64.44067881397606
Texas,12/2016,54.09719445868773
Utah,01/2016,24.78815841051136
Utah,02/2016,33.002334399709305
Utah,03/2016,44.53146945652174
Utah,04/2016,51.44372919722223
Utah,05/2016,58.14663699193549
Utah,06/2016,75.11881098470097
Utah,07/2016,78.18490459034483
Utah,08/2016,74.31771502478134
Utah,09/2016,64.20467695118343
Utah,10/2016,55.33972625981056
Utah,11/2016,43.14922638330976
Utah,12/2016,27.73268617726658
Vermont,01/2016,25.226935496774193
Vermont,02/2016,27.351736848275863
Vermont,03/2016,37.26403225806451
Vermont,04/2016,42.06889996
Vermont,05/2016,58.475973406451615
Vermont,06/2016,66.44839010000001
Vermont,07/2016,71.56457214379085
Vermont,08/2016,72.03893517647059
Vermont,09/2016,64.38997224
Vermont,10/2016,50.86044182580645
Vermont,11/2016,40.615490339999994
Vermont,12/2016,28.466472767741934
Virginia,01/2016,30.729106268817205
Virginia,02/2016,35.12351532183908
Virginia,03/2016,49.66923825806453
Virginia,04/2016,53.62987797777779
Virginia,05/2016,60.210412812499996
Virginia,06/2016,70.82425179310344
Virginia,07/2016,75.84705646774194
Virginia,08/2016,75.4064486935484
Virginia,09/2016,69.72712121666667
Virginia,10/2016,58.33844085483871
Virginia,11/2016,47.762914099999996
Virginia,12/2016,37.76366832258064
West Virginia,01/2016,31.51181927419355
West Virginia,02/2016,38.10452584482759
West Virginia,03/2016,51.8062890338983
West Virginia,04/2016,56.09208335
West Virginia,05/2016,63.065053822580644
West Virginia,06/2016,73.77331156140349
West Virginia,07/2016,77.1504499516129
West Virginia,08/2016,78.09902995161289
West Virginia,09/2016,72.00105979999998
West Virginia,10/2016,59.786664338709684
West Virginia,11/2016,47.59349115
West Virginia,12/2016,37.4364305483871
Washington,01/2016,38.28250785281386
Washington,02/2016,44.324939372807016
Washington,03/2016,46.92735401836734
Washington,04/2016,52.443950753653446
Washington,05/2016,55.93435365944882
Washington,06/2016,59.93242611023622
Washington,07/2016,66.62227244106465
Washington,08/2016,68.7040819330784
Washington,09/2016,60.21405230392157
Washington,10/2016,52.33390037571158
Washington,11/2016,48.16283907677166
Washington,12/2016,32.57541818410853
Wisconsin,01/2016,20.244808412526996
Wisconsin,02/2016,25.9669332137931
Wisconsin,03/2016,38.42214750813008
Wisconsin,04/2016,43.3905376820208
Wisconsin,05/2016,56.69530037061995
Wisconsin,06/2016,67.0086556763889
Wisconsin,07/2016,71.88825931710709
Wisconsin,08/2016,71.87961094810659
Wisconsin,09/2016,65.10642997101449
Wisconsin,10/2016,54.29508834477124
Wisconsin,11/2016,44.826984043257
Wisconsin,12/2016,22.58915387634409
Wyoming,01/2016,22.302187091833275
Wyoming,02/2016,30.548893229181754
Wyoming,03/2016,35.500132363729165
Wyoming,04/2016,42.38218530145752
Wyoming,05/2016,49.00863714620877
Wyoming,06/2016,66.36604968025298
Wyoming,07/2016,69.49174957123745
Wyoming,08/2016,65.68632485714285
Wyoming,09/2016,56.89938093848304
Wyoming,10/2016,47.54219283039885
Wyoming,11/2016,37.695613870579386
Wyoming,12/2016,17.611329982004232
