State,Month,pm10
Missouri,02/2016,19.406113537117903
Missouri,03/2016,17.32156862745098
Missouri,04/2016,18.362962962962964
Missouri,05/2016,18.16140350877193
Missouri,06/2016,24.546666666666667
Missouri,07/2016,23.69811320754717
Missouri,08/2016,20.526666666666667
Missouri,09/2016,20.381107491856678
Missouri,10/2016,21.2807570977918
Missouri,11/2016,21.682692307692307
Missouri,12/2016,16.693103448275863
Montana,01/2016,13.067164179104477
Montana,02/2016,20.053908355795148
Montana,03/2016,14.544303797468354
Montana,04/2016,14.57703081232493
Montana,05/2016,15.215469613259668
Montana,06/2016,16.810089020771514
Montana,07/2016,16.341397849462364
Montana,08/2016,24.59090909090909
Montana,09/2016,14.336257309941521
Montana,10/2016,12.901408450704226
Montana,11/2016,17.607558139534884
Montana,12/2016,11.309139784946236
Nebraska,01/2016,13.531746031746032
Nebraska,02/2016,17.298076923076923
Nebraska,03/2016,21.926829268292682
Nebraska,04/2016,20.28181818181818
Nebraska,05/2016,21.102564102564102
Nebraska,06/2016,27.98230088495575
Nebraska,07/2016,23.38532110091743
Nebraska,08/2016,20.51851851851852
Nebraska,09/2016,22.150537634408604
Nebraska,10/2016,24.97222222222222
Nebraska,11/2016,31.956989247311828
Nebraska,12/2016,20.287037037037038
Nevada,01/2016,13.823099415204679
Nevada,02/2016,17.07244094488189
Nevada,03/2016,15.011695906432749
Nevada,04/2016,13.136724960254371
Nevada,05/2016,13.367407407407407
Nevada,06/2016,21.76947535771065
Nevada,07/2016,30.93202416918429
Nevada,08/2016,24.01178203240059
Nevada,09/2016,24.723723723723722
Nevada,10/2016,19.025110782865582
Nevada,11/2016,17.634108527131783
Nevada,12/2016,16.792537313432835
New Hampshire,01/2016,8.214285714285714
New Hampshire,02/2016,8.194444444444445
New Hampshire,03/2016,8.4
New Hampshire,04/2016,9.275
New Hampshire,05/2016,8.902439024390244
New Hampshire,06/2016,12.789473684210526
New Hampshire,07/2016,12.866666666666667
New Hampshire,08/2016,11.833333333333334
New Hampshire,09/2016,9.717948717948717
New Hampshire,10/2016,7.7560975609756095
New Hampshire,11/2016,8.81081081081081
New Hampshire,12/2016,8.775
New Jersey,01/2016,22.814814814814813
New Jersey,02/2016,16.85
New Jersey,03/2016,21.375
New Jersey,04/2016,18.64
New Jersey,05/2016,20.958333333333332
New Jersey,06/2016,22.291666666666668
New Jersey,07/2016,18.0
New Jersey,08/2016,23.46153846153846
New Jersey,09/2016,23.869565217391305
New Jersey,10/2016,18.24
New Jersey,11/2016,18.608695652173914
New Jersey,12/2016,17.75
New York,01/2016,0.0
New York,02/2016,0.0
New York,03/2016,0.0
New York,04/2016,0.0
New York,05/2016,0.0
New York,06/2016,0.0
New York,07/2016,0.0
New York,08/2016,0.0
New York,09/2016,0.0
New York,10/2016,0.0
New York,11/2016,0.0
New York,12/2016,0.0
New Mexico,01/2016,17.263157894736842
New Mexico,02/2016,25.185964912280703
New Mexico,03/2016,40.894904458598724
New Mexico,04/2016,27.74294670846395
New Mexico,05/2016,33.188235294117646
New Mexico,06/2016,31.44954128440367
New Mexico,07/2016,32.921630094043884
New Mexico,08/2016,16.807692307692307
New Mexico,09/2016,19.498480243161094
New Mexico,10/2016,25.906451612903226
New Mexico,11/2016,25.191358024691358
New Mexico,12/2016,31.07076923076923
Oklahoma,01/2016,12.107296137339056
Oklahoma,02/2016,20.04
Oklahoma,03/2016,16.705882352941178
Oklahoma,04/2016,16.145945945945947
Oklahoma,05/2016,14.790697674418604
Oklahoma,06/2016,21.877777777777776
Oklahoma,07/2016,24.995283018867923
Oklahoma,08/2016,19.36150234741784
Oklahoma,09/2016,18.251428571428573
Oklahoma,10/2016,19.45128205128205
Oklahoma,11/2016,17.275
Oklahoma,12/2016,13.208333333333334
Ohio,01/2016,18.118518518518517
Ohio,02/2016,15.08359133126935
Ohio,03/2016,14.863414634146341
Ohio,04/2016,20.51752021563342
Ohio,05/2016,19.546419098143236
Ohio,06/2016,18.40374331550802
Ohio,07/2016,18.769633507853403
Ohio,08/2016,16.533333333333335
Ohio,09/2016,17.372282608695652
Ohio,10/2016,13.93915343915344
Ohio,11/2016,19.99182561307902
Ohio,12/2016,13.289693593314762
Oregon,01/2016,8.767857142857142
Oregon,02/2016,10.428571428571429
Oregon,03/2016,7.8
Oregon,04/2016,10.533333333333333
Oregon,05/2016,10.466666666666667
Oregon,06/2016,8.914285714285715
Oregon,07/2016,9.878787878787879
Oregon,08/2016,17.0
Oregon,09/2016,14.428571428571429
Oregon,10/2016,7.636363636363637
Oregon,11/2016,13.15625
Oregon,12/2016,14.8125
Pennsylvania,01/2016,16.38568588469185
Pennsylvania,02/2016,12.083150984682714
Pennsylvania,03/2016,15.726907630522089
Pennsylvania,04/2016,14.914893617021276
Pennsylvania,05/2016,15.603271983640083
Pennsylvania,06/2016,17.519565217391303
Pennsylvania,07/2016,17.652263374485596
Pennsylvania,08/2016,16.71981776765376
Pennsylvania,09/2016,16.450939457202505
Pennsylvania,10/2016,13.778705636743215
Pennsylvania,11/2016,18.257019438444924
Pennsylvania,12/2016,11.188636363636364
Tennessee,01/2016,21.066666666666666
Tennessee,02/2016,18.85185185185185
Tennessee,03/2016,15.731707317073171
Tennessee,04/2016,17.347368421052632
Tennessee,05/2016,17.914634146341463
Tennessee,06/2016,20.020833333333332
Tennessee,07/2016,19.53012048192771
Tennessee,08/2016,17.8953488372093
Tennessee,09/2016,19.925925925925927
Tennessee,10/2016,21.96470588235294
Tennessee,11/2016,26.6
Tennessee,12/2016,13.737704918032787
Texas,01/2016,17.866242038216562
Texas,02/2016,22.34285714285714
Texas,03/2016,24.17241379310345
Texas,04/2016,20.03174603174603
Texas,05/2016,22.007874015748033
Texas,06/2016,19.390625
Texas,07/2016,33.023809523809526
Texas,08/2016,18.504
Texas,09/2016,21.983870967741936
Texas,10/2016,20.194244604316548
Texas,11/2016,17.526315789473685
Texas,12/2016,17.71794871794872
Utah,01/2016,18.483333333333334
Utah,02/2016,25.715447154471544
Utah,03/2016,12.072222222222223
Utah,04/2016,10.144578313253012
Utah,05/2016,12.048484848484849
Utah,06/2016,22.11111111111111
Utah,07/2016,24.753424657534246
Utah,08/2016,27.883116883116884
Utah,09/2016,19.12087912087912
Utah,10/2016,18.4688995215311
Utah,11/2016,15.875
Utah,12/2016,17.63302752293578
Vermont,01/2016,7.793103448275862
Vermont,02/2016,6.571428571428571
Vermont,03/2016,8.074074074074074
Vermont,04/2016,8.333333333333334
Vermont,05/2016,11.666666666666666
Vermont,06/2016,11.055555555555555
Vermont,07/2016,10.078947368421053
Vermont,08/2016,10.608695652173912
Vermont,09/2016,8.458333333333334
Vermont,10/2016,5.956521739130435
Vermont,11/2016,10.619047619047619
Vermont,12/2016,6.882352941176471
Virginia,01/2016,9.702380952380953
Virginia,02/2016,8.105263157894736
Virginia,03/2016,11.925925925925926
Virginia,04/2016,10.546666666666667
Virginia,05/2016,10.73972602739726
Virginia,06/2016,14.333333333333334
Virginia,07/2016,16.691176470588236
Virginia,08/2016,15.3
Virginia,09/2016,15.057142857142857
Virginia,10/2016,12.611940298507463
Virginia,11/2016,13.441176470588236
Virginia,12/2016,9.67142857142857
West Virginia,01/2016,13.0
West Virginia,02/2016,11.09375
West Virginia,03/2016,14.183098591549296
West Virginia,04/2016,15.796875
West Virginia,05/2016,16.6231884057971
West Virginia,06/2016,16.705882352941178
West Virginia,07/2016,17.608695652173914
West Virginia,08/2016,16.4
West Virginia,09/2016,15.393939393939394
West Virginia,10/2016,14.371428571428572
West Virginia,11/2016,17.46875
West Virginia,12/2016,9.071428571428571
Washington,01/2016,12.870967741935484
Washington,02/2016,23.06896551724138
Washington,03/2016,12.252100840336135
Washington,04/2016,19.203703703703702
Washington,05/2016,16.0
Washington,06/2016,16.38938053097345
Washington,07/2016,15.147540983606557
Washington,08/2016,25.620967741935484
Washington,09/2016,19.175
Washington,10/2016,11.637096774193548
Washington,11/2016,15.8
Washington,12/2016,13.392523364485982
Wisconsin,01/2016,13.525316455696203
Wisconsin,02/2016,11.17910447761194
Wisconsin,03/2016,9.577922077922079
Wisconsin,04/2016,11.6015625
Wisconsin,05/2016,13.764705882352942
Wisconsin,06/2016,10.879310344827585
Wisconsin,07/2016,9.82258064516129
Wisconsin,08/2016,10.686666666666667
Wisconsin,09/2016,9.808219178082192
Wisconsin,10/2016,10.700787401574804
Wisconsin,11/2016,13.568493150684931
Wisconsin,12/2016,9.635761589403973
Wyoming,01/2016,9.9
Wyoming,02/2016,10.2376298106292
Wyoming,03/2016,9.535353535353535
Wyoming,04/2016,8.449316628701595
Wyoming,05/2016,11.787573021773765
Wyoming,06/2016,20.426265998887033
Wyoming,07/2016,21.04143947655398
Wyoming,08/2016,20.084940072954662
Wyoming,09/2016,13.28473322768093
Wyoming,10/2016,13.743326488706366
Wyoming,11/2016,15.031909140075717
Wyoming,12/2016,11.869374313940725
