Dataset: MERRA2_400.tavgM_2d_aer_Nx.201510.nc4
SO2SMASS[0][0], 3.76679e-11, 4.02956e-11, 4.50685e-11, 4.72273e-11, 4.63626e-11, 4.78835e-11, 5.47622e-11, 5.52812e-11, 5.28535e-11, 5.00412e-11, 5.11315e-11, 5.85063e-11, 6.16372e-11, 6.63527e-11, 6.97908e-11, 7.37119e-11, 7.582e-11, 7.71747e-11, 7.96894e-11, 8.38013e-11, 9.16636e-11, 9.76304e-11, 1.09659e-10, 1.23387e-10, 1.25655e-10, 1.40766e-10, 1.61769e-10, 1.78434e-10, 1.98281e-10, 2.35647e-10, 2.80604e-10, 3.17791e-10, 3.82241e-10, 4.60296e-10, 3.84991e-10, 3.14612e-10, 2.75615e-10, 2.29741e-10, 1.8456e-10, 1.76935e-10, 3.31506e-10, 6.62664e-10, 6.745e-10, 3.13849e-10, 2.285e-10, 2.43396e-10, 2.78528e-10, 4.16205e-10, 4.97165e-10, 3.90213e-10, 4.80751e-10, 7.26845e-10, 1.02155e-09, 1.31563e-09, 1.38667e-09, 1.36924e-09, 5.52123e-10, 3.70904e-10, 3.2116e-10, 3.20871e-10, 3.17141e-10, 3.17903e-10, 3.12922e-10, 2.99037e-10, 2.80959e-10, 2.72035e-10, 2.74063e-10, 2.8141e-10, 2.85228e-10, 2.9096e-10, 3.0118e-10, 3.14543e-10, 3.34523e-10, 3.76294e-10, 4.13101e-10, 4.82967e-10, 6.15252e-10, 9.18578e-10, 1.41166e-09, 2.23859e-09, 3.19099e-09, 3.40448e-09, 3.50395e-09, 1.08584e-09, 7.54154e-10, 6.41773e-10, 5.84924e-10, 4.72883e-10, 3.78406e-10, 3.44913e-10, 3.40175e-10, 3.8637e-10, 4.84393e-10, 5.16545e-10, 4.27428e-10, 4.57422e-10, 5.54082e-10, 5.78368e-10, 4.6921e-10, 3.91454e-10, 3.74465e-10, 3.83128e-10, 3.69617e-10, 3.58496e-10, 3.13373e-10, 2.59332e-10, 2.1918e-10, 1.88126e-10
SO2SMASS[0][1], 3.68809e-11, 3.79528e-11, 3.8407e-11, 4.25712e-11, 4.41347e-11, 4.09224e-11, 4.81796e-11, 5.59423e-11, 6.16872e-11, 5.98296e-11, 5.35196e-11, 5.91944e-11, 6.59161e-11, 6.99638e-11, 7.80761e-11, 8.08888e-11, 8.51339e-11, 8.65081e-11, 8.99929e-11, 9.81204e-11, 1.04785e-10, 1.11444e-10, 1.24625e-10, 1.39745e-10, 1.49895e-10, 1.70068e-10, 1.95308e-10, 2.06114e-10, 2.41749e-10, 2.9152e-10, 3.49583e-10, 4.18911e-10, 4.93599e-10, 4.22053e-10, 2.91252e-10, 3.11436e-10, 2.56668e-10, 1.90206e-10, 1.87777e-10, 2.37184e-10, 7.63873e-10, 8.89689e-10, 5.03133e-10, 2.44441e-10, 3.07121e-10, 3.47151e-10, 3.09493e-10, 3.65178e-10, 3.55577e-10, 3.42078e-10, 4.0805e-10, 5.06427e-10, 5.95257e-10, 1.1382e-09, 1.42634e-09, 1.2065e-09, 5.30073e-10, 3.9986e-10, 3.53981e-10, 3.45503e-10, 3.34376e-10, 3.32322e-10, 3.24372e-10, 3.16768e-10, 3.05581e-10, 3.01993e-10, 2.99103e-10, 2.99252e-10, 3.0237e-10, 3.23107e-10, 3.44736e-10, 3.60225e-10, 3.64873e-10, 3.85143e-10, 4.09608e-10, 4.73795e-10, 5.7741e-10, 7.76597e-10, 9.76058e-10, 1.20064e-09, 1.38446e-09, 1.45256e-09, 1.36545e-09, 7.30388e-10, 6.17528e-10, 6.34784e-10, 5.92422e-10, 4.3701e-10, 3.48152e-10, 3.12457e-10, 3.14213e-10, 3.76238e-10, 5.10258e-10, 5.12681e-10, 4.74565e-10, 5.41224e-10, 5.19292e-10, 4.18315e-10, 3.38789e-10, 3.24517e-10, 3.40121e-10, 3.54818e-10, 3.62756e-10, 3.64104e-10, 2.94014e-10, 2.41281e-10, 2.05773e-10, 1.86453e-10
SO2SMASS[0][2], 3.49978e-11, 3.54133e-11, 3.55962e-11, 3.97263e-11, 4.50774e-11, 3.63523e-11, 4.0801e-11, 4.94158e-11, 6.14112e-11, 6.51281e-11, 5.75694e-11, 5.68958e-11, 6.63272e-11, 7.46727e-11, 8.43081e-11, 8.96732e-11, 9.51206e-11, 1.00526e-10, 1.07706e-10, 1.1481e-10, 1.22415e-10, 1.3066e-10, 1.46865e-10, 1.67493e-10, 1.79538e-10, 2.03613e-10, 2.33487e-10, 2.50532e-10, 2.94891e-10, 3.66689e-10, 4.33094e-10, 4.82404e-10, 4.40903e-10, 3.34894e-10, 3.39259e-10, 2.58594e-10, 2.02209e-10, 1.89979e-10, 2.37379e-10, 4.47366e-10, 1.51222e-09, 9.0817e-10, 2.56674e-10, 1.95029e-10, 2.87278e-10, 3.54439e-10, 3.51986e-10, 3.58242e-10, 3.32469e-10, 3.59579e-10, 4.44342e-10, 5.2161e-10, 7.41195e-10, 1.24801e-09, 1.24841e-09, 1.10996e-09, 5.9986e-10, 4.58933e-10, 4.0344e-10, 3.75421e-10, 3.64639e-10, 3.62659e-10, 3.54681e-10, 3.4703e-10, 3.39801e-10, 3.40727e-10, 3.37728e-10, 3.37429e-10, 3.40196e-10, 3.60722e-10, 3.68774e-10, 3.852e-10, 3.95931e-10, 4.21198e-10, 4.70489e-10, 5.56498e-10, 7.0991e-10, 8.89796e-10, 1.03785e-09, 1.09626e-09, 1.12322e-09, 1.1208e-09, 1.03968e-09, 7.44183e-10, 6.49054e-10, 6.67511e-10, 6.12037e-10, 5.10439e-10, 5.13919e-10, 3.28964e-10, 3.08927e-10, 3.98655e-10, 5.44619e-10, 5.45755e-10, 5.78414e-10, 5.23149e-10, 3.78311e-10, 3.1154e-10, 2.7521e-10, 2.83983e-10, 3.17889e-10, 3.3437e-10, 3.52e-10, 3.67637e-10, 2.75084e-10, 2.32269e-10, 2.01772e-10, 1.83057e-10
SO2SMASS[0][3], 3.16339e-11, 3.37226e-11, 3.34623e-11, 3.89701e-11, 4.20009e-11, 3.66603e-11, 3.86132e-11, 4.56013e-11, 5.54698e-11, 6.64193e-11, 6.38082e-11, 6.32064e-11, 6.56793e-11, 8.01432e-11, 9.15099e-11, 9.95189e-11, 1.01732e-10, 1.12901e-10, 1.23919e-10, 1.30347e-10, 1.42182e-10, 1.52225e-10, 1.70709e-10, 1.97203e-10, 2.16337e-10, 2.44287e-10, 2.72059e-10, 2.97212e-10, 3.48844e-10, 4.40501e-10, 5.26312e-10, 5.1497e-10, 3.6231e-10, 3.71186e-10, 2.96361e-10, 2.2653e-10, 1.90429e-10, 2.58457e-10, 3.8041e-10, 7.54388e-10, 1.59553e-09, 6.68594e-10, 2.20239e-10, 1.7679e-10, 2.76089e-10, 3.91541e-10, 5.33133e-10, 5.55267e-10, 4.39249e-10, 5.63545e-10, 7.64543e-10, 1.13255e-09, 1.87507e-09, 1.71974e-09, 1.31907e-09, 1.24285e-09, 8.58577e-10, 5.6371e-10, 4.77634e-10, 4.29945e-10, 4.10463e-10, 4.05304e-10, 3.9947e-10, 3.92481e-10, 3.86348e-10, 3.86289e-10, 3.87693e-10, 3.92153e-10, 3.95138e-10, 4.00781e-10, 4.07159e-10, 4.21613e-10, 4.42243e-10, 4.89529e-10, 5.77185e-10, 7.25455e-10, 9.46725e-10, 9.90563e-10, 8.97661e-10, 7.40075e-10, 7.44736e-10, 8.58111e-10, 9.99945e-10, 9.32408e-10, 8.37462e-10, 7.03964e-10, 6.2424e-10, 7.1504e-10, 1.18839e-09, 7.17351e-10, 4.0776e-10, 4.81387e-10, 5.83591e-10, 6.19189e-10, 5.44384e-10, 3.71071e-10, 2.76555e-10, 2.5043e-10, 2.4119e-10, 2.56954e-10, 2.98659e-10, 3.2699e-10, 3.46102e-10, 3.26703e-10, 2.37601e-10, 2.17139e-10, 2.04395e-10, 1.78858e-10
SO2SMASS[0][4], 3.14901e-11, 2.97986e-11, 3.17233e-11, 3.75502e-11, 3.7394e-11, 4.08503e-11, 3.89724e-11, 4.25028e-11, 5.07944e-11, 6.38977e-11, 7.21374e-11, 7.71475e-11, 7.68929e-11, 8.19537e-11, 9.5436e-11, 1.01956e-10, 1.07928e-10, 1.20661e-10, 1.34566e-10, 1.46978e-10, 1.56653e-10, 1.70882e-10, 1.92027e-10, 2.18084e-10, 2.43433e-10, 2.78533e-10, 3.19886e-10, 3.48067e-10, 3.99677e-10, 5.05269e-10, 5.7272e-10, 4.82439e-10, 3.20909e-10, 3.09143e-10, 2.38041e-10, 1.97472e-10, 2.09104e-10, 5.38079e-10, 8.60605e-10, 9.59391e-10, 1.06531e-09, 3.25293e-10, 1.72525e-10, 1.91853e-10, 3.04802e-10, 4.97734e-10, 9.22185e-10, 8.05397e-10, 8.00533e-10, 1.11583e-09, 1.88566e-09, 5.15747e-09, 8.86407e-09, 4.34792e-09, 1.70616e-09, 1.8623e-09, 1.46339e-09, 7.34234e-10, 5.86044e-10, 5.24477e-10, 4.88972e-10, 4.67958e-10, 4.587e-10, 4.54308e-10, 4.49211e-10, 4.48417e-10, 4.49909e-10, 4.56664e-10, 4.62228e-10, 4.53198e-10, 4.57061e-10, 5.00798e-10, 5.44503e-10, 6.14759e-10, 6.89039e-10, 7.75592e-10, 8.75911e-10, 8.22633e-10, 7.16285e-10, 6.80099e-10, 7.54248e-10, 9.60198e-10, 1.25859e-09, 1.542e-09, 1.56627e-09, 8.94628e-10, 6.4622e-10, 7.3033e-10, 1.00965e-09, 6.92806e-10, 5.61896e-10, 5.82186e-10, 6.68395e-10, 6.12083e-10, 4.24587e-10, 3.15968e-10, 2.48462e-10, 2.26694e-10, 2.2788e-10, 2.40513e-10, 2.71293e-10, 3.09928e-10, 3.3462e-10, 2.82647e-10, 2.15031e-10, 2.00673e-10, 1.98589e-10, 1.80996e-10
SO2SMASS[0][5], 3.31463e-11, 3.11265e-11, 3.2439e-11, 3.46623e-11, 3.3907e-11, 4.29096e-11, 4.30866e-11, 4.26334e-11, 4.90066e-11, 5.74321e-11, 7.31306e-11, 8.4848e-11, 8.80673e-11, 9.18257e-11, 1.0243e-10, 1.07877e-10, 1.15251e-10, 1.2852e-10, 1.45176e-10, 1.62794e-10, 1.8004e-10, 1.97598e-10, 2.18022e-10, 2.41544e-10, 2.73739e-10, 3.18353e-10, 3.57444e-10, 3.86787e-10, 4.59056e-10, 5.73399e-10, 5.58948e-10, 4.15286e-10, 2.81193e-10, 2.93373e-10, 2.37701e-10, 2.07275e-10, 2.42946e-10, 6.70018e-10, 9.57309e-10, 7.62923e-10, 7.1476e-10, 2.27053e-10, 1.66486e-10, 2.2642e-10, 3.5663e-10, 5.76346e-10, 1.0173e-09, 1.12668e-09, 1.33253e-09, 1.79558e-09, 2.99447e-09, 5.25937e-09, 5.18386e-09, 2.47709e-09, 2.31257e-09, 3.16459e-09, 1.92703e-09, 9.90626e-10, 7.32991e-10, 6.5146e-10, 5.87784e-10, 5.55668e-10, 5.45023e-10, 5.38852e-10, 5.3441e-10, 5.30319e-10, 5.24206e-10, 5.19288e-10, 5.133e-10, 5.1001e-10, 5.42292e-10, 6.22867e-10, 6.78649e-10, 7.07341e-10, 7.03819e-10, 7.26394e-10, 7.5254e-10, 7.06942e-10, 6.56848e-10, 6.59342e-10, 8.27572e-10, 1.32519e-09, 1.75891e-09, 2.8244e-09, 3.5766e-09, 1.48499e-09, 8.18071e-10, 6.21826e-10, 6.75492e-10, 6.27874e-10, 6.40546e-10, 6.86935e-10, 6.94744e-10, 5.41187e-10, 3.78171e-10, 3.10131e-10, 2.5979e-10, 2.38758e-10, 2.32706e-10, 2.35572e-10, 2.5882e-10, 3.10647e-10, 3.40699e-10, 2.67523e-10, 2.14267e-10, 1.91941e-10, 1.85262e-10, 1.78781e-10
SO2SMASS[0][6], 3.7367e-11, 3.79465e-11, 3.67968e-11, 3.67473e-11, 3.90752e-11, 4.58841e-11, 4.65968e-11, 4.30513e-11, 5.0609e-11, 5.33462e-11, 6.1365e-11, 7.45569e-11, 8.9178e-11, 1.01302e-10, 1.09421e-10, 1.20882e-10, 1.26252e-10, 1.37833e-10, 1.55201e-10, 1.76604e-10, 1.97405e-10, 2.20364e-10, 2.45774e-10, 2.77934e-10, 3.16551e-10, 3.64037e-10, 4.06545e-10, 4.44654e-10, 5.6749e-10, 5.77265e-10, 4.63436e-10, 3.53557e-10, 2.70259e-10, 2.42548e-10, 1.95363e-10, 2.13084e-10, 2.91292e-10, 6.74686e-10, 7.67015e-10, 4.41363e-10, 3.20939e-10, 1.8772e-10, 1.76909e-10, 2.5167e-10, 3.80439e-10, 5.70165e-10, 8.49305e-10, 1.22397e-09, 1.69843e-09, 2.3759e-09, 3.04645e-09, 2.81138e-09, 2.58949e-09, 2.09276e-09, 2.19515e-09, 2.18184e-09, 1.33093e-09, 1.0079e-09, 9.10176e-10, 7.94484e-10, 7.24329e-10, 6.89957e-10, 6.75272e-10, 6.58115e-10, 6.55232e-10, 6.51392e-10, 6.4144e-10, 6.1972e-10, 6.44285e-10, 6.72566e-10, 6.99184e-10, 6.63608e-10, 6.23427e-10, 6.25714e-10, 6.77803e-10, 7.35902e-10, 7.46162e-10, 7.42086e-10, 7.91126e-10, 9.04516e-10, 1.21974e-09, 2.11231e-09, 2.28012e-09, 2.72444e-09, 2.75546e-09, 1.49844e-09, 1.01491e-09, 6.4371e-10, 5.74369e-10, 5.65139e-10, 6.46691e-10, 6.46235e-10, 5.58144e-10, 4.72829e-10, 3.70248e-10, 3.26767e-10, 2.84982e-10, 2.59616e-10, 2.45814e-10, 2.47088e-10, 2.6754e-10, 3.11449e-10, 3.5087e-10, 2.51377e-10, 2.14764e-10, 1.89398e-10, 1.82116e-10, 1.74247e-10
SO2SMASS[0][7], 4.09961e-11, 4.303e-11, 4.39267e-11, 4.03098e-11, 4.28937e-11, 4.97577e-11, 4.7473e-11, 4.32337e-11, 4.62324e-11, 4.8892e-11, 5.80258e-11, 6.69263e-11, 9.45767e-11, 1.09818e-10, 1.22574e-10, 1.32756e-10, 1.43403e-10, 1.54811e-10, 1.70873e-10, 1.95004e-10, 2.20081e-10, 2.41082e-10, 2.73982e-10, 3.09918e-10, 3.46109e-10, 3.8503e-10, 4.28916e-10, 5.2703e-10, 6.42866e-10, 5.20539e-10, 4.2814e-10, 3.47662e-10, 2.43329e-10, 2.12016e-10, 2.12733e-10, 2.98461e-10, 5.0836e-10, 6.688e-10, 5.21162e-10, 2.93743e-10, 2.04901e-10, 1.93256e-10, 2.81315e-10, 4.10591e-10, 4.3393e-10, 5.39154e-10, 7.52568e-10, 1.02686e-09, 1.25545e-09, 1.78164e-09, 2.22218e-09, 2.19517e-09, 2.03969e-09, 1.82472e-09, 1.7389e-09, 1.65808e-09, 1.52898e-09, 1.2164e-09, 1.11917e-09, 9.89652e-10, 9.08225e-10, 8.72179e-10, 8.35723e-10, 7.97485e-10, 7.9074e-10, 8.0576e-10, 8.08669e-10, 8.03688e-10, 8.12637e-10, 6.98242e-10, 6.39464e-10, 6.24099e-10, 6.3152e-10, 6.71316e-10, 7.24603e-10, 7.87165e-10, 8.35102e-10, 9.35551e-10, 1.13791e-09, 1.51232e-09, 2.27931e-09, 2.94655e-09, 2.75554e-09, 3.65237e-09, 2.38409e-09, 1.39331e-09, 9.25114e-10, 6.74043e-10, 5.9137e-10, 6.3636e-10, 6.11673e-10, 5.07436e-10, 4.36271e-10, 4.03195e-10, 3.32746e-10, 3.10983e-10, 2.78509e-10, 2.56651e-10, 2.48129e-10, 2.5225e-10, 2.83978e-10, 3.12637e-10, 3.25209e-10, 2.47016e-10, 2.19241e-10, 1.97228e-10, 1.86584e-10, 1.75784e-10
SO2SMASS[0][8], 4.32835e-11, 4.60807e-11, 4.43635e-11, 4.25036e-11, 4.61695e-11, 4.90498e-11, 5.13928e-11, 4.86083e-11, 4.70152e-11, 4.77435e-11, 5.53631e-11, 6.56525e-11, 8.4212e-11, 1.13165e-10, 1.36299e-10, 1.44375e-10, 1.56412e-10, 1.78141e-10, 1.98688e-10, 2.2091e-10, 2.39362e-10, 2.56726e-10, 2.94486e-10, 3.24694e-10, 3.63163e-10, 4.04592e-10, 4.83705e-10, 6.43091e-10, 6.17399e-10, 5.10066e-10, 4.72557e-10, 3.39143e-10, 2.44997e-10, 2.44194e-10, 2.61214e-10, 4.58349e-10, 6.71517e-10, 5.28691e-10, 3.00311e-10, 2.00484e-10, 1.77764e-10, 2.20214e-10, 4.05496e-10, 6.02977e-10, 4.96218e-10, 5.26401e-10, 6.79021e-10, 8.84207e-10, 1.03676e-09, 1.45565e-09, 2.09023e-09, 2.38747e-09, 1.9686e-09, 1.63949e-09, 1.59774e-09, 1.85866e-09, 2.35764e-09, 1.47436e-09, 1.38527e-09, 1.26138e-09, 1.13558e-09, 1.08372e-09, 1.00456e-09, 9.37293e-10, 9.49235e-10, 9.7964e-10, 9.15325e-10, 8.03436e-10, 7.19404e-10, 6.62428e-10, 6.77838e-10, 7.05767e-10, 7.25643e-10, 7.55644e-10, 7.84543e-10, 8.55506e-10, 9.63243e-10, 1.20991e-09, 1.67018e-09, 2.60695e-09, 4.16494e-09, 4.20266e-09, 2.95725e-09, 2.44663e-09, 1.52799e-09, 1.08893e-09, 7.99388e-10, 7.02216e-10, 7.29348e-10, 6.17583e-10, 4.70767e-10, 4.0136e-10, 3.77716e-10, 3.53255e-10, 2.93382e-10, 2.76731e-10, 2.67225e-10, 2.51593e-10, 2.43951e-10, 2.49763e-10, 2.78037e-10, 2.95468e-10, 2.88046e-10, 2.38677e-10, 2.18392e-10, 2.06709e-10, 2.02936e-10, 1.89518e-10
SO2SMASS[0][9], 4.64333e-11, 4.57296e-11, 4.42174e-11, 4.80702e-11, 5.31177e-11, 5.15936e-11, 5.50274e-11, 5.77093e-11, 5.03554e-11, 5.18982e-11, 5.56154e-11, 6.67424e-11, 8.48217e-11, 1.13625e-10, 1.41892e-10, 1.60395e-10, 1.74815e-10, 1.99814e-10, 2.21159e-10, 2.42653e-10, 2.61056e-10, 2.75456e-10, 3.00505e-10, 3.38914e-10, 3.96153e-10, 4.51701e-10, 6.2183e-10, 7.39765e-10, 5.70115e-10, 5.01717e-10, 4.46034e-10, 3.14332e-10, 2.48999e-10, 2.46353e-10, 4.89112e-10, 8.48399e-10, 7.19649e-10, 4.77912e-10, 2.22277e-10, 1.6112e-10, 1.67228e-10, 2.35911e-10, 4.2188e-10, 5.48423e-10, 4.73504e-10, 5.04653e-10, 6.35648e-10, 8.31378e-10, 1.03928e-09, 1.58206e-09, 2.99649e-09, 3.43876e-09, 1.79124e-09, 1.64523e-09, 1.9754e-09, 2.74903e-09, 3.93164e-09, 2.02296e-09, 1.82952e-09, 1.75213e-09, 1.49281e-09, 1.36237e-09, 1.22207e-09, 1.12839e-09, 1.10042e-09, 1.07083e-09, 9.99594e-10, 8.85949e-10, 7.94277e-10, 7.56065e-10, 7.72271e-10, 8.22266e-10, 8.27855e-10, 8.24737e-10, 8.19606e-10, 8.59747e-10, 9.94921e-10, 1.34105e-09, 2.02526e-09, 3.27344e-09, 4.64557e-09, 4.38715e-09, 3.2184e-09, 2.02366e-09, 1.34542e-09, 9.56631e-10, 7.65942e-10, 7.60471e-10, 6.49997e-10, 4.85452e-10, 3.92653e-10, 3.47798e-10, 3.35582e-10, 3.20457e-10, 2.68478e-10, 2.51306e-10, 2.40303e-10, 2.37169e-10, 2.38802e-10, 2.44736e-10, 2.72916e-10, 2.90273e-10, 2.6163e-10, 2.2093e-10, 2.08838e-10, 1.9298e-10, 1.92958e-10, 1.84495e-10
