State,Month,o3,so2,no2,pm10,co,temp,humidity,pressure,Population,Deaths
Alabama,01/2015,0.02414350819672131,2.0327801904761897,13.579899704918034,13.302702702702707,0.32839442798353913,43.65497312903226,64.94959682258066,999.882594048387,4903185,482.0
Alabama,02/2015,0.03027226612903225,1.5250751964285716,11.798753839285714,16.036363636363635,0.407873463963964,40.20311437499999,59.98788267857143,997.6153698928572,4903185,447.0
Alabama,03/2015,0.02799482386363637,0.9954782457627116,11.774112096774195,16.419047619047618,0.357285625,57.20577962903228,72.77419354838713,997.9767472580644,4903185,448.0
Alabama,04/2015,0.02905448125937032,0.6714046083333334,11.193165076923076,16.080459770114945,0.3242848,66.14847223333335,70.58263893333333,993.6078472166665,4903185,397.0
Alabama,05/2015,0.030516617440225033,1.4554731370967742,11.041550085106383,20.95897435897436,0.3621894032258065,72.99422041935483,67.39448927419355,998.5803090967745,4903185,358.0
Alabama,06/2015,0.02591551304347826,1.099528683333333,10.12982840677966,27.87719298245614,0.3471880575221239,80.43831434999998,67.99779036666668,995.3770580833333,4903185,305.0
Alabama,07/2015,0.024075592957746483,0.9165599274193548,10.308579525423731,27.20212765957447,0.3918810806451613,82.27567204838711,70.72043011290322,994.8684139838707,4903185,303.0
Alabama,08/2015,0.02720247450424929,0.9205553225806452,9.553288903225804,19.529411764705888,0.3771192142857144,79.4952284516129,69.55645159677418,994.5744623870967,4903185,312.0
Alabama,09/2015,0.025251337719298245,0.944429225,11.20103376666667,17.768817204301072,0.4151506083333333,74.88342170000001,71.19441431666667,994.97936235,4903185,273.0
Alabama,10/2015,0.02290907334273625,0.8082106864406781,9.801180260869568,17.844559585492227,0.4246222016129033,65.85053762903225,67.12836020967741,995.2372311612904,4903185,312.0
Alabama,11/2015,0.023442300000000003,0.8508283999999999,9.949289567567568,12.689839572192511,0.4062939625,59.42298610000001,71.82916664999998,998.64458335,4903185,345.0
Alabama,12/2015,0.022048741935483868,0.764805370967742,11.608593661290321,13.252747252747257,0.4254566048387097,57.2883065,74.85954300000002,996.3854166290323,4903185,394.0
Alaska,01/2015,0.021841338983050844,13.675575129032257,29.793247290322586,17.06896551724138,0.8489976588235294,0.9379480537634408,78.59139777419354,750.50060756,731545,19.0
Alaska,02/2015,0.022364,14.0420355,28.717205785714288,22.5,0.790237625,7.185813476190478,78.77536230434781,751.4936416785713,731545,18.0
Alaska,03/2015,0.0285141935483871,6.620712194444443,18.449745000000004,20.642857142857142,0.4493428700000001,19.110035881720425,0.0,745.565275870968,731545,22.0
Alaska,04/2015,0.0362024358974359,5.3708676896551735,5.6256331034482745,17.30573248407643,0.2547540847457627,32.9222222,0.0,739.8922978666667,731545,14.0
Alaska,05/2015,0.03670025842696629,6.552300629032258,4.939623612903227,16.683544303797472,0.24308353225806445,50.4247311935484,0.0,748.6634526129031,731545,30.0
Alaska,06/2015,0.02836903333333333,1.9119089,3.768115034482758,20.815217391304348,0.35390996666666663,52.93518522222222,0.0,746.6569444666667,731545,28.0
Alaska,07/2015,0.020394763440860213,3.516665887096774,3.6186970333333335,15.678756476683938,0.3639800322580645,56.617987780487816,71.57143119512196,745.3692145806453,731545,16.0
Alaska,08/2015,0.01857115053763441,2.89068470967742,2.805620741935484,10.821052631578945,0.1704058870967742,48.733871,76.82392470967744,746.8420223214287,731545,28.0
Alaska,09/2015,0.01533714444444444,2.438629413793104,5.487252466666666,8.259668508287293,0.23823741666666665,38.088703745098044,69.34963611764707,742.2297222333333,731545,18.0
Alaska,10/2015,0.018291021505376343,4.073119580645161,10.586518193548383,17.114427860696516,0.43160771774193546,31.933127919354835,64.50467325806451,0.0,731545,16.0
Alaska,11/2015,0.022221910112359557,8.22953955,16.319010809523807,15.217391304347824,0.5059773166666667,14.272799366666666,65.29473516666665,0.0,731545,11.0
Alaska,12/2015,0.02045609677419355,11.221177741935485,23.239079903225807,20.1010101010101,0.6438183306451613,5.470631790322582,66.25806451612904,0.0,731545,25.0
Arkansas,01/2015,0.02526101433691756,1.2815931854838707,10.341548403225808,13.0,0.3585569838709677,41.86424722580645,20.59677422580645,0.0,3017804,338.0
Arkansas,02/2015,0.029212187755102037,1.4806771428571428,7.944016214285715,15.642857142857142,0.2939947142857143,38.06994039285714,20.592261892857145,0.0,3017804,302.0
Arkansas,03/2015,0.029902608695652182,1.3897104274193546,9.08998606451613,14.85,0.2575911451612903,52.37356327586206,32.02634096551724,0.0,3017804,275.0
Arkansas,04/2015,0.03347305925925926,1.235093116666667,6.47924825,14.647058823529413,0.22284121666666667,64.80138886666667,31.4069445,0.0,3017804,256.0
Arkansas,05/2015,0.032894913669064746,1.3177840806451608,6.782701360655737,15.222222222222221,0.22332277419354835,72.05241938709678,31.385752677419358,0.0,3017804,256.0
Arkansas,06/2015,0.02880765660377358,1.496915,5.802964966666668,32.125,0.19172076666666665,81.02777776666667,29.268055566666664,0.0,3017804,229.0
Arkansas,07/2015,0.02780060074626866,1.3128309919354837,5.56278985483871,23.222222222222218,0.3556743870967743,81.9287634516129,26.262096806451613,0.0,3017804,219.0
Arkansas,08/2015,0.033683691449814125,1.6493284919354845,7.257651193548387,21.055555555555557,0.3663255806451613,81.30913977419354,24.717741967741933,0.0,3017804,183.0
Arkansas,09/2015,0.03287056666666667,2.6722749416666667,8.261900783333333,23.5,0.3495350500000001,76.2958333,23.38055546666667,0.0,3017804,220.0
Arkansas,10/2015,0.028816379928315414,1.228492766129032,8.918386354838708,23.411764705882355,0.3322373548387096,65.62096777419355,26.53629025806452,0.0,3017804,245.0
