State,Month,co
Alabama,01/2015,0.32839442798353913
Alabama,02/2015,0.40787346396396396
Alabama,03/2015,0.357285625
Alabama,04/2015,0.3242848
Alabama,05/2015,0.3621894032258065
Alabama,06/2015,0.3471880575221239
Alabama,07/2015,0.3918810806451613
Alabama,08/2015,0.3771192142857144
Alabama,09/2015,0.41515060833333334
Alabama,10/2015,0.42462220161290326
Alabama,11/2015,0.4062939625
Alabama,12/2015,0.4254566048387097
Alaska,01/2015,0.8489976588235294
Alaska,02/2015,0.790237625
Alaska,03/2015,0.44934287000000006
Alaska,04/2015,0.25475408474576267
Alaska,05/2015,0.24308353225806445
Alaska,06/2015,0.35390996666666663
Alaska,07/2015,0.36398003225806447
Alaska,08/2015,0.1704058870967742
Alaska,09/2015,0.23823741666666662
Alaska,10/2015,0.43160771774193546
Alaska,11/2015,0.5059773166666667
Alaska,12/2015,0.6438183306451613
Arkansas,01/2015,0.3585569838709677
Arkansas,02/2015,0.2939947142857143
Arkansas,03/2015,0.2575911451612903
Arkansas,04/2015,0.22284121666666667
Arkansas,05/2015,0.22332277419354835
Arkansas,06/2015,0.19172076666666665
Arkansas,07/2015,0.3556743870967743
Arkansas,08/2015,0.3663255806451613
Arkansas,09/2015,0.34953505000000007
Arkansas,10/2015,0.3322373548387096
Arkansas,11/2015,0.3536498166666666
Arkansas,12/2015,0.37111972580645164
Arizona,01/2015,0.5172683477891157
Arizona,02/2015,0.46259819736842106
Arizona,03/2015,0.3727567412167952
Arizona,04/2015,0.30238306967213113
Arizona,05/2015,0.24930254032258065
Arizona,06/2015,0.24747643541666667
Arizona,07/2015,0.1814299637096774
Arizona,08/2015,0.23580475510204083
Arizona,09/2015,0.2830534607072691
Arizona,10/2015,0.33028030958230953
Arizona,11/2015,0.4455333189806678
Arizona,12/2015,0.6053181905537458
California,01/2015,0.5134526839105655
California,02/2015,0.4038939201262442
California,03/2015,0.3398431553097345
California,04/2015,0.2805162599724897
California,05/2015,0.2405457906976744
California,06/2015,0.2439346848335939
California,07/2015,0.21486121725166324
California,08/2015,0.26538410868047474
California,09/2015,0.2807456396661758
California,10/2015,0.3358907211174242
California,11/2015,0.4172493727425957
California,12/2015,0.45467442679271386
Kansas,01/2015,0.31479558064516133
Kansas,02/2015,0.2919795178571429
Kansas,03/2015,0.2738583387096774
Kansas,04/2015,0.23731101666666665
Kansas,05/2015,0.2240348113207547
Kansas,06/2015,0.2539460333333333
Kansas,07/2015,0.29268191525423726
Kansas,08/2015,0.30128448387096773
Kansas,09/2015,0.2701628260869566
Kansas,10/2015,0.3113226935483871
Kansas,11/2015,0.30800834999999993
Kansas,12/2015,0.32756575806451604
North Carolina,01/2015,0.37332302688172037
North Carolina,02/2015,0.3162446785714286
North Carolina,03/2015,0.3030441396648045
North Carolina,04/2015,0.27146318124999996
North Carolina,05/2015,0.23985977419354837
North Carolina,06/2015,0.22125992441860462
North Carolina,07/2015,0.17879812637362635
North Carolina,08/2015,0.2018103440860215
North Carolina,09/2015,0.20148019444444445
North Carolina,10/2015,0.2809119086021506
North Carolina,11/2015,0.33609913888888887
North Carolina,12/2015,0.3443525333333334
South Carolina,01/2015,0.15494972580645158
South Carolina,02/2015,0.10191645
South Carolina,03/2015,0.15431359615384613
South Carolina,04/2015,0.12652635294117648
South Carolina,05/2015,0.12030891999999999
South Carolina,06/2015,0.1235225
South Carolina,07/2015,0.13736203125000002
South Carolina,08/2015,0.09441833333333334
South Carolina,09/2015,0.13298617857142858
South Carolina,10/2015,0.18146553333333335
South Carolina,11/2015,0.2082949
South Carolina,12/2015,0.24875293548387095
Colorado,01/2015,0.5050668584229391
Colorado,02/2015,0.3904401984126984
Colorado,03/2015,0.3692228003597122
Colorado,04/2015,0.33135367039106145
Colorado,05/2015,0.3024487729007634
Colorado,06/2015,0.31487320883534137
Colorado,07/2015,0.3246650846774194
Colorado,08/2015,0.34247179082568807
Colorado,09/2015,0.3705463833333334
Colorado,10/2015,0.4062556112115733
Colorado,11/2015,0.43403078947368423
Colorado,12/2015,0.5297265020161289
Connecticut,01/2015,0.28812393225806454
Connecticut,02/2015,0.3307933962962962
Connecticut,03/2015,0.32396329032258064
Connecticut,04/2015,0.25856131
Connecticut,05/2015,0.2483845451612903
Connecticut,06/2015,0.2285060266666667
Connecticut,07/2015,0.28053722580645163
Connecticut,08/2015,0.24833439032258064
Connecticut,09/2015,0.2619151533333333
Connecticut,10/2015,0.251831264516129
Connecticut,11/2015,0.3381509366666666
Connecticut,12/2015,0.34906649354838715
North Dakota,01/2015,0.16586238709677417
North Dakota,02/2015,0.19437723214285713
North Dakota,03/2015,0.1903680483870967
North Dakota,04/2015,0.18549239999999997
North Dakota,05/2015,0.17293819354838708
North Dakota,06/2015,0.16060518333333332
North Dakota,07/2015,0.18001958064516127
North Dakota,08/2015,0.14159991935483868
North Dakota,09/2015,0.1499719
North Dakota,10/2015,0.13877587096774194
North Dakota,11/2015,0.15910580000000002
North Dakota,12/2015,0.1697282419354839
South Dakota,01/2015,0.24279217741935483
South Dakota,02/2015,0.24985410714285713
South Dakota,03/2015,0.24143712903225803
South Dakota,04/2015,0.22968414814814814
South Dakota,05/2015,0.18540259677419352
South Dakota,06/2015,0.16972548333333334
South Dakota,07/2015,0.17347427419354836
South Dakota,08/2015,0.17220349999999998
South Dakota,09/2015,0.15660213333333334
South Dakota,10/2015,0.15099704918032786
South Dakota,11/2015,0.21599459999999998
South Dakota,12/2015,0.1948885322580645
