State,Month,pm10
Florida,08/2018,16.00750469043152
Florida,09/2018,15.585798816568047
Florida,10/2018,17.72447013487476
Florida,11/2018,13.369649805447471
Florida,12/2018,13.982318271119842
Georgia,01/2018,13.944444444444445
Georgia,02/2018,12.941176470588236
Georgia,03/2018,15.106666666666667
Georgia,04/2018,14.40983606557377
Georgia,05/2018,17.441176470588236
Georgia,06/2018,19.484848484848484
Georgia,07/2018,16.08450704225352
Georgia,08/2018,16.542857142857144
Georgia,09/2018,13.64179104477612
Georgia,10/2018,14.826086956521738
Georgia,11/2018,11.74074074074074
Georgia,12/2018,10.64179104477612
Hawaii,01/2018,12.494623655913978
Hawaii,02/2018,12.952380952380953
Hawaii,03/2018,12.179775280898877
Hawaii,04/2018,12.487179487179487
Hawaii,05/2018,11.913978494623656
Hawaii,06/2018,11.0
Hawaii,07/2018,12.817204301075268
Hawaii,08/2018,11.37037037037037
Hawaii,09/2018,12.556818181818182
Hawaii,10/2018,11.310344827586206
Hawaii,11/2018,13.766666666666667
Hawaii,12/2018,14.010752688172044
Idaho,01/2018,13.956284153005464
Idaho,02/2018,12.107784431137725
Idaho,03/2018,11.87292817679558
Idaho,04/2018,14.53631284916201
Idaho,05/2018,14.85945945945946
Idaho,06/2018,18.235294117647058
Idaho,07/2018,26.64
Idaho,08/2018,49.08571428571429
Idaho,09/2018,30.566265060240966
Idaho,10/2018,17.037837837837838
Idaho,11/2018,17.084269662921347
Idaho,12/2018,10.973118279569892
Rhode Island,01/2018,19.0
Rhode Island,02/2018,13.866666666666667
Rhode Island,03/2018,13.142857142857142
Rhode Island,04/2018,9.357142857142858
Rhode Island,05/2018,17.615384615384617
Rhode Island,06/2018,11.733333333333333
Rhode Island,07/2018,15.055555555555555
Rhode Island,08/2018,16.8
Rhode Island,09/2018,10.571428571428571
Rhode Island,10/2018,10.5
Rhode Island,11/2018,4.818181818181818
Rhode Island,12/2018,7.933333333333334
Illinois,01/2018,21.919354838709676
Illinois,02/2018,18.942857142857143
Illinois,03/2018,15.898550724637682
Illinois,04/2018,18.746031746031747
Illinois,05/2018,27.698630136986303
Illinois,06/2018,18.1
Illinois,07/2018,20.606060606060606
Illinois,08/2018,25.416666666666668
Illinois,09/2018,24.315068493150687
Illinois,10/2018,27.72222222222222
Illinois,11/2018,23.29032258064516
Illinois,12/2018,25.144927536231883
Indiana,01/2018,15.40268456375839
Indiana,02/2018,14.887323943661972
Indiana,03/2018,16.88888888888889
Indiana,04/2018,18.84
Indiana,05/2018,28.304054054054053
Indiana,06/2018,25.395833333333332
Indiana,07/2018,23.754601226993866
Indiana,08/2018,23.07236842105263
Indiana,09/2018,20.476190476190474
Indiana,10/2018,17.664335664335663
Indiana,11/2018,14.281879194630873
Indiana,12/2018,13.514492753623188
Iowa,01/2018,22.686046511627907
Iowa,02/2018,21.422619047619047
Iowa,03/2018,19.23076923076923
Iowa,04/2018,28.658385093167702
Iowa,05/2018,38.19662921348315
Iowa,06/2018,32.98888888888889
Iowa,07/2018,33.7514450867052
Iowa,08/2018,34.8232044198895
Iowa,09/2018,29.68235294117647
Iowa,10/2018,24.3855421686747
Iowa,11/2018,21.838323353293415
Iowa,12/2018,20.972826086956523
Kentucky,01/2018,14.03061224489796
Kentucky,02/2018,13.164835164835164
Kentucky,03/2018,13.989795918367347
Kentucky,04/2018,13.540229885057471
Kentucky,05/2018,22.8125
Kentucky,06/2018,20.34285714285714
Kentucky,07/2018,20.558823529411764
Kentucky,08/2018,18.690721649484537
Kentucky,09/2018,13.518518518518519
Kentucky,10/2018,16.556818181818183
Kentucky,11/2018,16.18032786885246
Kentucky,12/2018,14.78688524590164
Louisiana,01/2018,17.450704225352112
Louisiana,02/2018,16.092307692307692
Louisiana,03/2018,21.322147651006713
Louisiana,04/2018,18.60810810810811
Louisiana,05/2018,21.63225806451613
Louisiana,06/2018,24.33103448275862
Louisiana,07/2018,32.76470588235294
Louisiana,08/2018,23.303225806451614
Louisiana,09/2018,16.445205479452056
Louisiana,10/2018,16.324324324324323
Louisiana,11/2018,13.273333333333333
Louisiana,12/2018,12.929032258064517
Maine,01/2018,14.871428571428572
Maine,02/2018,12.838235294117647
Maine,03/2018,12.878378378378379
Maine,04/2018,11.217391304347826
Maine,05/2018,11.513513513513514
Maine,06/2018,12.253731343283581
Maine,07/2018,10.794871794871796
Maine,08/2018,15.757575757575758
Maine,09/2018,7.7894736842105265
Maine,10/2018,6.428571428571429
Maine,11/2018,5.2
Maine,12/2018,9.928571428571429
Maryland,01/2018,14.625
Maryland,02/2018,11.92
Maryland,03/2018,8.4
Maryland,04/2018,8.652173913043478
Maryland,05/2018,14.88
Maryland,06/2018,12.32
Maryland,07/2018,12.689655172413794
Maryland,08/2018,13.666666666666666
Maryland,09/2018,11.8
Maryland,10/2018,9.68
Maryland,11/2018,5.6
Maryland,12/2018,7.5
Massachusetts,01/2018,12.466666666666667
Massachusetts,02/2018,11.257142857142858
Massachusetts,03/2018,5.5588235294117645
Massachusetts,04/2018,7.533333333333333
Massachusetts,05/2018,13.466666666666667
Massachusetts,06/2018,9.703703703703704
Massachusetts,07/2018,0.0
Massachusetts,08/2018,0.0
Massachusetts,09/2018,0.0
Massachusetts,10/2018,0.0
Massachusetts,11/2018,5.5
Massachusetts,12/2018,7.6
Michigan,01/2018,22.088082901554404
Michigan,02/2018,19.406779661016948
Michigan,03/2018,19.760416666666668
Michigan,04/2018,18.83695652173913
Michigan,05/2018,28.07608695652174
Michigan,06/2018,24.70949720670391
Michigan,07/2018,24.636363636363637
Michigan,08/2018,24.015706806282722
Michigan,09/2018,20.481283422459892
Michigan,10/2018,17.67539267015707
Michigan,11/2018,15.209677419354838
Michigan,12/2018,18.286458333333332
Minnesota,01/2018,19.113636363636363
Minnesota,02/2018,21.59493670886076
Minnesota,03/2018,21.555984555984555
Minnesota,04/2018,28.134387351778656
Minnesota,05/2018,31.03846153846154
Minnesota,06/2018,27.305882352941175
Minnesota,07/2018,26.204225352112676
Minnesota,08/2018,29.99656357388316
Minnesota,09/2018,20.90909090909091
Minnesota,10/2018,18.74829931972789
Minnesota,11/2018,16.43065693430657
Minnesota,12/2018,16.28676470588235
Mississippi,01/2018,17.535714285714285
Mississippi,02/2018,14.785714285714286
Mississippi,03/2018,17.774193548387096
Mississippi,04/2018,15.689655172413794
Mississippi,05/2018,21.193548387096776
Mississippi,06/2018,26.433333333333334
Mississippi,07/2018,30.78125
Mississippi,08/2018,25.82758620689655
Mississippi,09/2018,16.571428571428573
Mississippi,10/2018,17.225806451612904
Mississippi,11/2018,15.833333333333334
Mississippi,12/2018,18.321428571428573
Missouri,01/2018,17.620689655172413
Missouri,02/2018,16.13953488372093
Missouri,03/2018,18.25392670157068
Missouri,04/2018,21.47605633802817
Missouri,05/2018,23.29442970822281
Missouri,06/2018,24.237388724035608
Missouri,07/2018,24.473333333333333
Missouri,08/2018,26.3
Missouri,09/2018,19.17910447761194
Missouri,10/2018,18.41576086956522
Missouri,11/2018,16.77777777777778
Missouri,12/2018,15.69109947643979
Montana,01/2018,10.289972899728998
Montana,02/2018,10.57313432835821
Montana,03/2018,15.722371967654986
Montana,04/2018,14.092753623188406
Montana,05/2018,14.642857142857142
Montana,06/2018,13.114206128133704
Montana,07/2018,21.593837535014007
Montana,08/2018,44.05833333333333
Montana,09/2018,18.162721893491124
Montana,10/2018,14.129213483146067
Montana,11/2018,15.713091922005571
Montana,12/2018,11.264864864864865
Nebraska,01/2018,18.02173913043478
Nebraska,02/2018,16.571428571428573
Nebraska,03/2018,16.782608695652176
Nebraska,04/2018,22.98611111111111
Nebraska,05/2018,23.789473684210527
Nebraska,06/2018,17.85333333333333
Nebraska,07/2018,23.2
Nebraska,08/2018,24.18918918918919
Nebraska,09/2018,14.676470588235293
Nebraska,10/2018,21.506849315068493
Nebraska,11/2018,15.972222222222221
Nebraska,12/2018,11.514705882352942
Nevada,01/2018,16.05593220338983
Nevada,02/2018,21.24721189591078
Nevada,03/2018,10.504934210526315
Nevada,04/2018,21.335016835016834
Nevada,05/2018,16.818330605564647
Nevada,06/2018,24.553872053872055
Nevada,07/2018,29.1084142394822
Nevada,08/2018,32.57487091222031
Nevada,09/2018,25.16382252559727
Nevada,10/2018,17.599656357388316
Nevada,11/2018,22.36315789473684
Nevada,12/2018,14.189419795221843
New Hampshire,01/2018,8.0
New Hampshire,02/2018,8.214285714285714
New Hampshire,03/2018,6.592592592592593
New Hampshire,04/2018,6.8
New Hampshire,05/2018,12.333333333333334
New Hampshire,06/2018,12.478260869565217
New Hampshire,07/2018,16.870967741935484
New Hampshire,08/2018,13.096774193548388
New Hampshire,09/2018,9.08
New Hampshire,10/2018,6.92
New Hampshire,11/2018,5.107142857142857
New Hampshire,12/2018,6.7
New Jersey,01/2018,19.416666666666668
New Jersey,02/2018,15.6
New Jersey,03/2018,13.041666666666666
New Jersey,04/2018,14.565217391304348
New Jersey,05/2018,17.952380952380953
New Jersey,06/2018,15.375
New Jersey,07/2018,17.321428571428573
New Jersey,08/2018,18.76
New Jersey,09/2018,13.8
New Jersey,10/2018,12.0
New Jersey,11/2018,7.555555555555555
New Jersey,12/2018,10.045454545454545
New York,01/2018,16.0
New York,02/2018,14.275862068965518
New York,03/2018,10.96551724137931
New York,04/2018,11.933333333333334
New York,05/2018,18.733333333333334
New York,06/2018,14.566666666666666
New York,07/2018,17.176470588235293
New York,08/2018,17.77777777777778
New York,09/2018,13.4
New York,10/2018,10.44
New York,11/2018,5.62962962962963
New York,12/2018,8.827586206896552
New Mexico,01/2018,30.911585365853657
New Mexico,02/2018,27.810996563573884
New Mexico,03/2018,24.842443729903536
New Mexico,04/2018,45.79934210526316
New Mexico,05/2018,32.067524115755624
New Mexico,06/2018,36.25666666666667
New Mexico,07/2018,24.996815286624205
New Mexico,08/2018,22.099041533546327
New Mexico,09/2018,18.37049180327869
New Mexico,10/2018,11.566101694915254
New Mexico,11/2018,25.051194539249146
New Mexico,12/2018,17.411575562700964
Oklahoma,01/2018,16.741116751269036
Oklahoma,02/2018,14.201183431952662
Oklahoma,03/2018,23.859154929577464
Oklahoma,04/2018,21.394871794871793
Oklahoma,05/2018,21.15686274509804
Oklahoma,06/2018,24.678571428571427
Oklahoma,07/2018,27.901960784313726
Oklahoma,08/2018,22.846153846153847
Oklahoma,09/2018,15.847290640394089
Oklahoma,10/2018,13.231884057971014
Oklahoma,11/2018,17.58695652173913
Oklahoma,12/2018,14.761904761904763
Ohio,01/2018,14.675977653631286
Ohio,02/2018,14.305949008498583
Ohio,03/2018,11.082644628099173
Ohio,04/2018,13.901960784313726
Ohio,05/2018,24.79281767955801
Ohio,06/2018,19.169934640522875
Ohio,07/2018,19.950276243093924
Ohio,08/2018,19.522658610271904
Ohio,09/2018,14.958944281524927
Ohio,10/2018,13.657894736842104
Ohio,11/2018,11.609289617486338
Ohio,12/2018,13.016
Oregon,01/2018,9.474747474747474
Oregon,02/2018,13.365591397849462
Oregon,03/2018,9.466666666666667
Oregon,04/2018,11.727272727272727
Oregon,05/2018,13.898148148148149
Oregon,06/2018,12.262135922330097
Oregon,07/2018,18.72072072072072
Oregon,08/2018,26.054054054054053
Oregon,09/2018,18.653846153846153
Oregon,10/2018,17.803571428571427
Oregon,11/2018,18.561904761904763
Oregon,12/2018,14.169642857142858
Pennsylvania,01/2018,14.66326530612245
Pennsylvania,02/2018,12.58495145631068
Pennsylvania,03/2018,10.460807600950119
Pennsylvania,04/2018,12.665841584158416
Pennsylvania,05/2018,18.490291262135923
Pennsylvania,06/2018,17.06824146981627
Pennsylvania,07/2018,17.130750605326877
Pennsylvania,08/2018,20.03359173126615
Pennsylvania,09/2018,14.164948453608247
Pennsylvania,10/2018,13.976133651551313
Pennsylvania,11/2018,10.382211538461538
Pennsylvania,12/2018,13.995226730310263
Tennessee,01/2018,15.63963963963964
Tennessee,02/2018,12.008333333333333
Tennessee,03/2018,14.068181818181818
Tennessee,04/2018,14.699115044247788
Tennessee,05/2018,20.446153846153845
Tennessee,06/2018,20.80314960629921
Tennessee,07/2018,20.585185185185185
Tennessee,08/2018,20.643939393939394
Tennessee,09/2018,15.056451612903226
Tennessee,10/2018,15.727272727272727
Tennessee,11/2018,13.8
Tennessee,12/2018,12.259541984732824
Texas,01/2018,18.41176470588235
Texas,02/2018,18.75609756097561
Texas,03/2018,26.60330578512397
Texas,04/2018,25.352459016393443
Texas,05/2018,27.782945736434108
Texas,06/2018,23.520325203252032
Texas,07/2018,35.78481012658228
Texas,08/2018,26.62676056338028
Texas,09/2018,14.986577181208053
Texas,10/2018,15.087248322147651
Texas,11/2018,21.672131147540984
Texas,12/2018,19.278260869565216
Utah,01/2018,20.24203821656051
Utah,02/2018,17.890625
Utah,03/2018,11.051612903225806
Utah,04/2018,15.786516853932584
Utah,05/2018,13.842391304347826
Utah,06/2018,21.11111111111111
Utah,07/2018,27.670103092783506
Utah,08/2018,37.728205128205126
Utah,09/2018,31.48447204968944
Utah,10/2018,10.48936170212766
Utah,11/2018,15.295081967213115
Utah,12/2018,17.386740331491712
Vermont,01/2018,6.375
Vermont,02/2018,5.4
Vermont,03/2018,4.571428571428571
Vermont,04/2018,5.0
Vermont,05/2018,14.48
Vermont,06/2018,8.68
Vermont,07/2018,11.172413793103448
Vermont,08/2018,11.666666666666666
Vermont,09/2018,6.95
Vermont,10/2018,5.0
Vermont,11/2018,2.8
Vermont,12/2018,5.083333333333333
Virginia,01/2018,10.142857142857142
Virginia,02/2018,9.525423728813559
Virginia,03/2018,7.471698113207547
Virginia,04/2018,9.403508771929825
Virginia,05/2018,13.435483870967742
Virginia,06/2018,13.101449275362318
Virginia,07/2018,12.958333333333334
Virginia,08/2018,14.08695652173913
Virginia,09/2018,10.73134328358209
Virginia,10/2018,9.44927536231884
Virginia,11/2018,6.373134328358209
Virginia,12/2018,6.375
West Virginia,01/2018,11.14516129032258
West Virginia,02/2018,11.053571428571429
West Virginia,03/2018,9.5
West Virginia,04/2018,13.155172413793103
West Virginia,05/2018,19.225806451612904
West Virginia,06/2018,15.35
West Virginia,07/2018,17.177419354838708
West Virginia,08/2018,17.693548387096776
West Virginia,09/2018,12.084745762711865
West Virginia,10/2018,12.233333333333333
West Virginia,11/2018,8.766666666666667
West Virginia,12/2018,12.0
Washington,01/2018,10.343558282208589
Washington,02/2018,14.273333333333333
Washington,03/2018,15.993939393939394
Washington,04/2018,14.15
Washington,05/2018,15.593939393939394
Washington,06/2018,14.467105263157896
Washington,07/2018,22.61038961038961
Washington,08/2018,53.44444444444444
Washington,09/2018,23.23841059602649
Washington,10/2018,21.36024844720497
Washington,11/2018,16.754716981132077
Washington,12/2018,11.759036144578314
Wisconsin,01/2018,13.129032258064516
Wisconsin,02/2018,11.06993006993007
Wisconsin,03/2018,7.461538461538462
Wisconsin,04/2018,10.544
Wisconsin,05/2018,14.436241610738255
Wisconsin,06/2018,12.834437086092715
Wisconsin,07/2018,13.725806451612904
Wisconsin,08/2018,19.81858407079646
Wisconsin,09/2018,11.72072072072072
Wisconsin,10/2018,12.103139013452914
Wisconsin,11/2018,12.14410480349345
Wisconsin,12/2018,16.786610878661087
Wyoming,01/2018,9.973526473526473
Wyoming,02/2018,12.866886688668867
Wyoming,03/2018,9.73919523099851
Wyoming,04/2018,13.36482254697286
Wyoming,05/2018,11.658450704225352
Wyoming,06/2018,17.92973256423702
Wyoming,07/2018,19.921654501216544
Wyoming,08/2018,31.009232264334305
Wyoming,09/2018,24.746646795827125
Wyoming,10/2018,9.945551774428779
Wyoming,11/2018,8.767686904164576
Wyoming,12/2018,9.659220532319392
