State,Month,pressure
Indiana,08/2018,991.7975046093188
Indiana,09/2018,994.1476907094341
Indiana,10/2018,994.9133284186992
Indiana,11/2018,995.267794775
Indiana,12/2018,995.0623833765181
Iowa,01/2018,991.6964081451612
Iowa,02/2018,990.759196432143
Iowa,03/2018,988.8971551964811
Iowa,04/2018,987.8227207030304
Iowa,05/2018,984.361911117302
Iowa,06/2018,983.2852581454547
Iowa,07/2018,988.847188530792
Iowa,08/2018,985.979554692082
Iowa,09/2018,989.1227150460122
Iowa,10/2018,988.1605150757576
Iowa,11/2018,987.96000507
Iowa,12/2018,987.1477150387096
Kentucky,01/2018,997.5694220322581
Kentucky,02/2018,998.2691503417722
Kentucky,03/2018,993.5675627741937
Kentucky,04/2018,993.2759380888888
Kentucky,05/2018,992.267029139785
Kentucky,06/2018,991.2320574333332
Kentucky,07/2018,993.9673240645162
Kentucky,08/2018,994.2317204301075
Kentucky,09/2018,994.0673788974358
Kentucky,10/2018,994.1861918604651
Kentucky,11/2018,994.5579106111112
Kentucky,12/2018,994.4261200322583
Louisiana,01/2018,1017.3355734516131
Louisiana,02/2018,1012.9762896904762
Louisiana,03/2018,1009.780478752688
Louisiana,04/2018,1008.8082407777778
Louisiana,05/2018,1006.9829749139785
Louisiana,06/2018,1007.124251188889
Louisiana,07/2018,1007.9302867204301
Louisiana,08/2018,1008.945421870968
Louisiana,09/2018,1006.9120370111111
Louisiana,10/2018,1008.5837731827958
Louisiana,11/2018,1010.5874807222223
Louisiana,12/2018,1010.0925090215052
Maine,01/2018,1015.1706988709675
Maine,02/2018,1018.1324404999999
Maine,03/2018,1008.0586723225808
Maine,04/2018,1011.4777777666667
Maine,05/2018,1014.1075268387095
Maine,06/2018,1010.9055555666666
Maine,07/2018,1016.8239247741936
Maine,08/2018,1014.2379031935484
Maine,09/2018,1019.9494950333335
Maine,10/2018,1012.5120968387096
Maine,11/2018,1012.3419686000001
Maine,12/2018,1014.0389784193547
Maryland,01/2018,1007.9889993914728
Maryland,02/2018,1008.8368944543524
Maryland,03/2018,999.8128277888446
Maryland,04/2018,1000.3003191645834
Maryland,05/2018,1001.6473035823293
Maryland,06/2018,999.5997569882353
Maryland,07/2018,1003.4494850607211
Maryland,08/2018,1002.3934321791908
Maryland,09/2018,1005.5618022602458
Maryland,10/2018,1003.2061025304184
Maryland,11/2018,1002.9962429917863
Maryland,12/2018,1004.4463218956356
Massachusetts,01/2018,1006.6501608891891
Massachusetts,02/2018,1009.1706643910446
Massachusetts,03/2018,998.685434048387
Massachusetts,04/2018,1002.2009799222222
Massachusetts,05/2018,1004.4016626209677
Massachusetts,06/2018,1000.8055037841531
Massachusetts,07/2018,1004.4759806533666
Massachusetts,08/2018,1002.2496299851117
Massachusetts,09/2018,1007.8289620076924
Massachusetts,10/2018,1001.543282337469
Massachusetts,11/2018,1001.5282226778351
Massachusetts,12/2018,1002.9681461191067
Michigan,01/2018,994.8488466145675
Michigan,02/2018,994.5860181341059
Michigan,03/2018,992.5059601559634
Michigan,04/2018,990.6661700000001
Michigan,05/2018,989.5122666175115
Michigan,06/2018,988.1434917898773
Michigan,07/2018,991.639269611437
Michigan,08/2018,989.9934450425221
Michigan,09/2018,993.8940865327246
Michigan,10/2018,990.6797640924243
Michigan,11/2018,991.5646269909092
Michigan,12/2018,990.7871509530792
Minnesota,01/2018,995.2150537741935
Minnesota,02/2018,994.827380892857
Minnesota,03/2018,993.8172042258064
Minnesota,04/2018,992.9250000000001
Minnesota,05/2018,988.0147848709678
Minnesota,06/2018,986.9513889000002
Minnesota,07/2018,992.162634451613
Minnesota,08/2018,988.9180107741937
Minnesota,09/2018,992.3222222333335
Minnesota,10/2018,991.1532258064517
Minnesota,11/2018,992.0194444333333
Minnesota,12/2018,991.337365516129
Mississippi,01/2018,0.0
Mississippi,02/2018,0.0
Mississippi,03/2018,0.0
Mississippi,04/2018,0.0
Mississippi,05/2018,0.0
Mississippi,06/2018,0.0
Mississippi,07/2018,0.0
Mississippi,08/2018,0.0
Mississippi,09/2018,0.0
Mississippi,10/2018,0.0
Mississippi,11/2018,0.0
Mississippi,12/2018,0.0
Missouri,01/2018,994.2920193870967
Missouri,02/2018,992.0266908504465
Missouri,03/2018,988.0723102681452
Missouri,04/2018,987.9019730791666
Missouri,05/2018,985.2929529111111
Missouri,06/2018,984.5379420625
Missouri,07/2018,989.1782887717171
Missouri,08/2018,987.1601186915321
Missouri,09/2018,989.5991981584582
Missouri,10/2018,989.7055633447582
Missouri,11/2018,989.8011372458333
Missouri,12/2018,989.4736400866935
Montana,01/2018,0.0
Montana,02/2018,0.0
Montana,03/2018,0.0
Montana,04/2018,0.0
Montana,05/2018,0.0
Montana,06/2018,0.0
Montana,07/2018,0.0
Montana,08/2018,0.0
Montana,09/2018,0.0
Montana,10/2018,0.0
Montana,11/2018,0.0
Montana,12/2018,0.0
Nebraska,01/2018,972.7009408064517
Nebraska,02/2018,971.7364583214286
Nebraska,03/2018,969.1686828064517
Nebraska,04/2018,969.5554166666666
Nebraska,05/2018,968.5517472258065
Nebraska,06/2018,967.8970834666666
Nebraska,07/2018,974.9103494193549
Nebraska,08/2018,970.6359166333333
Nebraska,09/2018,972.1120277333334
Nebraska,10/2018,970.5259174193549
Nebraska,11/2018,968.9206944333334
Nebraska,12/2018,968.0095430322581
Nevada,01/2018,912.4521212000001
Nevada,02/2018,907.2443311020407
Nevada,03/2018,911.0512295081967
Nevada,04/2018,909.1020833166666
Nevada,05/2018,907.1494378870967
Nevada,06/2018,906.7460179491526
Nevada,07/2018,909.6839404677419
Nevada,08/2018,908.2461281774193
Nevada,09/2018,908.5381355932203
Nevada,10/2018,911.2620968064516
Nevada,11/2018,914.3273989666666
Nevada,12/2018,915.6737704590164
New Hampshire,01/2018,968.920228483871
New Hampshire,02/2018,971.9270089642858
New Hampshire,03/2018,962.4447522903225
New Hampshire,04/2018,965.2343508666668
New Hampshire,05/2018,968.7036627741936
New Hampshire,06/2018,965.8416037333333
New Hampshire,07/2018,971.3361559032259
New Hampshire,08/2018,969.3820619838712
New Hampshire,09/2018,974.6588889166667
New Hampshire,10/2018,967.4990343548386
New Hampshire,11/2018,967.2725825593221
New Hampshire,12/2018,968.1688843709678
New Jersey,01/2018,1016.2743991203319
New Jersey,02/2018,1017.5084783660715
New Jersey,03/2018,1007.9584949300411
New Jersey,04/2018,1009.7524515916666
New Jersey,05/2018,1011.3877441821863
New Jersey,06/2018,1008.1731455481173
New Jersey,07/2018,1012.1958255601852
New Jersey,08/2018,1010.5067089032257
New Jersey,09/2018,1015.3461605759163
New Jersey,10/2018,1011.2191631495327
New Jersey,11/2018,1011.7310797857143
New Jersey,12/2018,1013.0570241751152
New York,01/2018,984.9197260469974
New York,02/2018,972.2785009313186
New York,03/2018,969.8817348104737
New York,04/2018,974.3424731963826
New York,05/2018,968.3912789328357
New York,06/2018,983.2238439368421
New York,07/2018,1007.7515456396866
New York,08/2018,1006.5157843934836
New York,09/2018,0.0
New York,10/2018,997.2457508112245
New York,11/2018,987.8077266239554
New York,12/2018,995.7693580664893
New Mexico,01/2018,843.6491936129033
New Mexico,02/2018,838.9851190357143
New Mexico,03/2018,839.0327254838709
New Mexico,04/2018,837.9853864333332
New Mexico,05/2018,837.9274193225807
New Mexico,06/2018,838.3083332999998
New Mexico,07/2018,843.342741935484
New Mexico,08/2018,841.8319891935483
New Mexico,09/2018,841.0513888333332
New Mexico,10/2018,840.4717742580646
New Mexico,11/2018,840.8694444333333
New Mexico,12/2018,840.4704301612904
Oklahoma,01/2018,0.0
Oklahoma,02/2018,0.0
Oklahoma,03/2018,998.2481181935484
Oklahoma,04/2018,998.1231944666666
Oklahoma,05/2018,995.6775537096775
Oklahoma,06/2018,995.1087155
Oklahoma,07/2018,997.5362832580645
Oklahoma,08/2018,997.3996773548388
Oklahoma,09/2018,997.4451984000001
Oklahoma,10/2018,999.2359513548387
Oklahoma,11/2018,1000.0797223000001
Oklahoma,12/2018,980.4
Ohio,01/2018,747.7370248347107
Ohio,02/2018,752.2166909642856
Ohio,03/2018,748.5401122338709
Ohio,04/2018,748.3092802833334
Ohio,05/2018,984.6115143655915
Ohio,06/2018,983.5526295999999
Ohio,07/2018,986.7312723978494
Ohio,08/2018,986.5758615543479
Ohio,09/2018,987.8881018444445
Ohio,10/2018,981.326708951613
Ohio,11/2018,979.99194445
Ohio,12/2018,979.8107526774195
Oregon,01/2018,0.0
Oregon,02/2018,0.0
Oregon,03/2018,0.0
Oregon,04/2018,0.0
Oregon,05/2018,0.0
Oregon,06/2018,0.0
Oregon,07/2018,0.0
Oregon,08/2018,0.0
Oregon,09/2018,0.0
Oregon,10/2018,0.0
Oregon,11/2018,0.0
Oregon,12/2018,0.0
Pennsylvania,01/2018,992.1090053225807
Pennsylvania,02/2018,991.2894345714286
Pennsylvania,03/2018,985.6272849354838
Pennsylvania,04/2018,985.3144444666667
Pennsylvania,05/2018,985.6965053225806
Pennsylvania,06/2018,983.9154166999999
Pennsylvania,07/2018,987.3534489999998
Pennsylvania,08/2018,987.0151113548387
Pennsylvania,09/2018,989.6894444333332
Pennsylvania,10/2018,987.2611559032258
Pennsylvania,11/2018,987.2933332333334
Pennsylvania,12/2018,987.6301075161291
Tennessee,01/2018,947.1959181129033
Tennessee,02/2018,945.8704613749999
Tennessee,03/2018,940.2896313225806
Tennessee,04/2018,940.6809817999999
Tennessee,05/2018,945.2040254237288
Tennessee,06/2018,941.6405465000001
Tennessee,07/2018,944.4753360806452
Tennessee,08/2018,945.199193467742
Tennessee,09/2018,944.6829849666666
Tennessee,10/2018,944.2602822096774
Tennessee,11/2018,942.8592823833333
Tennessee,12/2018,942.0551411451612
Texas,01/2018,1001.4063620000001
Texas,02/2018,995.981150779762
Texas,03/2018,993.6267921129031
Texas,04/2018,993.6697875444444
Texas,05/2018,991.616039467742
Texas,06/2018,991.1035383555557
Texas,07/2018,993.543802923913
Texas,08/2018,993.2079473817205
Texas,09/2018,990.7669009
Texas,10/2018,992.4065860376344
Texas,11/2018,994.6366285444444
Texas,12/2018,994.1396777688173
Utah,01/2018,848.285235580645
Utah,02/2018,842.6465055535714
Utah,03/2018,842.5840071258064
Utah,04/2018,837.8507059121212
Utah,05/2018,837.540865659824
Utah,06/2018,838.0910755363635
Utah,07/2018,843.0845700938418
Utah,08/2018,841.1434028357772
Utah,09/2018,839.5394489623825
Utah,10/2018,840.8345008650307
Utah,11/2018,842.7809624338029
Utah,12/2018,842.890776938172
Vermont,01/2018,991.471295016129
Vermont,02/2018,993.3289864909091
Vermont,03/2018,985.3916884016393
Vermont,04/2018,986.7529398166665
Vermont,05/2018,989.0231855
Vermont,06/2018,986.6083648833334
Vermont,07/2018,991.3578389274194
Vermont,08/2018,989.4085658870968
Vermont,09/2018,994.7704239000001
Vermont,10/2018,988.1027889677418
Vermont,11/2018,988.226129225
Vermont,12/2018,989.5953252195121
Virginia,01/2018,956.2181948387095
Virginia,02/2018,957.9650296964285
Virginia,03/2018,949.1514113064516
Virginia,04/2018,950.82631945
Virginia,05/2018,956.1812268166666
Virginia,06/2018,952.1093822833333
Virginia,07/2018,955.8957111451612
Virginia,08/2018,955.6868951290323
Virginia,09/2018,957.9131481500001
Virginia,10/2018,954.7120845000001
Virginia,11/2018,954.6387476101693
Virginia,12/2018,953.3604838064517
West Virginia,01/2018,0.0
West Virginia,02/2018,0.0
West Virginia,03/2018,0.0
West Virginia,04/2018,0.0
West Virginia,05/2018,0.0
West Virginia,06/2018,0.0
West Virginia,07/2018,0.0
West Virginia,08/2018,0.0
West Virginia,09/2018,0.0
West Virginia,10/2018,0.0
West Virginia,11/2018,0.0
West Virginia,12/2018,0.0
Washington,01/2018,981.3028760806454
Washington,02/2018,985.7880140892858
Washington,03/2018,981.0924539838708
Washington,04/2018,12122.723208622221
Washington,05/2018,12139.301299161292
Washington,06/2018,12135.516859900003
Washington,07/2018,985.2757527258066
Washington,08/2018,987.9399683600001
Washington,09/2018,982.3563768
Washington,10/2018,983.8330196451611
Washington,11/2018,983.8783333166667
Washington,12/2018,982.7703159016392
Wisconsin,01/2018,1018.294471716129
Wisconsin,02/2018,1018.253571442857
Wisconsin,03/2018,1017.573387083871
Wisconsin,04/2018,1015.6908333333333
Wisconsin,05/2018,1013.2059139741935
Wisconsin,06/2018,1012.6885863466665
Wisconsin,07/2018,1016.233123148387
Wisconsin,08/2018,1013.9708374838709
Wisconsin,09/2018,1017.5940079400002
Wisconsin,10/2018,1014.9283894516129
Wisconsin,11/2018,1015.6879106333333
Wisconsin,12/2018,1015.1517351225807
Wyoming,01/2018,826.0926845825169
Wyoming,02/2018,821.5764592636054
Wyoming,03/2018,822.1560075115209
Wyoming,04/2018,823.747721721725
Wyoming,05/2018,825.0805825394322
Wyoming,06/2018,825.270409409128
Wyoming,07/2018,830.0391106000001
Wyoming,08/2018,828.0260926813689
Wyoming,09/2018,826.3628160821595
Wyoming,10/2018,832.0445892074187
Wyoming,11/2018,830.3862038968994
Wyoming,12/2018,829.9938976120756
