State,Month,no2
California,11/2018,14.963034708929788
California,12/2018,12.62532161805781
Kansas,01/2018,6.993013195945945
Kansas,02/2018,5.678609231404959
Kansas,03/2018,5.311541851612903
Kansas,04/2018,5.338133793333333
Kansas,05/2018,4.7741459375
Kansas,06/2018,3.4539598613138685
Kansas,07/2018,3.337989798387097
Kansas,08/2018,3.9086361338028173
Kansas,09/2018,3.5100886600000005
Kansas,10/2018,4.608070241610738
Kansas,11/2018,6.0108227916666666
Kansas,12/2018,6.477018376923077
North Carolina,01/2018,10.37133465945946
North Carolina,02/2018,6.943374999999999
North Carolina,03/2018,6.47239641935484
North Carolina,04/2018,5.753838294444444
North Carolina,05/2018,4.97548490860215
North Carolina,06/2018,4.792689027777778
North Carolina,07/2018,4.625718365591398
North Carolina,08/2018,5.816101987179487
North Carolina,09/2018,5.612457744186047
North Carolina,10/2018,7.696288390410959
North Carolina,11/2018,8.604720077464789
North Carolina,12/2018,10.420526247933886
South Carolina,01/2018,8.100245577235773
South Carolina,02/2018,4.928091383928573
South Carolina,03/2018,4.512583297297297
South Carolina,04/2018,3.9191632100000002
South Carolina,05/2018,3.8604086981132073
South Carolina,06/2018,4.423709367088606
South Carolina,07/2018,4.126056493827161
South Carolina,08/2018,3.3308975211267606
South Carolina,09/2018,4.06260687804878
South Carolina,10/2018,4.062876490196078
South Carolina,11/2018,5.1528599322033894
South Carolina,12/2018,5.990210872549021
Colorado,01/2018,14.982928737789203
Colorado,02/2018,11.930145514619882
Colorado,03/2018,10.114600335135135
Colorado,04/2018,8.036371940054496
Colorado,05/2018,7.555416125944584
Colorado,06/2018,7.442259823529412
Colorado,07/2018,7.143150944862156
Colorado,08/2018,7.697508717277487
Colorado,09/2018,7.52488316713092
Colorado,10/2018,8.530784955145117
Colorado,11/2018,12.135556712082261
Colorado,12/2018,13.172141516455696
Connecticut,01/2018,15.77373425
Connecticut,02/2018,14.923782781818183
Connecticut,03/2018,9.01395094117647
Connecticut,04/2018,9.692421101694915
Connecticut,05/2018,9.320983427419359
Connecticut,06/2018,7.678341075
Connecticut,07/2018,7.86381643548387
Connecticut,08/2018,8.684074346774194
Connecticut,09/2018,7.054642666666667
Connecticut,10/2018,9.930317887096773
Connecticut,11/2018,11.63184655
Connecticut,12/2018,13.74008351219512
North Dakota,01/2018,3.8582070902527072
North Dakota,02/2018,3.3115586666666665
North Dakota,03/2018,3.5516503942652333
North Dakota,04/2018,2.267709703007519
North Dakota,05/2018,3.2631939111111117
North Dakota,06/2018,2.868686920318726
North Dakota,07/2018,1.8911776840148697
North Dakota,08/2018,2.2986537276119403
North Dakota,09/2018,1.9359212499999998
North Dakota,10/2018,2.2836224188679246
North Dakota,11/2018,2.497198883895131
North Dakota,12/2018,2.962053700361011
South Dakota,01/2018,5.6067064308943095
South Dakota,02/2018,5.561756196261682
South Dakota,03/2018,3.5003102338709673
South Dakota,04/2018,2.802389841666667
South Dakota,05/2018,2.566876129032258
South Dakota,06/2018,2.171896975
South Dakota,07/2018,2.2083020483870968
South Dakota,08/2018,2.5684136370967736
South Dakota,09/2018,1.9483497666666667
South Dakota,10/2018,2.4576600894308944
South Dakota,11/2018,4.178014741666667
South Dakota,12/2018,4.592619
Delaware,01/2018,15.795059258064516
Delaware,02/2018,13.565924357142856
Delaware,03/2018,10.28308348387097
Delaware,04/2018,8.928538666666665
Delaware,05/2018,8.31757735483871
Delaware,06/2018,6.163584366666668
Delaware,07/2018,5.445801
Delaware,08/2018,6.899808913043478
Delaware,09/2018,6.9346812
Delaware,10/2018,8.712783903225809
Delaware,11/2018,11.703041266666668
Delaware,12/2018,14.481651148148147
Florida,01/2018,8.025219513812155
Florida,02/2018,6.780296829201102
Florida,03/2018,9.001833502564102
Florida,04/2018,6.713516571038252
Florida,05/2018,5.871311069999999
Florida,06/2018,7.023883674666666
Florida,07/2018,6.656402873684211
Florida,08/2018,5.262781440251573
Florida,09/2018,5.508439498533724
Florida,10/2018,6.153847271002709
Florida,11/2018,7.562870525641026
Florida,12/2018,7.81010497979798
Georgia,01/2018,16.98897090322581
Georgia,02/2018,11.548228976190476
Georgia,03/2018,14.22023305376344
Georgia,04/2018,13.742908755555554
Georgia,05/2018,11.587989408602152
Georgia,06/2018,12.320154
Georgia,07/2018,11.285390564102563
Georgia,08/2018,10.887013193548388
Georgia,09/2018,10.669818370786517
Georgia,10/2018,13.591665365591398
Georgia,11/2018,13.008898033333335
Georgia,12/2018,14.426844645161292
Hawaii,01/2018,4.222268903225806
Hawaii,02/2018,4.356201839285714
Hawaii,03/2018,4.148462000000001
Hawaii,04/2018,4.389646083333334
Hawaii,05/2018,4.190957387096774
Hawaii,06/2018,3.2296605
Hawaii,07/2018,3.6389725000000004
Hawaii,08/2018,4.03353198275862
Hawaii,09/2018,3.622122152542373
Hawaii,10/2018,3.944565032258065
Hawaii,11/2018,4.910469555555556
Hawaii,12/2018,6.41181552631579
Idaho,01/2018,0.0
Idaho,02/2018,0.0
Idaho,03/2018,0.0
Idaho,04/2018,0.0
Idaho,05/2018,0.0
Idaho,06/2018,0.0
Idaho,07/2018,0.0
Idaho,08/2018,0.0
Idaho,09/2018,0.0
Idaho,10/2018,0.0
Idaho,11/2018,0.0
Idaho,12/2018,0.0
Rhode Island,01/2018,16.74246229032258
Rhode Island,02/2018,15.910331767857144
Rhode Island,03/2018,11.892494758064517
Rhode Island,04/2018,13.366614316666666
Rhode Island,05/2018,8.226372069767441
Rhode Island,06/2018,9.363051416666668
Rhode Island,07/2018,8.152965423728816
Rhode Island,08/2018,9.338959580645161
Rhode Island,09/2018,7.752921183333334
Rhode Island,10/2018,10.786135467741936
Rhode Island,11/2018,12.715164766666666
Rhode Island,12/2018,15.686001451612904
Illinois,01/2018,16.672607347826087
Illinois,02/2018,15.059195717391303
Illinois,03/2018,13.10403784516129
Illinois,04/2018,12.219165826666666
Illinois,05/2018,12.970089238410596
Illinois,06/2018,9.593450683333334
Illinois,07/2018,8.323025789473684
Illinois,08/2018,9.955986153333333
Illinois,09/2018,9.440358472972973
Illinois,10/2018,10.829287008928572
Illinois,11/2018,12.567945716312058
Illinois,12/2018,14.410728574193548
Indiana,01/2018,13.189459929078014
Indiana,02/2018,12.436176344537815
Indiana,03/2018,11.00910916197183
Indiana,04/2018,9.608154386861315
Indiana,05/2018,9.512752335616439
Indiana,06/2018,7.055298566433566
Indiana,07/2018,6.923089956834532
Indiana,08/2018,7.931065539473685
Indiana,09/2018,8.70808413605442
Indiana,10/2018,10.513103408450704
Indiana,11/2018,11.22372404
Indiana,12/2018,12.256125940789476
Iowa,01/2018,6.421177645161291
Iowa,02/2018,6.613433464285715
Iowa,03/2018,5.4112411720430105
Iowa,04/2018,4.539091888888889
Iowa,05/2018,4.878308380434783
Iowa,06/2018,3.8016977764705873
Iowa,07/2018,3.21590522826087
Iowa,08/2018,3.5342717741935483
Iowa,09/2018,3.6765720111111104
Iowa,10/2018,4.793597999999999
Iowa,11/2018,5.696142411111111
Iowa,12/2018,7.222893011235955
Kentucky,01/2018,8.284386438095238
Kentucky,02/2018,6.9741883121693125
Kentucky,03/2018,6.169208497695853
Kentucky,04/2018,5.5580862392344486
Kentucky,05/2018,5.9250630817307695
Kentucky,06/2018,5.087733457142858
Kentucky,07/2018,4.519969677419356
Kentucky,08/2018,5.490824695852535
Kentucky,09/2018,5.237055385714286
Kentucky,10/2018,6.085353866359447
Kentucky,11/2018,7.263588414285715
Kentucky,12/2018,8.600958415094341
Louisiana,01/2018,7.838362182509506
Louisiana,02/2018,6.318326
Louisiana,03/2018,7.0692541155234645
Louisiana,04/2018,5.7955309999999995
Louisiana,05/2018,6.584233320143885
Louisiana,06/2018,5.409333973977695
Louisiana,07/2018,4.848692374545454
Louisiana,08/2018,5.160065291366907
Louisiana,09/2018,5.126320119402985
Louisiana,10/2018,5.462761177121772
Louisiana,11/2018,7.835120476744186
Louisiana,12/2018,7.853484902173912
Maine,01/2018,7.797091537634408
Maine,02/2018,7.4063547738095235
Maine,03/2018,3.8871938125
Maine,04/2018,3.4386814888888884
Maine,05/2018,2.8685693548387103
Maine,06/2018,2.361140277777778
Maine,07/2018,1.7353620312500002
Maine,08/2018,2.9282607741935487
Maine,09/2018,3.049423411111111
Maine,10/2018,3.4416202068965513
Maine,11/2018,5.150644888888889
Maine,12/2018,7.202818516129031
Maryland,01/2018,14.043199323699422
Maryland,02/2018,13.136191666666667
Maryland,03/2018,10.607178350282485
Maryland,04/2018,9.756973683333333
Maryland,05/2018,9.862765840659343
Maryland,06/2018,8.672354738888888
Maryland,07/2018,8.193401714285713
Maryland,08/2018,8.263330989189189
Maryland,09/2018,6.949423536312848
Maryland,10/2018,8.925737811111112
Maryland,11/2018,9.894417948275862
Maryland,12/2018,13.839222736842103
Massachusetts,01/2018,12.635783699275363
Massachusetts,02/2018,11.789572916334661
Massachusetts,03/2018,7.884687478417266
Massachusetts,04/2018,8.42550149800797
Massachusetts,05/2018,7.344434732075472
Massachusetts,06/2018,6.257388838345865
Massachusetts,07/2018,5.919251722222223
Massachusetts,08/2018,6.417308
Massachusetts,09/2018,5.796205436567164
Massachusetts,10/2018,7.401041752508362
Massachusetts,11/2018,8.688787573825502
Massachusetts,12/2018,11.230438090909091
Michigan,01/2018,12.594191202764977
Michigan,02/2018,12.403194571428573
Michigan,03/2018,8.630353532258065
Michigan,04/2018,9.680963595454548
Michigan,05/2018,10.76654963362069
Michigan,06/2018,8.480697249999999
Michigan,07/2018,8.68037559498208
Michigan,08/2018,8.724500766891893
Michigan,09/2018,8.522498603333332
Michigan,10/2018,9.713847417322834
Michigan,11/2018,10.68300656802721
Michigan,12/2018,13.409129172535211
Minnesota,01/2018,12.356592696774193
Minnesota,02/2018,11.574627535714285
Minnesota,03/2018,9.654441433566435
Minnesota,04/2018,8.76008594074074
Minnesota,05/2018,7.652910606451614
Minnesota,06/2018,6.502716166666667
Minnesota,07/2018,6.237669819548873
Minnesota,08/2018,6.960247186666666
Minnesota,09/2018,5.964477873333333
Minnesota,10/2018,6.561810984251968
Minnesota,11/2018,6.975604459016394
Minnesota,12/2018,9.694545356164385
Mississippi,01/2018,6.824905258064517
Mississippi,02/2018,4.362740589285714
Mississippi,03/2018,5.5945081636363625
Mississippi,04/2018,5.044679283018867
Mississippi,05/2018,5.700251758064517
Mississippi,06/2018,5.006262950000001
Mississippi,07/2018,4.690759274193548
Mississippi,08/2018,4.051359653061224
Mississippi,09/2018,4.218864733333333
Mississippi,10/2018,5.222051516129032
Mississippi,11/2018,6.583949983333334
Mississippi,12/2018,6.708437467741935
Missouri,01/2018,11.1547484
Missouri,02/2018,10.945937933333331
Missouri,03/2018,10.483534053921572
Missouri,04/2018,8.796947604761906
Missouri,05/2018,9.338673834101384
Missouri,06/2018,7.757016738095238
Missouri,07/2018,7.729246906862745
Missouri,08/2018,7.981310018518518
Missouri,09/2018,8.22793392682927
Missouri,10/2018,8.795908393518518
Missouri,11/2018,11.062811580487805
Missouri,12/2018,12.078814553488373
Montana,01/2018,1.8497065677966105
Montana,02/2018,1.379797923076923
Montana,03/2018,1.6765408235294117
Montana,04/2018,0.8178050866666668
Montana,05/2018,1.0779540752688173
Montana,06/2018,0.922279768361582
Montana,07/2018,0.7131545174825176
Montana,08/2018,1.197546586419753
Montana,09/2018,1.085455106741573
Montana,10/2018,0.6717197580645161
Montana,11/2018,0.8277951222222223
Montana,12/2018,1.0341680162162161
Nebraska,01/2018,0.0
Nebraska,02/2018,0.0
Nebraska,03/2018,0.0
Nebraska,04/2018,0.0
Nebraska,05/2018,0.0
Nebraska,06/2018,0.0
Nebraska,07/2018,0.0
Nebraska,08/2018,0.0
Nebraska,09/2018,0.0
Nebraska,10/2018,0.0
Nebraska,11/2018,0.0
Nebraska,12/2018,0.0
Nevada,01/2018,25.845593491620114
Nevada,02/2018,20.33282893452381
Nevada,03/2018,17.067498933962266
Nevada,04/2018,15.434128458937199
Nevada,05/2018,14.2924064744186
Nevada,06/2018,15.662054190476193
Nevada,07/2018,13.076892906593407
Nevada,08/2018,14.935964256830603
Nevada,09/2018,18.05543192777778
Nevada,10/2018,16.668482795698925
Nevada,11/2018,22.761070028089886
Nevada,12/2018,21.161701139784945
New Hampshire,01/2018,4.074463419354839
New Hampshire,02/2018,2.987338884615384
New Hampshire,03/2018,1.52992704
New Hampshire,04/2018,2.0766986296296297
New Hampshire,05/2018,1.9026245483870967
New Hampshire,06/2018,1.5665208000000002
New Hampshire,07/2018,1.7270039032258067
New Hampshire,08/2018,1.2801189310344827
New Hampshire,09/2018,1.6507669
New Hampshire,10/2018,2.3771757419354844
New Hampshire,11/2018,3.6456062000000005
New Hampshire,12/2018,4.9419471290322585
New Jersey,01/2018,17.56095596381579
New Jersey,02/2018,17.018828215827337
New Jersey,03/2018,12.367011413114755
New Jersey,04/2018,12.781140003355706
New Jersey,05/2018,12.398572303630363
New Jersey,06/2018,9.904050261744967
New Jersey,07/2018,9.00020385483871
New Jersey,08/2018,8.77904933548387
New Jersey,09/2018,8.56007467
New Jersey,10/2018,9.741479425324677
New Jersey,11/2018,12.51648123666667
New Jersey,12/2018,15.54834331935484
New York,01/2018,17.515698366666665
New York,02/2018,18.020483924855494
New York,03/2018,13.751209458937199
New York,04/2018,13.453840034313727
New York,05/2018,12.827835702325581
New York,06/2018,10.166452169082127
New York,07/2018,9.686508471698113
New York,08/2018,9.748890723004694
New York,09/2018,8.89152844845361
New York,10/2018,11.68309876851852
New York,11/2018,14.177114714285716
New York,12/2018,16.690677686635944
New Mexico,01/2018,10.092510554385964
New Mexico,02/2018,6.742794586614173
New Mexico,03/2018,5.691889000000001
New Mexico,04/2018,4.254196042857143
New Mexico,05/2018,4.475387436170212
New Mexico,06/2018,4.173437505190312
New Mexico,07/2018,3.8110596153846155
New Mexico,08/2018,4.447958247058824
New Mexico,09/2018,5.070562883647799
New Mexico,10/2018,4.957338719354838
New Mexico,11/2018,9.102409163987138
New Mexico,12/2018,9.110477935483871
Oklahoma,01/2018,9.849333415929204
Oklahoma,02/2018,7.9869417009345804
Oklahoma,03/2018,8.622294935483872
Oklahoma,04/2018,6.6611598124999984
Oklahoma,05/2018,7.845638851851852
Oklahoma,06/2018,7.954237108910891
Oklahoma,07/2018,9.20186789423077
Oklahoma,08/2018,8.471866596774191
Oklahoma,09/2018,6.3722474
Oklahoma,10/2018,7.109555213675215
Oklahoma,11/2018,9.124364038095239
Oklahoma,12/2018,8.431793427419354
Ohio,01/2018,13.114269779487177
Ohio,02/2018,12.776726678571428
Ohio,03/2018,10.864652900943396
Ohio,04/2018,10.172847319796954
Ohio,05/2018,10.625605920930234
Ohio,06/2018,8.368642292553192
Ohio,07/2018,10.060524940092167
Ohio,08/2018,9.638787907834102
Ohio,09/2018,8.801696610837439
Ohio,10/2018,9.794646669950737
Ohio,11/2018,10.9210902
Ohio,12/2018,13.202415342857144
Oregon,01/2018,9.419685661290321
Oregon,02/2018,12.681401698113206
Oregon,03/2018,11.547652854838713
Oregon,04/2018,9.423154883333332
Oregon,05/2018,8.720922607142857
Oregon,06/2018,8.478017416666667
Oregon,07/2018,8.814128384615387
Oregon,08/2018,10.002782430555555
Oregon,09/2018,10.21550355
Oregon,10/2018,13.675291645161295
Oregon,11/2018,12.66002704
Oregon,12/2018,10.468297000000002
Pennsylvania,01/2018,10.099328696356274
Pennsylvania,02/2018,8.832354856540087
Pennsylvania,03/2018,5.995544410931174
Pennsylvania,04/2018,5.6406451793248955
Pennsylvania,05/2018,4.900006871681416
Pennsylvania,06/2018,3.0195063707414826
Pennsylvania,07/2018,2.8766092897384308
Pennsylvania,08/2018,3.2607102186311785
Pennsylvania,09/2018,3.141358384912959
Pennsylvania,10/2018,4.3816898210116735
Pennsylvania,11/2018,6.304756618217054
Pennsylvania,12/2018,8.369178111111111
Tennessee,01/2018,9.817182604838711
Tennessee,02/2018,8.044834482142859
Tennessee,03/2018,8.573288983870965
Tennessee,04/2018,8.286383869565219
Tennessee,05/2018,8.383390743362833
Tennessee,06/2018,7.36356124576271
Tennessee,07/2018,7.163542324561404
Tennessee,08/2018,8.498298072164948
Tennessee,09/2018,6.5975420499999995
Tennessee,10/2018,8.132074675438597
Tennessee,11/2018,9.170796125
Tennessee,12/2018,8.926163717741936
Texas,01/2018,10.349619371050698
Texas,02/2018,6.948861953931693
Texas,03/2018,6.930830593208094
Texas,04/2018,6.491313567919074
Texas,05/2018,5.362248715609408
Texas,06/2018,3.274491014115899
Texas,07/2018,4.755623857142857
Texas,08/2018,5.022738530324401
Texas,09/2018,5.379010925274725
Texas,10/2018,6.204852850140056
Texas,11/2018,8.474904360114778
Texas,12/2018,8.79241989738292
Utah,01/2018,11.560836790744467
Utah,02/2018,7.881063243801654
Utah,03/2018,6.551428813356163
Utah,04/2018,5.008992352136752
Utah,05/2018,4.2974713147058825
Utah,06/2018,3.609460387096774
Utah,07/2018,4.299451778625954
Utah,08/2018,5.1164369383259904
Utah,09/2018,5.313728444615384
Utah,10/2018,5.894380539797395
Utah,11/2018,10.054353345185186
Utah,12/2018,10.143805742857143
Vermont,01/2018,10.887154290322577
Vermont,02/2018,10.87982294642857
Vermont,03/2018,7.212574629032257
Vermont,04/2018,6.162909549999999
Vermont,05/2018,4.9567415806451605
Vermont,06/2018,4.0047935
Vermont,07/2018,3.891629193548386
Vermont,08/2018,3.652804527272727
Vermont,09/2018,3.2386620833333337
Vermont,10/2018,4.598380363636364
Vermont,11/2018,6.885631200000001
Vermont,12/2018,8.934271274193545
Virginia,01/2018,10.757052061728396
Virginia,02/2018,8.970579636363636
Virginia,03/2018,7.9532758841463425
Virginia,04/2018,6.7972200272727274
Virginia,05/2018,6.44380774556213
Virginia,06/2018,5.467684466666667
Virginia,07/2018,5.494558370149254
Virginia,08/2018,5.1769324741641345
Virginia,09/2018,5.166544857142857
Virginia,10/2018,6.579182988023952
Virginia,11/2018,8.398001328173375
Virginia,12/2018,11.38421944281525
West Virginia,01/2018,0.0
West Virginia,02/2018,0.0
West Virginia,03/2018,0.0
West Virginia,04/2018,0.0
West Virginia,05/2018,0.0
West Virginia,06/2018,0.0
West Virginia,07/2018,0.0
West Virginia,08/2018,0.0
West Virginia,09/2018,0.0
West Virginia,10/2018,0.0
West Virginia,11/2018,0.0
West Virginia,12/2018,0.0
Washington,01/2018,11.88517374
Washington,02/2018,10.863750755395682
Washington,03/2018,12.40162680392157
Washington,04/2018,9.966868953020134
Washington,05/2018,10.648335559440563
Washington,06/2018,10.560573932773108
Washington,07/2018,11.961840504132232
Washington,08/2018,14.342837032520325
Washington,09/2018,11.369754387931035
Washington,10/2018,17.660854741935484
Washington,11/2018,17.279901108108106
Washington,12/2018,15.696991905882356
Wisconsin,01/2018,13.521420112903225
Wisconsin,02/2018,14.647505803571429
Wisconsin,03/2018,11.806583241935481
Wisconsin,04/2018,11.359440250000002
Wisconsin,05/2018,10.220803158730162
Wisconsin,06/2018,5.373316966666668
Wisconsin,07/2018,6.4559153333333335
Wisconsin,08/2018,6.954909838709677
Wisconsin,09/2018,8.470194119402985
Wisconsin,10/2018,10.65583341935484
Wisconsin,11/2018,11.900517421052632
Wisconsin,12/2018,13.687967967741937
Wyoming,01/2018,4.248946478571428
Wyoming,02/2018,3.737523706984668
Wyoming,03/2018,2.8616476883942767
Wyoming,04/2018,1.9398716672185432
Wyoming,05/2018,2.203338766823161
Wyoming,06/2018,1.9984960210016158
Wyoming,07/2018,2.3177889183359017
Wyoming,08/2018,2.575438317293233
Wyoming,09/2018,2.415097637519873
Wyoming,10/2018,2.291876026234568
Wyoming,11/2018,2.4921571527331188
Wyoming,12/2018,2.790034110632184
