State,Month,pm10
Alabama,01/2014,14.231958762886597
Alabama,02/2014,14.259887005649718
Alabama,03/2014,16.367469879518072
Alabama,04/2014,18.189473684210526
Alabama,05/2014,22.48780487804878
Alabama,06/2014,23.475247524752476
Alabama,07/2014,24.745
Alabama,08/2014,25.563725490196077
Alabama,09/2014,17.82323232323232
Alabama,10/2014,20.355670103092784
Alabama,11/2014,14.748344370860927
Alabama,12/2014,12.89795918367347
Alaska,01/2014,13.907949790794978
Alaska,02/2014,30.0
Alaska,03/2014,22.702380952380953
Alaska,04/2014,28.82520325203252
Alaska,05/2014,29.346613545816734
Alaska,06/2014,9.085201793721973
Alaska,07/2014,9.236286919831224
Alaska,08/2014,9.2882096069869
Alaska,09/2014,11.352422907488986
Alaska,10/2014,25.604166666666668
Alaska,11/2014,39.148148148148145
Alaska,12/2014,14.2
Arkansas,01/2014,10.052631578947368
Arkansas,02/2014,15.842105263157896
Arkansas,03/2014,16.77777777777778
Arkansas,04/2014,17.58823529411765
Arkansas,05/2014,15.7
Arkansas,06/2014,22.31578947368421
Arkansas,07/2014,21.047619047619047
Arkansas,08/2014,23.95
Arkansas,09/2014,19.57894736842105
Arkansas,10/2014,17.85
Arkansas,11/2014,14.85
Arkansas,12/2014,14.956521739130435
Arizona,01/2014,38.20282413350449
Arizona,02/2014,35.7993006993007
Arizona,03/2014,34.75544174135723
Arizona,04/2014,39.462239583333336
Arizona,05/2014,47.66163522012579
Arizona,06/2014,40.70796460176991
Arizona,07/2014,39.82011605415861
Arizona,08/2014,23.50415866922585
Arizona,09/2014,26.320369149637443
Arizona,10/2014,33.02228047182176
Arizona,11/2014,37.15446608462055
Arizona,12/2014,23.44685039370079
California,01/2014,33.99678068410463
California,02/2014,20.29005644811116
California,03/2014,23.530701754385966
California,04/2014,25.497283744254073
California,05/2014,31.376436781609197
California,06/2014,31.200163398692812
California,07/2014,26.17538838920687
California,08/2014,26.221864951768488
California,09/2014,28.43271221532091
California,10/2014,31.335211267605633
California,11/2014,24.06816292601829
California,12/2014,17.380056067280737
Kansas,01/2014,16.72189349112426
Kansas,02/2014,13.754838709677419
Kansas,03/2014,22.34463276836158
Kansas,04/2014,25.898477157360407
Kansas,05/2014,20.839195979899497
Kansas,06/2014,19.405128205128204
Kansas,07/2014,24.691099476439792
Kansas,08/2014,26.570621468926554
Kansas,09/2014,20.650537634408604
Kansas,10/2014,22.293478260869566
Kansas,11/2014,18.852631578947367
Kansas,12/2014,11.75
North Carolina,01/2014,10.591304347826087
North Carolina,02/2014,12.09009009009009
North Carolina,03/2014,11.563025210084033
North Carolina,04/2014,15.577981651376147
North Carolina,05/2014,18.49514563106796
North Carolina,06/2014,15.783783783783784
North Carolina,07/2014,13.0
North Carolina,08/2014,14.072072072072071
North Carolina,09/2014,12.026548672566372
North Carolina,10/2014,13.2
North Carolina,11/2014,11.864864864864865
North Carolina,12/2014,9.723577235772357
South Carolina,01/2014,12.448051948051948
South Carolina,02/2014,13.289655172413793
South Carolina,03/2014,14.79746835443038
South Carolina,04/2014,18.598684210526315
South Carolina,05/2014,18.98148148148148
South Carolina,06/2014,17.73972602739726
South Carolina,07/2014,19.271317829457363
South Carolina,08/2014,17.88957055214724
South Carolina,09/2014,13.75
South Carolina,10/2014,15.656441717791411
South Carolina,11/2014,14.3625
South Carolina,12/2014,13.148387096774194
Colorado,01/2014,19.618874773139744
Colorado,02/2014,18.896825396825395
Colorado,03/2014,27.473384030418252
Colorado,04/2014,20.780582524271846
Colorado,05/2014,19.473887814313347
Colorado,06/2014,25.204040404040406
Colorado,07/2014,21.821631878557874
Colorado,08/2014,16.818367346938775
Colorado,09/2014,18.602713178294575
Colorado,10/2014,19.30164533820841
Colorado,11/2014,19.789980732177263
Colorado,12/2014,23.023423423423424
Connecticut,01/2014,14.342857142857143
Connecticut,02/2014,14.228571428571428
Connecticut,03/2014,11.705882352941176
Connecticut,04/2014,11.575757575757576
Connecticut,05/2014,10.741935483870968
Connecticut,06/2014,12.818181818181818
Connecticut,07/2014,14.25
Connecticut,08/2014,12.352941176470589
Connecticut,09/2014,12.484848484848484
Connecticut,10/2014,9.852941176470589
Connecticut,11/2014,10.114285714285714
Connecticut,12/2014,7.605263157894737
North Dakota,01/2014,6.943089430894309
North Dakota,02/2014,9.892857142857142
North Dakota,03/2014,9.598290598290598
North Dakota,04/2014,11.633333333333333
North Dakota,05/2014,15.931174089068826
North Dakota,06/2014,11.953389830508474
North Dakota,07/2014,23.31779661016949
North Dakota,08/2014,17.19838056680162
North Dakota,09/2014,19.418410041841003
North Dakota,10/2014,16.31983805668016
North Dakota,11/2014,10.322033898305085
North Dakota,12/2014,7.319672131147541
South Dakota,01/2014,14.336244541484715
South Dakota,02/2014,12.88888888888889
South Dakota,03/2014,16.755186721991702
South Dakota,04/2014,17.38157894736842
South Dakota,05/2014,20.201680672268907
South Dakota,06/2014,15.479452054794521
South Dakota,07/2014,23.149377593360995
South Dakota,08/2014,20.37344398340249
South Dakota,09/2014,19.641025641025642
South Dakota,10/2014,22.55793991416309
South Dakota,11/2014,18.24137931034483
South Dakota,12/2014,14.974789915966387
Delaware,01/2014,0.0
Delaware,02/2014,0.0
Delaware,03/2014,0.0
Delaware,04/2014,0.0
Delaware,05/2014,0.0
Delaware,06/2014,0.0
Delaware,07/2014,0.0
Delaware,08/2014,0.0
Delaware,09/2014,0.0
Delaware,10/2014,0.0
Delaware,11/2014,0.0
Delaware,12/2014,0.0
Florida,01/2014,13.027972027972028
Florida,02/2014,14.078947368421053
Florida,03/2014,15.821428571428571
Florida,04/2014,16.48139534883721
Florida,05/2014,18.57112068965517
Florida,06/2014,18.55069124423963
Florida,07/2014,16.345338983050848
Florida,08/2014,17.136674259681094
Florida,09/2014,13.932279909706546
Florida,10/2014,14.19068736141907
Florida,11/2014,14.789893617021276
Florida,12/2014,14.112107623318385
Georgia,01/2014,15.21951219512195
Georgia,02/2014,15.105263157894736
Georgia,03/2014,15.813953488372093
Georgia,04/2014,17.725
Georgia,05/2014,19.142857142857142
Georgia,06/2014,16.046511627906977
Georgia,07/2014,20.925925925925927
Georgia,08/2014,21.878048780487806
Georgia,09/2014,17.2
Georgia,10/2014,17.34090909090909
Georgia,11/2014,14.487179487179487
Georgia,12/2014,15.5
Hawaii,01/2014,16.268817204301076
Hawaii,02/2014,16.154929577464788
Hawaii,03/2014,15.625
Hawaii,04/2014,19.96629213483146
Hawaii,05/2014,19.349397590361445
Hawaii,06/2014,14.48235294117647
Hawaii,07/2014,10.951219512195122
Hawaii,08/2014,13.42
Hawaii,09/2014,12.216666666666667
Hawaii,10/2014,15.75
Hawaii,11/2014,18.724137931034484
Hawaii,12/2014,15.816091954022989
Idaho,01/2014,16.025974025974026
Idaho,02/2014,10.857142857142858
Idaho,03/2014,12.908108108108108
Idaho,04/2014,12.853260869565217
Idaho,05/2014,15.654450261780104
Idaho,06/2014,17.25945945945946
Idaho,07/2014,27.426315789473684
Idaho,08/2014,21.192513368983956
Idaho,09/2014,22.815217391304348
Idaho,10/2014,17.821229050279328
