State,Month,so2
Alabama,01/2014,1.552942617886179
Alabama,02/2014,1.2932595636363635
Alabama,03/2014,1.1522460666666667
Alabama,04/2014,1.1991827999999998
Alabama,05/2014,1.423506306451613
Alabama,06/2014,1.5116042916666665
Alabama,07/2014,1.279455435483871
Alabama,08/2014,1.9876986612903225
Alabama,09/2014,1.6625104333333334
Alabama,10/2014,1.055381309090909
Alabama,11/2014,1.2665013333333335
Alabama,12/2014,1.0069729191919192
Alaska,01/2014,14.705416161290321
Alaska,02/2014,13.670998839285716
Alaska,03/2014,8.988206290322582
Alaska,04/2014,5.01079535
Alaska,05/2014,3.9238938225806455
Alaska,06/2014,3.595828666666667
Alaska,07/2014,2.926324467741935
Alaska,08/2014,2.4710835161290317
Alaska,09/2014,3.277433216666666
Alaska,10/2014,4.326293161290322
Alaska,11/2014,12.798589816666665
Alaska,12/2014,10.085604096774198
Arkansas,01/2014,1.9472783118279569
Arkansas,02/2014,1.8397359761904764
Arkansas,03/2014,1.361883188172043
Arkansas,04/2014,1.0618328444444445
Arkansas,05/2014,1.3218484193548388
Arkansas,06/2014,1.338526561111111
Arkansas,07/2014,1.4009268333333333
Arkansas,08/2014,1.2376896236559138
Arkansas,09/2014,1.2873147722222222
Arkansas,10/2014,1.163483435483871
Arkansas,11/2014,1.0195136555555555
Arkansas,12/2014,1.0560049677419354
Arizona,01/2014,5.419805923387097
Arizona,02/2014,5.201017203125
Arizona,03/2014,3.1901616028225805
Arizona,04/2014,2.5834643703703706
Arizona,05/2014,2.647223140510949
Arizona,06/2014,3.4654494726562497
Arizona,07/2014,1.638090418918919
Arizona,08/2014,1.80145582
Arizona,09/2014,1.7299968643122678
Arizona,10/2014,2.1870280860215052
Arizona,11/2014,1.669681678095238
Arizona,12/2014,1.6938241917562722
California,01/2014,0.7536408569190601
California,02/2014,0.4693379617612978
California,03/2014,0.5198204297475302
California,04/2014,0.5395211385681293
California,05/2014,0.559205854390935
California,06/2014,0.5088405248267898
California,07/2014,0.5397372942825113
California,08/2014,0.42481117073170727
California,09/2014,0.5088702439977666
California,10/2014,0.5042097833333333
California,11/2014,0.49675720080552355
California,12/2014,0.38058424521934753
Kansas,01/2014,0.9702851526315788
Kansas,02/2014,1.289766735955056
Kansas,03/2014,1.1649687303921568
Kansas,04/2014,1.4517737510729614
Kansas,05/2014,1.5337375483870965
Kansas,06/2014,1.1468467999999998
Kansas,07/2014,1.5186924710743799
Kansas,08/2014,1.5414757419354839
Kansas,09/2014,1.46901875
Kansas,10/2014,1.7755918951612903
Kansas,11/2014,1.8753482625
Kansas,12/2014,0.9673585909090908
North Carolina,01/2014,0.9698025205128206
North Carolina,02/2014,0.7271337767857143
North Carolina,03/2014,0.45948245731707316
North Carolina,04/2014,0.38339106666666667
North Carolina,05/2014,0.1804558591836735
North Carolina,06/2014,0.1480292740740741
North Carolina,07/2014,0.17289009318996415
North Carolina,08/2014,0.13089303387096773
North Carolina,09/2014,0.14577825335570468
North Carolina,10/2014,0.27230783881578946
North Carolina,11/2014,0.5614576632996633
North Carolina,12/2014,0.4939710649546827
South Carolina,01/2014,0.8046799107883817
South Carolina,02/2014,0.7025261301020408
South Carolina,03/2014,0.38210737903225805
South Carolina,04/2014,0.4101476761658031
South Carolina,05/2014,0.5255946153846154
South Carolina,06/2014,0.37400888250000003
South Carolina,07/2014,0.27865405699481866
South Carolina,08/2014,0.33696334677419354
South Carolina,09/2014,0.2805081407035176
South Carolina,10/2014,0.25841174013921114
South Carolina,11/2014,0.3568987952522255
South Carolina,12/2014,0.5289634733009709
Colorado,01/2014,1.647661986440678
Colorado,02/2014,1.3436184142857144
Colorado,03/2014,1.4468634870967743
Colorado,04/2014,1.3688193866666665
Colorado,05/2014,0.9308430269360269
Colorado,06/2014,0.8469432517006802
Colorado,07/2014,0.9962818645161292
Colorado,08/2014,1.4200473360655737
Colorado,09/2014,1.7516544478260867
Colorado,10/2014,1.5880223387096772
Colorado,11/2014,1.8542970875
Colorado,12/2014,2.45161410483871
Connecticut,01/2014,1.6856756052631583
Connecticut,02/2014,1.6293010401785715
Connecticut,03/2014,1.2537120927419356
Connecticut,04/2014,0.44121958749999995
Connecticut,05/2014,0.358495504032258
Connecticut,06/2014,0.3212800982905983
Connecticut,07/2014,0.34402206451612904
Connecticut,08/2014,0.24828165322580645
Connecticut,09/2014,0.27747489999999997
Connecticut,10/2014,0.31893787096774195
Connecticut,11/2014,0.8976229749999999
Connecticut,12/2014,0.5326948427419355
North Dakota,01/2014,0.8210478321464904
North Dakota,02/2014,0.9570532969628796
North Dakota,03/2014,0.5948453081023455
North Dakota,04/2014,0.48549793541666664
North Dakota,05/2014,0.4476686340725807
North Dakota,06/2014,0.5788685533472803
North Dakota,07/2014,0.9080936708333333
North Dakota,08/2014,0.5847969949596774
North Dakota,09/2014,0.67342553125
North Dakota,10/2014,0.8179328483606557
North Dakota,11/2014,0.9842586673728815
