State,Month,co
California,07/2014,0.2178266113809854
California,08/2014,0.2297413706130089
California,09/2014,0.26591035267321983
California,10/2014,0.36726976442307696
California,11/2014,0.4128824342750409
California,12/2014,0.409516725367811
Kansas,01/2014,0.26191798387096776
Kansas,02/2014,0.28673992857142855
Kansas,03/2014,0.28594783870967744
Kansas,04/2014,0.27466074999999995
Kansas,05/2014,0.24664659677419357
Kansas,06/2014,0.22812283928571428
Kansas,07/2014,0.26236166
Kansas,08/2014,0.2607779032258064
Kansas,09/2014,0.28015005
Kansas,10/2014,0.28772277419354836
Kansas,11/2014,0.24873041666666665
Kansas,12/2014,0.26023090322580644
North Carolina,01/2014,0.38123935483870974
North Carolina,02/2014,0.3496463080357143
North Carolina,03/2014,0.3172662520325203
North Carolina,04/2014,0.24117520725388603
North Carolina,05/2014,0.22859095698924728
North Carolina,06/2014,0.20499603333333333
North Carolina,07/2014,0.20463390860215055
North Carolina,08/2014,0.24965885714285713
North Carolina,09/2014,0.20524952777777777
North Carolina,10/2014,0.2886041989247312
North Carolina,11/2014,0.350703283018868
North Carolina,12/2014,0.39654739247311827
South Carolina,01/2014,0.1842907096774193
South Carolina,02/2014,0.21462626666666665
South Carolina,03/2014,0.16548625806451614
South Carolina,04/2014,0.135255
South Carolina,05/2014,0.12911093548387095
South Carolina,06/2014,0.11897133333333333
South Carolina,07/2014,0.11601019354838706
South Carolina,08/2014,0.14974520967741936
South Carolina,09/2014,0.0981770625
South Carolina,10/2014,0.14877192307692308
South Carolina,11/2014,0.18527643333333332
South Carolina,12/2014,0.22320616129032259
Colorado,01/2014,0.418922833063209
Colorado,02/2014,0.3468540267857143
Colorado,03/2014,0.29484692903225806
Colorado,04/2014,0.267613965
Colorado,05/2014,0.2802557234432234
Colorado,06/2014,0.2468832424749164
Colorado,07/2014,0.29400961129032255
Colorado,08/2014,0.2999086003616636
Colorado,09/2014,0.34192262204724405
Colorado,10/2014,0.390944182795699
Colorado,11/2014,0.4451621592592592
Colorado,12/2014,0.6111696792114696
Connecticut,01/2014,0.3218744774193548
Connecticut,02/2014,0.36670406934306565
Connecticut,03/2014,0.2815122433333333
Connecticut,04/2014,0.23607633000000003
Connecticut,05/2014,0.2320161516129032
Connecticut,06/2014,0.22322281724137932
Connecticut,07/2014,0.23656856774193546
Connecticut,08/2014,0.2487981907894737
Connecticut,09/2014,0.2384917427536232
Connecticut,10/2014,0.25399565131578944
Connecticut,11/2014,0.3077061512027492
Connecticut,12/2014,0.2684484096774194
North Dakota,01/2014,0.14965535483870962
North Dakota,02/2014,0.16591614285714287
North Dakota,03/2014,0.18313033870967738
North Dakota,04/2014,0.1828523448275862
North Dakota,05/2014,0.1665296129032258
North Dakota,06/2014,0.1357669333333333
North Dakota,07/2014,0.14285691935483869
North Dakota,08/2014,0.18473759677419355
North Dakota,09/2014,0.15
North Dakota,10/2014,0.13021595000000002
North Dakota,11/2014,0.14934778571428572
North Dakota,12/2014,0.17636817741935484
South Dakota,01/2014,0.193318064516129
South Dakota,02/2014,0.21096601785714286
South Dakota,03/2014,0.21264899999999992
South Dakota,04/2014,0.2008125833333333
South Dakota,05/2014,0.17770561111111108
South Dakota,06/2014,0.13320849019607842
South Dakota,07/2014,0.16181545161290323
South Dakota,08/2014,0.18328630645161292
South Dakota,09/2014,0.1562928333333333
South Dakota,10/2014,0.1614173064516129
South Dakota,11/2014,0.17924506666666667
South Dakota,12/2014,0.27062217741935485
Delaware,01/2014,0.3626005
Delaware,02/2014,0.2940195205479452
Delaware,03/2014,0.28320668852459013
Delaware,04/2014,0.22026264130434778
Delaware,05/2014,0.19666337096774195
Delaware,06/2014,0.17121813333333336
Delaware,07/2014,0.17482736956521738
Delaware,08/2014,0.185072962962963
Delaware,09/2014,0.17716102272727274
Delaware,10/2014,0.18942142857142855
Delaware,11/2014,0.3125301666666666
Delaware,12/2014,0.3011153333333334
Florida,01/2014,0.17680948190789472
Florida,02/2014,0.21997262380038388
Florida,03/2014,0.19017251129032256
Florida,04/2014,0.23768413798008534
Florida,05/2014,0.21073240092879256
Florida,06/2014,0.21758283409436832
Florida,07/2014,0.2211968793604651
Florida,08/2014,0.26533890934844195
Florida,09/2014,0.24807251891074128
Florida,10/2014,0.24357449857142857
Florida,11/2014,0.21614680966325034
Florida,12/2014,0.30892325067750676
Georgia,01/2014,0.2288602032967033
Georgia,02/2014,0.3252616547619048
Georgia,03/2014,0.28298909701492536
Georgia,04/2014,0.24908713333333338
Georgia,05/2014,0.24326399180327873
Georgia,06/2014,0.314813884057971
Georgia,07/2014,0.333395311827957
Georgia,08/2014,0.4047244784946236
Georgia,09/2014,0.37736375555555557
Georgia,10/2014,0.3654911451612904
Georgia,11/2014,0.3915258055555556
Georgia,12/2014,0.4121773655913979
Hawaii,01/2014,0.438806875
Hawaii,02/2014,0.4036930357142858
Hawaii,03/2014,0.6313719918699185
Hawaii,04/2014,0.5640947434210526
Hawaii,05/2014,0.4444485287356321
Hawaii,06/2014,0.47798820555555555
Hawaii,07/2014,0.16421362285714292
Hawaii,08/2014,0.17018284931506847
Hawaii,09/2014,0.2853573719512195
Hawaii,10/2014,0.24583970588235296
Hawaii,11/2014,0.30188961494252875
Hawaii,12/2014,0.3579436989247312
Idaho,01/2014,0.4188591612903226
Idaho,02/2014,0.3615376964285714
Idaho,03/2014,0.2740453064516129
Idaho,04/2014,0.2310196277777778
Idaho,05/2014,0.18662441397849464
Idaho,06/2014,0.1598085611111111
Idaho,07/2014,0.21167949462365587
Idaho,08/2014,0.21879662365591396
Idaho,09/2014,0.27999630000000003
Idaho,10/2014,0.300939376344086
Idaho,11/2014,0.37947869444444443
Idaho,12/2014,0.373829412087912
Rhode Island,01/2014,0.3056769032258065
Rhode Island,02/2014,0.2887109642857143
Rhode Island,03/2014,0.2589218225806451
Rhode Island,04/2014,0.3622916
Rhode Island,05/2014,0.35832621774193546
Rhode Island,06/2014,0.3598990166666666
Rhode Island,07/2014,0.34945199999999993
Rhode Island,08/2014,0.39250559836065574
Rhode Island,09/2014,0.3893166521739131
Rhode Island,10/2014,0.40543422580645166
Rhode Island,11/2014,0.4830690916666667
Rhode Island,12/2014,0.4399858548387097
Illinois,01/2014,0.23352548529411768
Illinois,02/2014,0.25013296341463415
Illinois,03/2014,0.2638689135802469
Illinois,04/2014,0.22618147222222224
Illinois,05/2014,0.22998848850574713
Illinois,06/2014,0.2565931075949367
Illinois,07/2014,0.23215568888888888
Illinois,08/2014,0.2739535238095238
Illinois,09/2014,0.2709076478873239
Illinois,10/2014,0.21024413636363634
Illinois,11/2014,0.19110973563218395
Illinois,12/2014,0.22255314516129032
Indiana,01/2014,0.4013946033333334
Indiana,02/2014,0.5135282928571427
Indiana,03/2014,0.49626527272727267
Indiana,04/2014,0.3873029733333333
Indiana,05/2014,0.3152232029850746
Indiana,06/2014,0.3036674217687075
Indiana,07/2014,0.3503373679245283
Indiana,08/2014,0.4359591257309941
Indiana,09/2014,0.39405575000000004
Indiana,10/2014,0.34574827956989246
Indiana,11/2014,0.3090420742857143
Indiana,12/2014,0.3815726846590909
Iowa,01/2014,0.20927267391304347
Iowa,02/2014,0.23452291071428574
Iowa,03/2014,0.22161047849462365
Iowa,04/2014,0.20836621666666666
Iowa,05/2014,0.19788178494623657
Iowa,06/2014,0.1733104606741573
Iowa,07/2014,0.18517952150537637
Iowa,08/2014,0.22292098387096776
Iowa,09/2014,0.22175150561797752
Iowa,10/2014,0.20869057526881718
Iowa,11/2014,0.1957397222222222
Iowa,12/2014,0.21538882258064515
Kentucky,01/2014,0.33045519626168224
Kentucky,02/2014,0.2960461130952381
Kentucky,03/2014,0.3025794946236559
Kentucky,04/2014,0.28665280000000004
Kentucky,05/2014,0.2594729301075269
Kentucky,06/2014,0.1968342067039106
Kentucky,07/2014,0.23625019298245614
Kentucky,08/2014,0.25205236419753085
Kentucky,09/2014,0.22856878333333333
Kentucky,10/2014,0.2628364032258065
Kentucky,11/2014,0.27692871532846713
Kentucky,12/2014,0.28019175625
Louisiana,01/2014,0.29273622413793104
Louisiana,02/2014,0.2525035892857143
Louisiana,03/2014,0.23739707142857142
Louisiana,04/2014,0.1885974
Louisiana,05/2014,0.18295450000000002
Louisiana,06/2014,0.1528738
Louisiana,07/2014,0.17373179032258063
Louisiana,08/2014,0.23840303225806453
Louisiana,09/2014,0.3105445333333333
Louisiana,10/2014,0.38386829032258063
Louisiana,11/2014,0.48885028333333336
Louisiana,12/2014,0.28328083870967735
Maine,01/2014,0.1730118870967742
Maine,02/2014,0.19014540178571432
Maine,03/2014,0.18520033898305083
Maine,04/2014,0.19218371710526316
Maine,05/2014,0.17648841477272728
Maine,06/2014,0.16329923888888892
Maine,07/2014,0.17198771505376345
Maine,08/2014,0.2091385483870968
Maine,09/2014,0.17793087777777777
Maine,10/2014,0.17598309677419355
Maine,11/2014,0.21496404444444445
Maine,12/2014,0.22087002222222227
Maryland,01/2014,0.23479106854838708
Maryland,02/2014,0.24109572767857143
Maryland,03/2014,0.21550930483271374
Maryland,04/2014,0.19457487499999998
Maryland,05/2014,0.17856172727272726
Maryland,06/2014,0.17012579646017698
Maryland,07/2014,0.17194058702064896
Maryland,08/2014,0.21116985753424658
Maryland,09/2014,0.1852969138888889
Maryland,10/2014,0.21073072311827956
Maryland,11/2014,0.2499088117977528
Maryland,12/2014,0.2563979193548387
Massachusetts,01/2014,0.3156471754807692
Massachusetts,02/2014,0.35460863402061854
Massachusetts,03/2014,0.3262029484777517
Massachusetts,04/2014,0.26459966904761906
Massachusetts,05/2014,0.26208056221198156
Massachusetts,06/2014,0.2030615799522673
Massachusetts,07/2014,0.2025349470046083
Massachusetts,08/2014,0.21693624074074075
Massachusetts,09/2014,0.19073510610079578
Massachusetts,10/2014,0.21861972395833332
Massachusetts,11/2014,0.27718453201970444
Massachusetts,12/2014,0.2606794454976304
Michigan,01/2014,0.2462641889117043
Michigan,02/2014,0.31670313169642866
Michigan,03/2014,0.2956983830645162
Michigan,04/2014,0.27815230625
Michigan,05/2014,0.28405339754098363
Michigan,06/2014,0.28139813559322036
Michigan,07/2014,0.2675621673387097
Michigan,08/2014,0.317802564516129
Michigan,09/2014,0.3344111020833333
Michigan,10/2014,0.28399214516129034
Michigan,11/2014,0.23930543644067798
Michigan,12/2014,0.2794615696202532
Minnesota,01/2014,0.07700542663043479
Minnesota,02/2014,0.1035245119047619
Minnesota,03/2014,0.10861604838709676
Minnesota,04/2014,0.11542525661375662
Minnesota,05/2014,0.13024436405529954
Minnesota,06/2014,0.11367890476190474
Minnesota,07/2014,0.10513101078167116
Minnesota,08/2014,0.10688096756756757
Minnesota,09/2014,0.07277252631578947
Minnesota,10/2014,0.2736049675675676
Minnesota,11/2014,0.2953819638888889
Minnesota,12/2014,0.32550637362637364
Mississippi,01/2014,0.23014325806451613
Mississippi,02/2014,0.2530582142857143
Mississippi,03/2014,0.2567732580645161
Mississippi,04/2014,0.21732331666666665
Mississippi,05/2014,0.2012226935483871
Mississippi,06/2014,0.17034575000000002
Mississippi,07/2014,0.19979087096774192
Mississippi,08/2014,0.22272712903225803
Mississippi,09/2014,0.21014113333333337
Mississippi,10/2014,0.26288279032258066
Mississippi,11/2014,0.22231441666666668
Mississippi,12/2014,0.2475546612903225
Missouri,01/2014,0.259682629032258
Missouri,02/2014,0.2890705119047619
Missouri,03/2014,0.2884289784946237
Missouri,04/2014,0.255435091954023
Missouri,05/2014,0.25414760752688176
Missouri,06/2014,0.23160691111111112
Missouri,07/2014,0.24667738709677414
Missouri,08/2014,0.2889152741935484
Missouri,09/2014,0.2994000611111111
Missouri,10/2014,0.2814598967391304
Missouri,11/2014,0.2625445388888889
Missouri,12/2014,0.2798657365591398
Montana,01/2014,0.1730528629032258
Montana,02/2014,0.165641
Montana,03/2014,0.15383828225806453
Montana,04/2014,0.12516320833333333
Montana,05/2014,0.1011096129032258
Montana,06/2014,0.10671109166666669
Montana,07/2014,0.13276060483870972
Montana,08/2014,0.1411687983870968
Montana,09/2014,0.13418908333333335
Montana,10/2014,0.10543104838709678
Montana,11/2014,0.11119826666666667
Montana,12/2014,0.12882045967741934
Nebraska,01/2014,0.3440958548387097
Nebraska,02/2014,0.43583476785714276
Nebraska,03/2014,0.38118456557377056
Nebraska,04/2014,0.41300450000000005
Nebraska,05/2014,0.3328482661290322
Nebraska,06/2014,0.36512565254237284
Nebraska,07/2014,0.37126820967741936
Nebraska,08/2014,0.4707718387096775
Nebraska,09/2014,0.3934975333333333
Nebraska,10/2014,0.2952807636363637
Nebraska,11/2014,0.26715503333333335
Nebraska,12/2014,0.34184941129032254
Nevada,01/2014,0.7581152286184211
Nevada,02/2014,0.4654953553571429
Nevada,03/2014,0.36352325645161293
Nevada,04/2014,0.30435827891156464
Nevada,05/2014,0.22970164516129027
Nevada,06/2014,0.20610514
Nevada,07/2014,0.19109271612903225
Nevada,08/2014,0.20341615
Nevada,09/2014,0.29897677210884355
Nevada,10/2014,0.37248390020790023
Nevada,11/2014,0.4740459602803739
Nevada,12/2014,0.48302210697674414
New Hampshire,01/2014,0.2100590483870968
New Hampshire,02/2014,0.1975498392857143
New Hampshire,03/2014,0.18877091129032256
New Hampshire,04/2014,0.15475169298245614
New Hampshire,05/2014,0.14878791129032262
New Hampshire,06/2014,0.1321668
New Hampshire,07/2014,0.1611165081967213
New Hampshire,08/2014,0.1806599919354839
New Hampshire,09/2014,0.14631915
New Hampshire,10/2014,0.14777788709677417
New Hampshire,11/2014,0.18939451666666668
New Hampshire,12/2014,0.19106968548387102
New Jersey,01/2014,0.4619945677419354
New Jersey,02/2014,0.4684878844765343
New Jersey,03/2014,0.37581220000000004
New Jersey,04/2014,0.28819523055555557
New Jersey,05/2014,0.28692019346049047
New Jersey,06/2014,0.3025189777777778
New Jersey,07/2014,0.3069177419354839
New Jersey,08/2014,0.3630849032258065
New Jersey,09/2014,0.3713298305555556
New Jersey,10/2014,0.3447105107526882
New Jersey,11/2014,0.39028242499999993
New Jersey,12/2014,0.38005920161290324
New York,01/2014,0.38836976341463414
New York,02/2014,0.3399167418478261
New York,03/2014,0.29532549767441857
New York,04/2014,0.22428213333333336
New York,05/2014,0.21829414285714283
New York,06/2014,0.2195001038647343
New York,07/2014,0.20750699754901963
New York,08/2014,0.23447803455284552
New York,09/2014,0.2372575965665236
New York,10/2014,0.21420221720430105
New York,11/2014,0.3313468729166667
New York,12/2014,0.3061342246520874
New Mexico,01/2014,0.3155333387096775
New Mexico,02/2014,0.18527432142857142
New Mexico,03/2014,0.12438695833333333
New Mexico,04/2014,0.1780085726495726
New Mexico,05/2014,0.20145608064516127
New Mexico,06/2014,0.1596098833333333
New Mexico,07/2014,0.14945915000000004
New Mexico,08/2014,0.15874736486486488
New Mexico,09/2014,0.1385486105263158
New Mexico,10/2014,0.2203971139240506
New Mexico,11/2014,0.28386831666666673
New Mexico,12/2014,0.3530775967741936
Oklahoma,01/2014,0.14830378021978022
Oklahoma,02/2014,0.18093000595238093
Oklahoma,03/2014,0.1557400517241379
Oklahoma,04/2014,0.1321114388888889
Oklahoma,05/2014,0.15132924193548386
Oklahoma,06/2014,0.12413921666666666
Oklahoma,07/2014,0.1369336129032258
Oklahoma,08/2014,0.1559299946236559
Oklahoma,09/2014,0.13807265168539326
Oklahoma,10/2014,0.2097108709677419
Oklahoma,11/2014,0.18365834939759035
Oklahoma,12/2014,0.22287784408602154
Ohio,01/2014,0.2567024151785714
Ohio,02/2014,0.3013108279220779
Ohio,03/2014,0.30632365542521994
Ohio,04/2014,0.2709298174846626
Ohio,05/2014,0.24419368914956013
Ohio,06/2014,0.24419343333333332
Ohio,07/2014,0.24510077859237536
Ohio,08/2014,0.27685256451612905
Ohio,09/2014,0.26628823846153843
Ohio,10/2014,0.2789939986449864
Ohio,11/2014,0.2716011855828221
Ohio,12/2014,0.28612194514767936
Oregon,01/2014,0.3207657741935484
Oregon,02/2014,0.27053826785714286
Oregon,03/2014,0.29977687096774197
Oregon,04/2014,0.23616174999999998
Oregon,05/2014,0.2541119454545454
Oregon,06/2014,0.22751168518518522
Oregon,07/2014,0.22569325409836064
Oregon,08/2014,0.26890500847457627
Oregon,09/2014,0.29933583333333336
Oregon,10/2014,0.3997431209677419
Oregon,11/2014,0.29305935833333335
Oregon,12/2014,0.3275410564516129
Pennsylvania,01/2014,0.22191537267080746
Pennsylvania,02/2014,0.27272676641550053
Pennsylvania,03/2014,0.2402487053658537
Pennsylvania,04/2014,0.24969447114375654
Pennsylvania,05/2014,0.20925392731048806
Pennsylvania,06/2014,0.2005012010752688
Pennsylvania,07/2014,0.21542140027700832
Pennsylvania,08/2014,0.23959401912568307
Pennsylvania,09/2014,0.22237751540616246
Pennsylvania,10/2014,0.20341727956989247
Pennsylvania,11/2014,0.23154270480225989
Pennsylvania,12/2014,0.24938771994535516
Tennessee,01/2014,0.2874644223300971
Tennessee,02/2014,0.2570006578947369
Tennessee,03/2014,0.2695709556451613
Tennessee,04/2014,0.27384514705882357
Tennessee,05/2014,0.22497495161290323
Tennessee,06/2014,0.2660627083333333
Tennessee,07/2014,0.26523248012232414
Tennessee,08/2014,0.29251043817204303
Tennessee,09/2014,0.27333369166666666
Tennessee,10/2014,0.3235558424437299
Tennessee,11/2014,0.3057952958199357
Tennessee,12/2014,0.30909917741935483
Texas,01/2014,0.2552923730738037
Texas,02/2014,0.21331315714285712
Texas,03/2014,0.2002468814935065
Texas,04/2014,0.18765714106844741
Texas,05/2014,0.1741273830645161
Texas,06/2014,0.1512797860738255
Texas,07/2014,0.1792005683802134
Texas,08/2014,0.17636031285988482
Texas,09/2014,0.19056906262425452
Texas,10/2014,0.23158752471482894
Texas,11/2014,0.2482844492146597
Texas,12/2014,0.26931413508064517
Utah,01/2014,0.9843099946236559
Utah,02/2014,0.6861445379746837
Utah,03/2014,0.4696847692307692
Utah,04/2014,0.3975929888888889
Utah,05/2014,0.28276083870967744
Utah,06/2014,0.26211650000000003
Utah,07/2014,0.24775072619047617
Utah,08/2014,0.2519281684782609
Utah,09/2014,0.35018787209302327
Utah,10/2014,0.45775382417582416
Utah,11/2014,0.6449683672316384
Utah,12/2014,0.7383812903225807
Vermont,01/2014,0.1933545029585799
Vermont,02/2014,0.25770434374999995
Vermont,03/2014,0.25734417021276595
Vermont,04/2014,0.19581651428571428
Vermont,05/2014,0.14829845138888886
Vermont,06/2014,0.15606430898876406
Vermont,07/2014,0.17974615217391304
Vermont,08/2014,0.20263851630434784
Vermont,09/2014,0.16479265384615382
Vermont,10/2014,0.16857850806451613
Vermont,11/2014,0.13386361235955055
Vermont,12/2014,0.11281063095238093
Virginia,01/2014,0.34807638736263735
Virginia,02/2014,0.2427227032967033
Virginia,03/2014,0.2571893538461539
Virginia,04/2014,0.2654392942583732
Virginia,05/2014,0.19245967281105994
Virginia,06/2014,0.21472130714285717
Virginia,07/2014,0.21702431188118815
Virginia,08/2014,0.3064333940092166
Virginia,09/2014,0.30683085049019604
Virginia,10/2014,0.27356510138248846
Virginia,11/2014,0.3106243238095238
Virginia,12/2014,0.35162459447004607
West Virginia,01/2014,0.26624093548387096
West Virginia,02/2014,0.36208158333333335
West Virginia,03/2014,0.3472097096774194
West Virginia,04/2014,0.3346965333333333
West Virginia,05/2014,0.35789258064516133
West Virginia,06/2014,0.3255736666666666
West Virginia,07/2014,0.3228154516129032
West Virginia,08/2014,0.3865719565217391
West Virginia,09/2014,0.3219381
West Virginia,10/2014,0.2866922045454545
West Virginia,11/2014,0.2689880611111111
West Virginia,12/2014,0.2668643870967742
Washington,01/2014,0.3350767662337662
Washington,02/2014,0.18045977192982454
Washington,03/2014,0.26155835955056184
Washington,04/2014,0.3023052708333333
Washington,05/2014,0.3290777277777778
Washington,06/2014,0.29519471356783916
Washington,07/2014,0.255568705882353
Washington,08/2014,0.38276482439024395
Washington,09/2014,0.3480393275862069
Washington,10/2014,0.3886490204918032
Washington,11/2014,0.46645165714285713
Washington,12/2014,0.40445159913793105
Wisconsin,01/2014,0.1076296935483871
Wisconsin,02/2014,0.13565319090909092
Wisconsin,03/2014,0.2341091774193548
Wisconsin,04/2014,0.2100767333333333
Wisconsin,05/2014,0.19673259677419352
Wisconsin,06/2014,0.18623469166666667
Wisconsin,07/2014,0.1921029112903226
Wisconsin,08/2014,0.23104771774193547
Wisconsin,09/2014,0.23061323333333336
Wisconsin,10/2014,0.21270592741935485
Wisconsin,11/2014,0.22331705
Wisconsin,12/2014,0.2454258387096774
Wyoming,01/2014,0.23246296739130431
Wyoming,02/2014,0.20692051785714285
Wyoming,03/2014,0.18530903370786517
Wyoming,04/2014,0.2112144529411765
Wyoming,05/2014,0.20001147849462364
Wyoming,06/2014,0.10684227932960894
Wyoming,07/2014,0.04130544632768361
Wyoming,08/2014,0.03626555801104972
Wyoming,09/2014,0.03964932894736842
Wyoming,10/2014,0.03348818181818182
Wyoming,11/2014,0.03384046153846154
Wyoming,12/2014,0.07674964673913044
