State,Month,Deaths
Massachusetts,07/2014,298.0
Massachusetts,08/2014,271.0
Massachusetts,09/2014,253.0
Massachusetts,10/2014,303.0
Massachusetts,11/2014,298.0
Massachusetts,12/2014,371.0
Michigan,01/2014,793.0
Michigan,02/2014,585.0
Michigan,03/2014,676.0
Michigan,04/2014,580.0
Michigan,05/2014,578.0
Michigan,06/2014,553.0
Michigan,07/2014,538.0
Michigan,08/2014,495.0
Michigan,09/2014,503.0
Michigan,10/2014,601.0
Michigan,11/2014,558.0
Michigan,12/2014,760.0
Minnesota,01/2014,300.0
Minnesota,02/2014,219.0
Minnesota,03/2014,231.0
Minnesota,04/2014,258.0
Minnesota,05/2014,265.0
Minnesota,06/2014,219.0
Minnesota,07/2014,209.0
Minnesota,08/2014,189.0
Minnesota,09/2014,221.0
Minnesota,10/2014,226.0
Minnesota,11/2014,237.0
Minnesota,12/2014,341.0
Mississippi,01/2014,306.0
Mississippi,02/2014,218.0
Mississippi,03/2014,201.0
Mississippi,04/2014,213.0
Mississippi,05/2014,208.0
Mississippi,06/2014,170.0
Mississippi,07/2014,184.0
Mississippi,08/2014,170.0
Mississippi,09/2014,178.0
Mississippi,10/2014,189.0
Mississippi,11/2014,214.0
Mississippi,12/2014,250.0
Missouri,01/2014,537.0
Missouri,02/2014,395.0
Missouri,03/2014,461.0
Missouri,04/2014,415.0
Missouri,05/2014,380.0
Missouri,06/2014,408.0
Missouri,07/2014,410.0
Missouri,08/2014,377.0
Missouri,09/2014,349.0
Missouri,10/2014,415.0
Missouri,11/2014,397.0
Missouri,12/2014,539.0
Montana,01/2014,68.0
Montana,02/2014,77.0
Montana,03/2014,79.0
Montana,04/2014,81.0
Montana,05/2014,72.0
Montana,06/2014,70.0
Montana,07/2014,54.0
Montana,08/2014,63.0
Montana,09/2014,63.0
Montana,10/2014,78.0
Montana,11/2014,68.0
Montana,12/2014,74.0
Nebraska,01/2014,167.0
Nebraska,02/2014,133.0
Nebraska,03/2014,165.0
Nebraska,04/2014,124.0
Nebraska,05/2014,102.0
Nebraska,06/2014,117.0
Nebraska,07/2014,102.0
Nebraska,08/2014,101.0
Nebraska,09/2014,82.0
Nebraska,10/2014,112.0
Nebraska,11/2014,106.0
Nebraska,12/2014,163.0
Nevada,01/2014,275.0
Nevada,02/2014,193.0
Nevada,03/2014,206.0
Nevada,04/2014,178.0
Nevada,05/2014,176.0
Nevada,06/2014,156.0
Nevada,07/2014,159.0
Nevada,08/2014,153.0
Nevada,09/2014,156.0
Nevada,10/2014,166.0
Nevada,11/2014,171.0
Nevada,12/2014,220.0
New Hampshire,01/2014,85.0
New Hampshire,02/2014,76.0
New Hampshire,03/2014,94.0
New Hampshire,04/2014,79.0
New Hampshire,05/2014,75.0
New Hampshire,06/2014,69.0
New Hampshire,07/2014,58.0
New Hampshire,08/2014,55.0
New Hampshire,09/2014,69.0
New Hampshire,10/2014,68.0
New Hampshire,11/2014,72.0
New Hampshire,12/2014,74.0
New Jersey,01/2014,450.0
New Jersey,02/2014,387.0
New Jersey,03/2014,413.0
New Jersey,04/2014,425.0
New Jersey,05/2014,392.0
New Jersey,06/2014,345.0
New Jersey,07/2014,290.0
New Jersey,08/2014,296.0
New Jersey,09/2014,295.0
New Jersey,10/2014,294.0
New Jersey,11/2014,319.0
New Jersey,12/2014,374.0
New York,01/2014,1205.0
New York,02/2014,1054.0
New York,03/2014,1096.0
New York,04/2014,1104.0
New York,05/2014,958.0
New York,06/2014,852.0
New York,07/2014,807.0
New York,08/2014,802.0
New York,09/2014,785.0
New York,10/2014,894.0
New York,11/2014,883.0
New York,12/2014,1068.0
New Mexico,01/2014,208.0
New Mexico,02/2014,159.0
New Mexico,03/2014,156.0
New Mexico,04/2014,127.0
New Mexico,05/2014,122.0
New Mexico,06/2014,95.0
New Mexico,07/2014,97.0
New Mexico,08/2014,87.0
New Mexico,09/2014,107.0
New Mexico,10/2014,117.0
New Mexico,11/2014,114.0
New Mexico,12/2014,114.0
Oklahoma,01/2014,392.0
Oklahoma,02/2014,328.0
Oklahoma,03/2014,344.0
Oklahoma,04/2014,291.0
Oklahoma,05/2014,302.0
Oklahoma,06/2014,249.0
Oklahoma,07/2014,253.0
Oklahoma,08/2014,232.0
Oklahoma,09/2014,235.0
Oklahoma,10/2014,249.0
Oklahoma,11/2014,279.0
Oklahoma,12/2014,341.0
Ohio,01/2014,955.0
Ohio,02/2014,790.0
Ohio,03/2014,846.0
Ohio,04/2014,775.0
Ohio,05/2014,737.0
Ohio,06/2014,660.0
Ohio,07/2014,676.0
Ohio,08/2014,712.0
Ohio,09/2014,661.0
Ohio,10/2014,675.0
Ohio,11/2014,670.0
Ohio,12/2014,1051.0
Oregon,01/2014,282.0
Oregon,02/2014,230.0
Oregon,03/2014,226.0
Oregon,04/2014,197.0
Oregon,05/2014,220.0
Oregon,06/2014,199.0
Oregon,07/2014,161.0
Oregon,08/2014,153.0
Oregon,09/2014,167.0
Oregon,10/2014,186.0
Oregon,11/2014,182.0
Oregon,12/2014,202.0
Pennsylvania,01/2014,933.0
Pennsylvania,02/2014,841.0
Pennsylvania,03/2014,864.0
Pennsylvania,04/2014,788.0
Pennsylvania,05/2014,735.0
Pennsylvania,06/2014,665.0
Pennsylvania,07/2014,676.0
Pennsylvania,08/2014,614.0
Pennsylvania,09/2014,581.0
Pennsylvania,10/2014,714.0
Pennsylvania,11/2014,667.0
Pennsylvania,12/2014,885.0
Tennessee,01/2014,638.0
Tennessee,02/2014,510.0
Tennessee,03/2014,470.0
Tennessee,04/2014,456.0
Tennessee,05/2014,470.0
Tennessee,06/2014,378.0
Tennessee,07/2014,376.0
Tennessee,08/2014,364.0
Tennessee,09/2014,400.0
Tennessee,10/2014,448.0
Tennessee,11/2014,457.0
Tennessee,12/2014,604.0
Texas,01/2014,1805.0
Texas,02/2014,1159.0
Texas,03/2014,1254.0
Texas,04/2014,1088.0
Texas,05/2014,1029.0
Texas,06/2014,954.0
Texas,07/2014,898.0
Texas,08/2014,818.0
Texas,09/2014,826.0
Texas,10/2014,952.0
Texas,11/2014,1022.0
Texas,12/2014,1315.0
Utah,01/2014,130.0
Utah,02/2014,96.0
Utah,03/2014,120.0
Utah,04/2014,87.0
Utah,05/2014,104.0
Utah,06/2014,76.0
Utah,07/2014,75.0
Utah,08/2014,71.0
Utah,09/2014,78.0
Utah,10/2014,85.0
Utah,11/2014,74.0
Utah,12/2014,127.0
Vermont,01/2014,32.0
Vermont,02/2014,43.0
Vermont,03/2014,53.0
Vermont,04/2014,39.0
Vermont,05/2014,33.0
Vermont,06/2014,38.0
Vermont,07/2014,35.0
Vermont,08/2014,34.0
Vermont,09/2014,25.0
Vermont,10/2014,20.0
Vermont,11/2014,26.0
Vermont,12/2014,29.0
Virginia,01/2014,527.0
Virginia,02/2014,403.0
Virginia,03/2014,442.0
Virginia,04/2014,357.0
Virginia,05/2014,368.0
Virginia,06/2014,346.0
Virginia,07/2014,353.0
Virginia,08/2014,329.0
Virginia,09/2014,303.0
Virginia,10/2014,341.0
Virginia,11/2014,321.0
Virginia,12/2014,516.0
West Virginia,01/2014,241.0
West Virginia,02/2014,190.0
West Virginia,03/2014,186.0
West Virginia,04/2014,140.0
West Virginia,05/2014,131.0
West Virginia,06/2014,164.0
West Virginia,07/2014,173.0
West Virginia,08/2014,116.0
West Virginia,09/2014,158.0
West Virginia,10/2014,149.0
West Virginia,11/2014,177.0
West Virginia,12/2014,226.0
Washington,01/2014,428.0
Washington,02/2014,357.0
Washington,03/2014,328.0
Washington,04/2014,273.0
Washington,05/2014,294.0
Washington,06/2014,281.0
Washington,07/2014,277.0
Washington,08/2014,225.0
Washington,09/2014,229.0
Washington,10/2014,272.0
Washington,11/2014,306.0
Washington,12/2014,375.0
Wisconsin,01/2014,369.0
Wisconsin,02/2014,305.0
Wisconsin,03/2014,325.0
Wisconsin,04/2014,345.0
Wisconsin,05/2014,309.0
Wisconsin,06/2014,261.0
Wisconsin,07/2014,264.0
Wisconsin,08/2014,267.0
Wisconsin,09/2014,281.0
Wisconsin,10/2014,325.0
Wisconsin,11/2014,318.0
Wisconsin,12/2014,392.0
Wyoming,01/2014,57.0
Wyoming,02/2014,41.0
Wyoming,03/2014,41.0
Wyoming,04/2014,35.0
Wyoming,05/2014,41.0
Wyoming,06/2014,32.0
Wyoming,07/2014,30.0
Wyoming,08/2014,30.0
Wyoming,09/2014,35.0
Wyoming,10/2014,33.0
Wyoming,11/2014,34.0
Wyoming,12/2014,47.0
