State,Month,o3
North Carolina,12/2014,0.0208910685483871
South Carolina,01/2014,0.022105111111111114
South Carolina,02/2014,0.022948923076923082
South Carolina,03/2014,0.03630132
South Carolina,04/2014,0.03948891935483871
South Carolina,05/2014,0.035809033707865166
South Carolina,06/2014,0.030689255395683453
South Carolina,07/2014,0.029468147826086952
South Carolina,08/2014,0.02778870446735395
South Carolina,09/2014,0.021890043189368772
South Carolina,10/2014,0.025826405511811024
South Carolina,11/2014,0.023670422413793107
South Carolina,12/2014,0.018692191275167785
Colorado,01/2014,0.032960475348837205
Colorado,02/2014,0.033797018027571575
Colorado,03/2014,0.03991441312384473
Colorado,04/2014,0.04578153473491773
Colorado,05/2014,0.04447255546075086
Colorado,06/2014,0.04578200582362729
Colorado,07/2014,0.043110447068403904
Colorado,08/2014,0.03973583653846154
Colorado,09/2014,0.03578493284193284
Colorado,10/2014,0.033125120967741936
Colorado,11/2014,0.030279521825396824
Colorado,12/2014,0.02700246061814557
Connecticut,01/2014,0.024508722222222227
Connecticut,02/2014,0.03189520238095238
Connecticut,03/2014,0.03736479411764706
Connecticut,04/2014,0.0414187014084507
Connecticut,05/2014,0.03846322554347826
Connecticut,06/2014,0.03562261944444444
Connecticut,07/2014,0.04002349864498645
Connecticut,08/2014,0.033470704301075266
Connecticut,09/2014,0.029246022222222223
Connecticut,10/2014,0.025689566666666667
Connecticut,11/2014,0.02599847619047619
Connecticut,12/2014,0.02333763440860214
North Dakota,01/2014,0.03185223655913979
North Dakota,02/2014,0.03254597222222222
North Dakota,03/2014,0.03402220074349443
North Dakota,04/2014,0.03866241417910448
North Dakota,05/2014,0.03900503225806452
North Dakota,06/2014,0.03243811985018727
North Dakota,07/2014,0.0318403345323741
North Dakota,08/2014,0.027136201465201463
North Dakota,09/2014,0.026326270992366414
North Dakota,10/2014,0.024887770609318998
North Dakota,11/2014,0.024449307407407406
North Dakota,12/2014,0.02064583154121864
South Dakota,01/2014,0.030878959537572255
South Dakota,02/2014,0.03486030952380953
South Dakota,03/2014,0.03670847849462365
South Dakota,04/2014,0.041164197740113
South Dakota,05/2014,0.03793494086021505
South Dakota,06/2014,0.036084502857142854
South Dakota,07/2014,0.03402690322580645
South Dakota,08/2014,0.03210886021505376
South Dakota,09/2014,0.0298289
South Dakota,10/2014,0.029370618279569893
South Dakota,11/2014,0.028680396648044695
South Dakota,12/2014,0.022712780219780217
Delaware,01/2014,0.022052032710280372
Delaware,02/2014,0.027837155080213904
Delaware,03/2014,0.03377790610328638
Delaware,04/2014,0.040603409326424866
Delaware,05/2014,0.03760311574074074
Delaware,06/2014,0.036244528205128204
Delaware,07/2014,0.03747745108695652
Delaware,08/2014,0.033534434343434345
Delaware,09/2014,0.026973153061224487
Delaware,10/2014,0.025071336405529956
Delaware,11/2014,0.023615237864077675
Delaware,12/2014,0.017171981566820278
Florida,01/2014,0.02720304408482143
Florida,02/2014,0.02656082452944748
Florida,03/2014,0.03560372482113374
Florida,04/2014,0.03470078149829739
Florida,05/2014,0.03713840330578512
Florida,06/2014,0.025611743436754174
Florida,07/2014,0.024617660879629626
Florida,08/2014,0.02425485494880546
Florida,09/2014,0.020989161849710985
Florida,10/2014,0.030506515168539326
Florida,11/2014,0.028341641025641025
Florida,12/2014,0.02320185310734463
Georgia,01/2014,0.02533791935483872
Georgia,02/2014,0.028109444444444447
Georgia,03/2014,0.03407364123376624
Georgia,04/2014,0.03714026994906621
Georgia,05/2014,0.03423561744966443
Georgia,06/2014,0.027900310286677915
Georgia,07/2014,0.030007951534733443
Georgia,08/2014,0.030123307086614173
Georgia,09/2014,0.023075701923076924
Georgia,10/2014,0.025763184331797237
Georgia,11/2014,0.02478528333333334
Georgia,12/2014,0.01748714516129032
Hawaii,01/2014,0.02457493548387097
Hawaii,02/2014,0.018782999999999998
Hawaii,03/2014,0.029081103448275858
Hawaii,04/2014,0.03120487179487179
Hawaii,05/2014,0.021393822580645167
Hawaii,06/2014,0.02049128333333334
Hawaii,07/2014,0.01309991935483871
Hawaii,08/2014,0.016673022727272724
Hawaii,09/2014,0.013518527272727272
Hawaii,10/2014,0.017479104166666665
Hawaii,11/2014,0.030814666666666664
Hawaii,12/2014,0.030561516129032254
Idaho,01/2014,0.021158451612903226
Idaho,02/2014,0.02745478846153846
Idaho,03/2014,0.03273698360655738
Idaho,04/2014,0.03841604918032787
Idaho,05/2014,0.038509655913978494
Idaho,06/2014,0.0386111
Idaho,07/2014,0.040692315217391306
Idaho,08/2014,0.040598290322580645
Idaho,09/2014,0.034650181818181816
Idaho,10/2014,0.029285532258064517
Idaho,11/2014,0.024678399999999996
Idaho,12/2014,0.02246932258064516
Rhode Island,01/2014,0.023438354838709676
Rhode Island,02/2014,0.030109800000000003
Rhode Island,03/2014,0.03858430107526882
Rhode Island,04/2014,0.04161241111111111
Rhode Island,05/2014,0.037017548387096776
Rhode Island,06/2014,0.03154644444444445
Rhode Island,07/2014,0.03575212903225807
Rhode Island,08/2014,0.03071194623655914
Rhode Island,09/2014,0.02818943333333333
Rhode Island,10/2014,0.02517051612903225
Rhode Island,11/2014,0.02314686666666667
Rhode Island,12/2014,0.020734612903225803
Illinois,01/2014,0.023808372781065092
Illinois,02/2014,0.028352479729729724
Illinois,03/2014,0.030809216541353386
Illinois,04/2014,0.036303560730593605
Illinois,05/2014,0.03734775224416517
Illinois,06/2014,0.03600281894934334
Illinois,07/2014,0.030767326714801445
Illinois,08/2014,0.032605402654867256
Illinois,09/2014,0.027848553171641793
Illinois,10/2014,0.021722862344582594
Illinois,11/2014,0.020025581288343558
Illinois,12/2014,0.01399428895612708
Indiana,01/2014,0.0258266218487395
Indiana,02/2014,0.03150377678571429
Indiana,03/2014,0.03447381560283688
Indiana,04/2014,0.037481821125674636
Indiana,05/2014,0.03689628129602356
Indiana,06/2014,0.03536214254062039
Indiana,07/2014,0.030359670021567215
Indiana,08/2014,0.03073217195207893
Indiana,09/2014,0.026669335025380714
Indiana,10/2014,0.021265135514018693
Indiana,11/2014,0.020913492857142855
Indiana,12/2014,0.01467440522875817
Iowa,01/2014,0.02330875
Iowa,02/2014,0.029681714285714287
Iowa,03/2014,0.031147571428571434
Iowa,04/2014,0.03699378841870824
Iowa,05/2014,0.03815041827956989
Iowa,06/2014,0.03605569521690768
Iowa,07/2014,0.02912461709211987
Iowa,08/2014,0.02926328131868132
Iowa,09/2014,0.02662088565022421
Iowa,10/2014,0.021977643865363734
Iowa,11/2014,0.019329600000000002
Iowa,12/2014,0.013637677419354838
Kentucky,01/2014,0.02936962365591398
Kentucky,02/2014,0.0314354052631579
Kentucky,03/2014,0.03440641519823788
Kentucky,04/2014,0.0407088443960827
Kentucky,05/2014,0.036485625531914895
Kentucky,06/2014,0.032235091409691635
Kentucky,07/2014,0.033396498374864574
Kentucky,08/2014,0.032092608093716724
Kentucky,09/2014,0.027346372937293733
Kentucky,10/2014,0.023993052747252747
Kentucky,11/2014,0.028842487500000003
Kentucky,12/2014,0.0189071843575419
Louisiana,01/2014,0.0261405
Louisiana,02/2014,0.02507808166409861
Louisiana,03/2014,0.03246463870094723
Louisiana,04/2014,0.03292088732394366
Louisiana,05/2014,0.034959059379217276
Louisiana,06/2014,0.021299495035460993
Louisiana,07/2014,0.026621435460992906
Louisiana,08/2014,0.0227148932748538
Louisiana,09/2014,0.021339058823529412
Louisiana,10/2014,0.025005339622641506
Louisiana,11/2014,0.025613649368863955
Louisiana,12/2014,0.017729408895265423
Maine,01/2014,0.028542962962962964
Maine,02/2014,0.03407278461538462
Maine,03/2014,0.03831291873589165
Maine,04/2014,0.03994857005758157
Maine,05/2014,0.031095430879712747
Maine,06/2014,0.02836166914498141
Maine,07/2014,0.030809159926470583
Maine,08/2014,0.02307904612546125
Maine,09/2014,0.022989977653631286
Maine,10/2014,0.02285005154639175
Maine,11/2014,0.02658715
Maine,12/2014,0.025984641304347827
Maryland,01/2014,0.024425510752688173
Maryland,02/2014,0.030660375
Maryland,03/2014,0.03448092462311558
Maryland,04/2014,0.041113688552188554
Maryland,05/2014,0.03847080032467532
Maryland,06/2014,0.037243365319865315
Maryland,07/2014,0.035700138613861385
Maryland,08/2014,0.03332831063122924
Maryland,09/2014,0.026478839797639125
Maryland,10/2014,0.025407965742251223
Maryland,11/2014,0.024630411111111115
Maryland,12/2014,0.01736520430107527
Massachusetts,01/2014,0.026245166982922202
Massachusetts,02/2014,0.03217978151260504
Massachusetts,03/2014,0.036808195079086115
Massachusetts,04/2014,0.040044082456140356
Massachusetts,05/2014,0.034296879456706286
Massachusetts,06/2014,0.031540261403508775
Massachusetts,07/2014,0.03480503546099291
Massachusetts,08/2014,0.028583223021582733
Massachusetts,09/2014,0.025814481481481483
Massachusetts,10/2014,0.023310063551401868
Massachusetts,11/2014,0.02426155460385439
Massachusetts,12/2014,0.022598969892473123
Michigan,01/2014,0.026574483412322276
Michigan,02/2014,0.03276682653061224
Michigan,03/2014,0.036430882352941174
Michigan,04/2014,0.039705522853957634
Michigan,05/2014,0.037374725770925106
Michigan,06/2014,0.03763666889632107
Michigan,07/2014,0.03249917065217391
Michigan,08/2014,0.030732616139585608
Michigan,09/2014,0.026204432919954904
Michigan,10/2014,0.020898172897196265
Michigan,11/2014,0.023491435
Michigan,12/2014,0.020212391705069124
Minnesota,01/2014,0.024462322222222225
Minnesota,02/2014,0.02757470238095238
Minnesota,03/2014,0.03226955238095238
Minnesota,04/2014,0.03839937945492662
Minnesota,05/2014,0.0362564606060606
Minnesota,06/2014,0.03265064950495049
Minnesota,07/2014,0.027624857418111753
Minnesota,08/2014,0.02492646110056926
Minnesota,09/2014,0.024762502057613166
Minnesota,10/2014,0.0203792012987013
Minnesota,11/2014,0.023440325
Minnesota,12/2014,0.017709043010752684
Mississippi,01/2014,0.029093903225806458
Mississippi,02/2014,0.029200156249999998
Mississippi,03/2014,0.03424458899676375
Mississippi,04/2014,0.036737238255033555
Mississippi,05/2014,0.03643084918032787
Mississippi,06/2014,0.02515999285714286
Mississippi,07/2014,0.030082305147058824
Mississippi,08/2014,0.02760634343434343
Mississippi,09/2014,0.024584580882352942
Mississippi,10/2014,0.02735165467625899
Mississippi,11/2014,0.02594629545454545
Mississippi,12/2014,0.01572904838709677
Missouri,01/2014,0.02609862903225806
Missouri,02/2014,0.030332982142857144
Missouri,03/2014,0.033797325301204814
Missouri,04/2014,0.04068092857142857
Missouri,05/2014,0.037558549789621316
Missouri,06/2014,0.0325059115942029
Missouri,07/2014,0.03356429172510519
Missouri,08/2014,0.03459807713884992
Missouri,09/2014,0.03026334202898551
Missouri,10/2014,0.02636331267605634
Missouri,11/2014,0.022498033333333334
Missouri,12/2014,0.01482751612903226
Montana,01/2014,0.030334758620689652
Montana,02/2014,0.03391066666666667
Montana,03/2014,0.033948552419354835
Montana,04/2014,0.03743900418410041
Montana,05/2014,0.03443407438016529
Montana,06/2014,0.030315455319148935
Montana,07/2014,0.032888300970873786
Montana,08/2014,0.0325342962962963
Montana,09/2014,0.027921320833333332
Montana,10/2014,0.026144434426229508
Montana,11/2014,0.026359794759825327
Montana,12/2014,0.02301285020242915
Nebraska,01/2014,0.028449416666666668
Nebraska,02/2014,0.03080625
Nebraska,03/2014,0.03509521538461538
Nebraska,04/2014,0.03726396103896104
Nebraska,05/2014,0.03889732258064516
Nebraska,06/2014,0.036807400000000004
Nebraska,07/2014,0.03326543225806452
Nebraska,08/2014,0.03117085161290322
Nebraska,09/2014,0.027196940000000006
Nebraska,10/2014,0.02379461290322581
Nebraska,11/2014,0.02617903389830509
Nebraska,12/2014,0.017923112903225805
Nevada,01/2014,0.020817940952380952
Nevada,02/2014,0.028025095238095238
Nevada,03/2014,0.0376099224952741
Nevada,04/2014,0.04486242587209302
Nevada,05/2014,0.04738091590013141
Nevada,06/2014,0.04866041298701299
Nevada,07/2014,0.040541979301423024
Nevada,08/2014,0.042365820680628274
Nevada,09/2014,0.03630443338008415
Nevada,10/2014,0.031853383944153574
Nevada,11/2014,0.026335053140096622
Nevada,12/2014,0.0227603856812933
New Hampshire,01/2014,0.028691405529953914
New Hampshire,02/2014,0.034886428571428575
New Hampshire,03/2014,0.03960072522522522
New Hampshire,04/2014,0.041534625
New Hampshire,05/2014,0.033884825268817205
New Hampshire,06/2014,0.03168933333333333
New Hampshire,07/2014,0.03179769892473118
New Hampshire,08/2014,0.02567627419354839
New Hampshire,09/2014,0.024128991666666672
New Hampshire,10/2014,0.024508122881355936
New Hampshire,11/2014,0.027102941666666668
New Hampshire,12/2014,0.026655487903225805
New Jersey,01/2014,0.0187333115727003
New Jersey,02/2014,0.02531708823529412
New Jersey,03/2014,0.031745418981481484
New Jersey,04/2014,0.037167672199170124
New Jersey,05/2014,0.03421471511627906
New Jersey,06/2014,0.03363789607843137
New Jersey,07/2014,0.03682275815738963
New Jersey,08/2014,0.03245737213740458
New Jersey,09/2014,0.026583808678500985
New Jersey,10/2014,0.022891867172675523
New Jersey,11/2014,0.020273507894736843
New Jersey,12/2014,0.016560310850439883
New York,01/2014,0.024126270205066344
New York,02/2014,0.031185468200270638
New York,03/2014,0.034685129251700676
New York,04/2014,0.0386082673056443
New York,05/2014,0.0356226180698152
New York,06/2014,0.03158888972162741
New York,07/2014,0.03243759100204499
New York,08/2014,0.028177714727085478
New York,09/2014,0.02584248199152542
New York,10/2014,0.02319655658436214
New York,11/2014,0.024261227817745805
New York,12/2014,0.02186690181818182
New Mexico,01/2014,0.026864431911966982
New Mexico,02/2014,0.02949707738998483
New Mexico,03/2014,0.036813821428571425
New Mexico,04/2014,0.04392547275405007
New Mexico,05/2014,0.04419427431059506
New Mexico,06/2014,0.040309455505279035
New Mexico,07/2014,0.0422243381712627
New Mexico,08/2014,0.039931703592814366
New Mexico,09/2014,0.03135587713841368
New Mexico,10/2014,0.03149242706766917
New Mexico,11/2014,0.027118665610142628
New Mexico,12/2014,0.022523477346278315
Oklahoma,01/2014,0.02789531613976706
Oklahoma,02/2014,0.029517369731800764
Oklahoma,03/2014,0.0353619831387808
Oklahoma,04/2014,0.04048119505494505
Oklahoma,05/2014,0.038327987704918035
Oklahoma,06/2014,0.03298359481582537
Oklahoma,07/2014,0.03473678318002628
Oklahoma,08/2014,0.03789409814323608
Oklahoma,09/2014,0.03133937569060773
Oklahoma,10/2014,0.031695139344262296
Oklahoma,11/2014,0.026722059972106
Oklahoma,12/2014,0.016144078610603293
Ohio,01/2014,0.024033027173913042
Ohio,02/2014,0.030151323353293413
Ohio,03/2014,0.0322089730941704
Ohio,04/2014,0.03864169205076821
Ohio,05/2014,0.03636588767650834
Ohio,06/2014,0.03609416864295125
Ohio,07/2014,0.033254591343093574
Ohio,08/2014,0.03340005057618438
Ohio,09/2014,0.027572361437908498
Ohio,10/2014,0.022326874125874124
Ohio,11/2014,0.02337264
Ohio,12/2014,0.01644388172043011
Oregon,01/2014,0.012328193548387094
Oregon,02/2014,0.023147071428571427
Oregon,03/2014,0.024377677419354832
Oregon,04/2014,0.02787771052631579
Oregon,05/2014,0.03086859880239521
Oregon,06/2014,0.025274246200607902
Oregon,07/2014,0.02853058662613982
Oregon,08/2014,0.028263376854599412
Oregon,09/2014,0.026117480243161094
Oregon,10/2014,0.01363858064516129
Oregon,11/2014,0.017252283333333333
Oregon,12/2014,0.01436732258064516
Pennsylvania,01/2014,0.022850689589905365
Pennsylvania,02/2014,0.029431791549295774
Pennsylvania,03/2014,0.03363152998696219
Pennsylvania,04/2014,0.038807039252336445
Pennsylvania,05/2014,0.03520622517730496
Pennsylvania,06/2014,0.03364093295739348
Pennsylvania,07/2014,0.03411408390304537
Pennsylvania,08/2014,0.03165705954573358
Pennsylvania,09/2014,0.026471800893426926
Pennsylvania,10/2014,0.024376585501858738
Pennsylvania,11/2014,0.023215830729166668
Pennsylvania,12/2014,0.018220876627402356
Tennessee,01/2014,0.03165663636363637
Tennessee,02/2014,0.033857566878980894
Tennessee,03/2014,0.03586697175141243
Tennessee,04/2014,0.04183801445086705
Tennessee,05/2014,0.036748713506139154
Tennessee,06/2014,0.03019988317107093
Tennessee,07/2014,0.032195234817813764
Tennessee,08/2014,0.031227522911051214
Tennessee,09/2014,0.025132573221757323
Tennessee,10/2014,0.026303316576086956
Tennessee,11/2014,0.029965613333333335
Tennessee,12/2014,0.022333506493506492
Texas,01/2014,0.02581573236425823
Texas,02/2014,0.024662362997658078
Texas,03/2014,0.03202084820295983
Texas,04/2014,0.035617839231105286
Texas,05/2014,0.03761207010915197
Texas,06/2014,0.023401748128577718
Texas,07/2014,0.028648975847457625
Texas,08/2014,0.029715460693153003
Texas,09/2014,0.026041374453193353
Texas,10/2014,0.029760763574177
Texas,11/2014,0.025407316534040672
Texas,12/2014,0.018463736529486633
Utah,01/2014,0.030943860335195528
Utah,02/2014,0.031969845849802364
Utah,03/2014,0.039570094117647066
Utah,04/2014,0.04421217488789238
Utah,05/2014,0.045489118090452266
Utah,06/2014,0.046798086075949374
Utah,07/2014,0.0448548894952251
Utah,08/2014,0.04276543061516452
Utah,09/2014,0.03703784045584045
Utah,10/2014,0.03396288545454545
Utah,11/2014,0.02783922690763052
Utah,12/2014,0.024242764388489206
Vermont,01/2014,0.03139283018867924
Vermont,02/2014,0.040468326923076926
Vermont,03/2014,0.043051629032258065
Vermont,04/2014,0.04420003333333333
Vermont,05/2014,0.036591032258064524
Vermont,06/2014,0.03092941666666666
Vermont,07/2014,0.028833222222222225
Vermont,08/2014,0.025124382978723405
Vermont,09/2014,0.025064294117647056
Vermont,10/2014,0.025659838709677415
Vermont,11/2014,0.029948033333333332
Vermont,12/2014,0.028256033898305086
Virginia,01/2014,0.030121883333333332
Virginia,02/2014,0.03693104761904761
Virginia,03/2014,0.037488436974789915
Virginia,04/2014,0.041217048632218846
Virginia,05/2014,0.03658733870967742
Virginia,06/2014,0.03420958708708709
Virginia,07/2014,0.032586367965367964
Virginia,08/2014,0.03040971181556196
Virginia,09/2014,0.025646644144144144
Virginia,10/2014,0.025977724657534246
Virginia,11/2014,0.029713896551724135
Virginia,12/2014,0.022834319672131145
West Virginia,01/2014,0.02621533870967742
West Virginia,02/2014,0.03066698214285714
West Virginia,03/2014,0.03134551515151515
West Virginia,04/2014,0.0391218255033557
West Virginia,05/2014,0.03486997411003236
West Virginia,06/2014,0.03202457
West Virginia,07/2014,0.031127645161290324
West Virginia,08/2014,0.030321422580645158
West Virginia,09/2014,0.024819506666666664
West Virginia,10/2014,0.022596294701986753
West Virginia,11/2014,0.02282753333333333
West Virginia,12/2014,0.01734033870967742
Washington,01/2014,0.024178455284552845
Washington,02/2014,0.03103604395604395
Washington,03/2014,0.03407573684210526
Washington,04/2014,0.03736135483870968
Washington,05/2014,0.0311272825
Washington,06/2014,0.025222512562814072
Washington,07/2014,0.026894821808510636
Washington,08/2014,0.025718650943396225
Washington,09/2014,0.024275128329297825
Washington,10/2014,0.026645175925925926
Washington,11/2014,0.02807986086956522
Washington,12/2014,0.025773624999999998
Wisconsin,01/2014,0.03027412258064516
Wisconsin,02/2014,0.034433371428571426
Wisconsin,03/2014,0.038406166666666665
Wisconsin,04/2014,0.040709079075425786
Wisconsin,05/2014,0.039727531249999996
Wisconsin,06/2014,0.03817485084745763
Wisconsin,07/2014,0.031053858078602618
Wisconsin,08/2014,0.031167237527114963
Wisconsin,09/2014,0.029262270270270268
Wisconsin,10/2014,0.022984367213114754
Wisconsin,11/2014,0.025385582822085893
Wisconsin,12/2014,0.02127890728476821
Wyoming,01/2014,0.03684794197952219
Wyoming,02/2014,0.03650129312581064
Wyoming,03/2014,0.040404605823068304
Wyoming,04/2014,0.04328885697258641
Wyoming,05/2014,0.0415119649122807
Wyoming,06/2014,0.04126329863692689
Wyoming,07/2014,0.04048252729384437
Wyoming,08/2014,0.04013105889014723
Wyoming,09/2014,0.035021747957992996
Wyoming,10/2014,0.03407828846153846
Wyoming,11/2014,0.03343478224852071
Wyoming,12/2014,0.03142027147766323
