State,Month,no2
Nevada,06/2014,7.058063991596639
Nevada,07/2014,6.0116521981132065
Nevada,08/2014,9.889998809090907
Nevada,09/2014,11.346720437499998
Nevada,10/2014,15.793814786885248
Nevada,11/2014,17.816687791666663
Nevada,12/2014,14.020851491935485
New Hampshire,01/2014,0.0
New Hampshire,02/2014,0.0
New Hampshire,03/2014,0.0
New Hampshire,04/2014,0.0
New Hampshire,05/2014,0.0
New Hampshire,06/2014,1.2069505333333332
New Hampshire,07/2014,0.691433193548387
New Hampshire,08/2014,0.7496594193548387
New Hampshire,09/2014,0.8986244999999999
New Hampshire,10/2014,3.2124615161290326
New Hampshire,11/2014,5.639202966666667
New Hampshire,12/2014,4.196779451612904
New Jersey,01/2014,19.59850910931174
New Jersey,02/2014,21.920740559090905
New Jersey,03/2014,17.039034544354838
New Jersey,04/2014,14.975797518518519
New Jersey,05/2014,13.476891451851852
New Jersey,06/2014,11.928872666666667
New Jersey,07/2014,10.71393317921147
New Jersey,08/2014,11.304378365942028
New Jersey,09/2014,12.466054546468401
New Jersey,10/2014,12.920483152727272
New Jersey,11/2014,16.495268509433963
New Jersey,12/2014,14.62228892481203
New York,01/2014,19.73398986896552
New York,02/2014,21.649594478260873
New York,03/2014,17.323958432432434
New York,04/2014,12.597366182857144
New York,05/2014,10.275146578378378
New York,06/2014,9.548465251396648
New York,07/2014,9.79864038172043
New York,08/2014,9.34419138172043
New York,09/2014,10.287532555555556
New York,10/2014,10.937486698324024
New York,11/2014,13.919947372222222
New York,12/2014,13.093009084999998
New Mexico,01/2014,9.964268772893773
New Mexico,02/2014,7.302662702380952
New Mexico,03/2014,6.05482249270073
New Mexico,04/2014,4.703176547528516
New Mexico,05/2014,4.745760954545455
New Mexico,06/2014,4.498570403100775
New Mexico,07/2014,4.221146395683454
New Mexico,08/2014,4.66615040860215
New Mexico,09/2014,4.614071535580525
New Mexico,10/2014,7.206301524193549
New Mexico,11/2014,8.408533831932774
New Mexico,12/2014,9.241331183333333
Oklahoma,01/2014,7.8933995646258515
Oklahoma,02/2014,8.192836357142856
Oklahoma,03/2014,7.582345077419355
Oklahoma,04/2014,5.539289503355704
Oklahoma,05/2014,4.622912215827338
Oklahoma,06/2014,3.731020283687943
Oklahoma,07/2014,4.363087078014185
Oklahoma,08/2014,4.951147178294573
Oklahoma,09/2014,4.946247503355705
Oklahoma,10/2014,7.034677358108108
Oklahoma,11/2014,7.017595795620439
Oklahoma,12/2014,7.437865754966888
Ohio,01/2014,15.295727781456952
Ohio,02/2014,19.188064378571433
Ohio,03/2014,15.441110174193549
Ohio,04/2014,14.899500273333336
Ohio,05/2014,13.00246955483871
Ohio,06/2014,12.298095793333333
Ohio,07/2014,11.637486264516127
Ohio,08/2014,11.864945349462367
Ohio,09/2014,12.786763944134078
Ohio,10/2014,12.620753139784949
Ohio,11/2014,11.888806183333331
Ohio,12/2014,12.985582075268816
Oregon,01/2014,10.641300612903226
Oregon,02/2014,9.787413571428571
Oregon,03/2014,10.276209709677419
Oregon,04/2014,7.920131700000001
Oregon,05/2014,9.558422
Oregon,06/2014,8.63804638983051
Oregon,07/2014,8.496833524590166
Oregon,08/2014,9.571644368421051
Oregon,09/2014,11.457184946428573
Oregon,10/2014,11.569489225806453
Oregon,11/2014,9.979228444444445
Oregon,12/2014,11.107269399999998
Pennsylvania,01/2014,12.379028885271318
Pennsylvania,02/2014,14.627604852991452
Pennsylvania,03/2014,9.79601218604651
Pennsylvania,04/2014,7.42631579106858
Pennsylvania,05/2014,6.495236488151659
Pennsylvania,06/2014,5.669383319658119
Pennsylvania,07/2014,5.339103738437001
Pennsylvania,08/2014,5.5869641549999995
Pennsylvania,09/2014,6.785807339373969
Pennsylvania,10/2014,7.817891545762712
Pennsylvania,11/2014,10.41606238178914
Pennsylvania,12/2014,10.29920093829114
Tennessee,01/2014,8.668458109890109
Tennessee,02/2014,8.62465444047619
Tennessee,03/2014,7.4825595268817215
Tennessee,04/2014,6.501015155555556
Tennessee,05/2014,6.455027184782609
Tennessee,06/2014,5.429403114285715
Tennessee,07/2014,9.431805553719006
Tennessee,08/2014,10.761176881188117
Tennessee,09/2014,10.011509618181817
Tennessee,10/2014,11.060888846774196
Tennessee,11/2014,11.901596313043479
Tennessee,12/2014,11.566478419354837
Texas,01/2014,9.71949339638282
Texas,02/2014,8.14188397803092
Texas,03/2014,7.234649637905606
Texas,04/2014,5.785368129793511
Texas,05/2014,5.395103820098384
Texas,06/2014,3.680617546773024
Texas,07/2014,4.913205871013465
Texas,08/2014,5.101967153089888
Texas,09/2014,6.362035137628111
Texas,10/2014,8.33601698770788
Texas,11/2014,8.440401661961367
Texas,12/2014,8.410115328400282
Utah,01/2014,18.551098082386364
Utah,02/2014,9.408487546218488
Utah,03/2014,6.50405834231806
Utah,04/2014,6.970597112759644
Utah,05/2014,5.463995122023809
Utah,06/2014,4.47081378630137
Utah,07/2014,4.900149024561403
Utah,08/2014,5.274155726618704
Utah,09/2014,6.151456725868726
Utah,10/2014,7.611617811940297
Utah,11/2014,9.745951325373134
Utah,12/2014,11.827744098550724
Vermont,01/2014,10.630321467741934
Vermont,02/2014,11.744665053571428
Vermont,03/2014,11.356867500000002
Vermont,04/2014,7.147447754716981
Vermont,05/2014,5.851513435483871
Vermont,06/2014,4.442606583333334
Vermont,07/2014,4.019574129032258
Vermont,08/2014,4.134683612903226
Vermont,09/2014,4.9427107
Vermont,10/2014,5.462319080645162
Vermont,11/2014,7.919185843137254
Vermont,12/2014,8.098255782608696
Virginia,01/2014,11.972718129032259
Virginia,02/2014,11.279249007272728
Virginia,03/2014,9.482142665306121
Virginia,04/2014,6.682845922261484
Virginia,05/2014,6.351775672025724
Virginia,06/2014,5.72355219076923
Virginia,07/2014,5.08273058496732
Virginia,08/2014,5.347099753246753
Virginia,09/2014,5.96610723566879
Virginia,10/2014,6.86016275
Virginia,11/2014,9.465853236065575
Virginia,12/2014,10.639897813253013
West Virginia,01/2014,0.0
West Virginia,02/2014,0.0
West Virginia,03/2014,0.0
West Virginia,04/2014,0.0
West Virginia,05/2014,0.0
West Virginia,06/2014,0.0
West Virginia,07/2014,0.0
West Virginia,08/2014,0.0
West Virginia,09/2014,0.0
West Virginia,10/2014,0.0
West Virginia,11/2014,0.0
West Virginia,12/2014,0.0
Washington,01/2014,11.359262096774193
Washington,02/2014,7.7439067857142865
Washington,03/2014,7.477625677419354
Washington,04/2014,11.779583555555556
Washington,05/2014,8.248025205882353
Washington,06/2014,10.660964922222222
Washington,07/2014,12.937303336956525
Washington,08/2014,16.677453903225807
Washington,09/2014,14.239399066666667
Washington,10/2014,14.759400372093024
Washington,11/2014,14.300247922222221
Washington,12/2014,14.844508763440862
Wisconsin,01/2014,15.85447429032258
Wisconsin,02/2014,19.299836803571427
Wisconsin,03/2014,15.4715048
Wisconsin,04/2014,12.7614939
Wisconsin,05/2014,9.178690032258064
Wisconsin,06/2014,7.422013064935063
Wisconsin,07/2014,6.155468127118644
Wisconsin,08/2014,5.2079797016129055
Wisconsin,09/2014,8.92497470652174
Wisconsin,10/2014,8.04140460215054
Wisconsin,11/2014,9.580524152941178
Wisconsin,12/2014,9.653233752688172
Wyoming,01/2014,3.3934299766423357
Wyoming,02/2014,3.861438439209727
Wyoming,03/2014,2.7353132472826087
Wyoming,04/2014,2.533198185022026
Wyoming,05/2014,2.432522978753541
Wyoming,06/2014,2.226736385507246
Wyoming,07/2014,2.585681635359116
Wyoming,08/2014,2.919748008141113
Wyoming,09/2014,3.0438622821637433
Wyoming,10/2014,3.6126785619718307
Wyoming,11/2014,3.55333718074074
Wyoming,12/2014,4.286043482710927
