State,Month,co
Alabama,01/2017,0.357901021978022
Alabama,02/2017,0.31673603680981594
Alabama,03/2017,0.29675465
Alabama,04/2017,0.24413213636363637
Alabama,05/2017,0.23982216981132076
Alabama,06/2017,0.20817737037037035
Alabama,07/2017,0.3200918269230769
Alabama,08/2017,0.3005656624203822
Alabama,09/2017,0.3420387872340426
Alabama,10/2017,0.30475400943396225
Alabama,11/2017,0.40696330000000003
Alabama,12/2017,0.3775956451612903
Alaska,01/2017,0.8055174596774193
Alaska,02/2017,0.658717205357143
Alaska,03/2017,0.5653242822580644
Alaska,04/2017,0.2354053
Alaska,05/2017,0.2090194838709677
Alaska,06/2017,0.14299683673469388
Alaska,07/2017,0.23198591935483875
Alaska,08/2017,0.21851059615384616
Alaska,09/2017,0.2288331166666667
Alaska,10/2017,0.3360303629032258
Alaska,11/2017,0.5740704749999999
Alaska,12/2017,0.6105814435483871
Arkansas,01/2017,0.4243699193548387
Arkansas,02/2017,0.8016039285714286
Arkansas,03/2017,0.5453921612903225
Arkansas,04/2017,0.43726478333333324
Arkansas,05/2017,0.3529673387096773
Arkansas,06/2017,0.31786423333333336
Arkansas,07/2017,0.3405826290322581
Arkansas,08/2017,0.3157381935483871
Arkansas,09/2017,0.31086651666666665
Arkansas,10/2017,0.32531187096774195
Arkansas,11/2017,0.3352536
Arkansas,12/2017,0.37464459677419354
Arizona,01/2017,0.38637924999999995
Arizona,02/2017,0.33496729701686123
Arizona,03/2017,0.2970099878345499
Arizona,04/2017,0.26781821805555556
Arizona,05/2017,0.2216005117647059
Arizona,06/2017,0.22451932537313435
Arizona,07/2017,0.19778058645533142
Arizona,08/2017,0.19701520735294117
Arizona,09/2017,0.23204752924791083
Arizona,10/2017,0.33278062672811054
Arizona,11/2017,0.4383168849878935
Arizona,12/2017,0.5113750103926098
California,01/2017,0.3778469108395565
California,02/2017,0.340076745221328
California,03/2017,0.3394210213143872
California,04/2017,0.2765141051893408
California,05/2017,0.25105093049839966
California,06/2017,0.2500789711606096
California,07/2017,0.25225797605633804
California,08/2017,0.2715218466964496
California,09/2017,0.31806276278269424
California,10/2017,0.40802223722275793
California,11/2017,0.42813584945164507
California,12/2017,0.5867128894484414
Kansas,01/2017,0.2502913225806451
Kansas,02/2017,0.23511266071428574
Kansas,03/2017,0.17781208064516127
Kansas,04/2017,0.15820476666666666
Kansas,05/2017,0.17595111764705884
Kansas,06/2017,0.17172691379310343
Kansas,07/2017,0.1456623387096774
Kansas,08/2017,0.14310662903225807
Kansas,09/2017,0.16088473333333336
Kansas,10/2017,0.16092315
Kansas,11/2017,0.22305575
Kansas,12/2017,0.251021564516129
North Carolina,01/2017,0.2804112741935484
North Carolina,02/2017,0.2917598705357142
North Carolina,03/2017,0.2620073991935484
North Carolina,04/2017,0.24847874583333335
North Carolina,05/2017,0.233686971659919
North Carolina,06/2017,0.23306750216450217
North Carolina,07/2017,0.23440719087136927
North Carolina,08/2017,0.25504406557377046
North Carolina,09/2017,0.2668339041666667
North Carolina,10/2017,0.2774945201612904
North Carolina,11/2017,0.37841377916666663
North Carolina,12/2017,0.30420409583333335
South Carolina,01/2017,0.1804825967741935
South Carolina,02/2017,0.1814803214285714
South Carolina,03/2017,0.16675188709677413
South Carolina,04/2017,0.0459264
South Carolina,05/2017,0.17525725000000003
South Carolina,06/2017,0.32654825000000004
South Carolina,07/2017,0.3369549516129031
South Carolina,08/2017,0.36036858000000005
South Carolina,09/2017,0.10562054
South Carolina,10/2017,0.06530525806451612
South Carolina,11/2017,0.17014579999999996
South Carolina,12/2017,0.16938445161290322
Colorado,01/2017,0.46416708243727595
Colorado,02/2017,0.3681737798742138
Colorado,03/2017,0.34316138129496404
Colorado,04/2017,0.2397498074766355
Colorado,05/2017,0.25474484050179214
Colorado,06/2017,0.25884355370370377
Colorado,07/2017,0.25759934767025094
Colorado,08/2017,0.2674885483870968
Colorado,09/2017,0.30040514498141263
Colorado,10/2017,0.3271186877256318
Colorado,11/2017,0.40329200925925923
Colorado,12/2017,0.42300182795698926
Connecticut,01/2017,0.3101626967741936
Connecticut,02/2017,0.30577101428571424
Connecticut,03/2017,0.2476622064516129
Connecticut,04/2017,0.2524743193277311
Connecticut,05/2017,0.21859783467741936
Connecticut,06/2017,0.2504457583333333
Connecticut,07/2017,0.24360764516129035
Connecticut,08/2017,0.265175939516129
Connecticut,09/2017,0.254688825
Connecticut,10/2017,0.2815637975708502
Connecticut,11/2017,0.293346575
Connecticut,12/2017,0.28295370901639344
North Dakota,01/2017,0.21851656451612894
North Dakota,02/2017,0.1830738846153846
North Dakota,03/2017,0.20651893548387087
North Dakota,04/2017,0.2019011833333333
North Dakota,05/2017,0.1820521129032258
North Dakota,06/2017,0.14523875000000003
North Dakota,07/2017,0.16031808064516126
North Dakota,08/2017,0.16427654838709682
North Dakota,09/2017,0.17991421666666665
North Dakota,10/2017,0.14435703225806448
North Dakota,11/2017,0.17354253333333333
North Dakota,12/2017,0.17975704838709672
South Dakota,01/2017,0.2103490806451612
South Dakota,02/2017,0.20859498214285713
South Dakota,03/2017,0.20159006451612896
South Dakota,04/2017,0.2007858833333333
South Dakota,05/2017,0.1793613064516129
South Dakota,06/2017,0.16260923333333335
South Dakota,07/2017,0.16163577419354833
South Dakota,08/2017,0.1875526774193548
South Dakota,09/2017,0.19772796666666664
South Dakota,10/2017,0.17236238181818184
South Dakota,11/2017,0.16582198333333337
South Dakota,12/2017,0.1926669193548387
Delaware,01/2017,0.2755857258064516
Delaware,02/2017,0.2754956964285714
Delaware,03/2017,0.24800818965517238
Delaware,04/2017,0.2564543725490196
Delaware,05/2017,0.20119183333333335
Delaware,06/2017,0.0
Delaware,07/2017,0.26976182608695654
Delaware,08/2017,0.26468711290322583
Delaware,09/2017,0.2709732
Delaware,10/2017,0.23279527419354837
Delaware,11/2017,0.2959649666666666
Delaware,12/2017,0.31290164516129026
Florida,01/2017,0.3203313653061225
Florida,02/2017,0.30450764349775783
Florida,03/2017,0.2870193172268908
Florida,04/2017,0.3084862525987526
Florida,05/2017,0.2688731012782694
Florida,06/2017,0.2871187826530612
Florida,07/2017,0.28759799481865284
Florida,08/2017,0.306687530848329
Florida,09/2017,0.3275165129151291
Florida,10/2017,0.277043125
Florida,11/2017,0.33472679048843185
Florida,12/2017,0.33735624115334206
Georgia,01/2017,0.4737410162601626
Georgia,02/2017,0.5198660972222222
Georgia,03/2017,0.4428587954545455
Georgia,04/2017,0.49018903508771927
Georgia,05/2017,0.4185054032258065
Georgia,06/2017,0.4162538333333333
Georgia,07/2017,0.42663878225806456
Georgia,08/2017,0.44465606451612905
Georgia,09/2017,0.48639845454545455
Georgia,10/2017,0.45047249193548394
Georgia,11/2017,0.5358375750000001
Georgia,12/2017,0.5050566696428571
Hawaii,01/2017,0.303542064516129
Hawaii,02/2017,0.32003703947368417
Hawaii,03/2017,0.3302812150537634
Hawaii,04/2017,0.3115187322834646
Hawaii,05/2017,0.17566124175824174
Hawaii,06/2017,0.05535539444444447
Hawaii,07/2017,0.31972451098901095
