State,Month,pressure
Rhode Island,10/2017,1011.9566468333334
Rhode Island,11/2017,1010.6500368166667
Rhode Island,12/2017,1008.2791023225807
Illinois,01/2017,999.1178315268817
Illinois,02/2017,997.8616070833332
Illinois,03/2017,1003.404569860215
Illinois,04/2017,996.849704411111
Illinois,05/2017,993.0395239139785
Illinois,06/2017,994.5821637444444
Illinois,07/2017,997.0980885698926
Illinois,08/2017,997.6321271739129
Illinois,09/2017,998.3946296777779
Illinois,10/2017,997.632168451613
Illinois,11/2017,1000.0375841999999
Illinois,12/2017,1001.1624551935485
Indiana,01/2017,992.8538894021739
Indiana,02/2017,992.1585971845237
Indiana,03/2017,996.0480612983872
Indiana,04/2017,989.9979148661089
Indiana,05/2017,986.9328150454546
Indiana,06/2017,989.7034527916668
Indiana,07/2017,992.0081129919355
Indiana,08/2017,992.4960084354839
Indiana,09/2017,992.9042941851852
Indiana,10/2017,992.2216915591398
Indiana,11/2017,994.0028345917603
Indiana,12/2017,994.4222248279569
Iowa,01/2017,987.0746051317205
Iowa,02/2017,985.2048363005952
Iowa,03/2017,991.2414241801075
Iowa,04/2017,985.0351388777777
Iowa,05/2017,982.914514094086
Iowa,06/2017,983.9782833749999
Iowa,07/2017,987.3782110619945
Iowa,08/2017,988.2724788413979
Iowa,09/2017,988.2860416777778
Iowa,10/2017,985.8155913841642
Iowa,11/2017,988.3251617357857
Iowa,12/2017,989.59272702589
Kentucky,01/2017,993.6572132043012
Kentucky,02/2017,993.3764880119048
Kentucky,03/2017,997.6953697311828
Kentucky,04/2017,991.8303522111111
Kentucky,05/2017,988.8812198043477
Kentucky,06/2017,992.0086574111111
Kentucky,07/2017,993.3665770537635
Kentucky,08/2017,993.7043702688171
Kentucky,09/2017,994.0899536777778
Kentucky,10/2017,995.4500895698924
Kentucky,11/2017,996.6481937701149
Kentucky,12/2017,993.3215725967742
Louisiana,01/2017,1011.0218864175823
Louisiana,02/2017,1009.1978174761905
Louisiana,03/2017,1012.9494297741937
Louisiana,04/2017,1007.1349074555554
Louisiana,05/2017,1005.971595
Louisiana,06/2017,1005.4520370444444
Louisiana,07/2017,1008.882168451613
Louisiana,08/2017,1006.3646953333332
Louisiana,09/2017,1006.7040740222222
Louisiana,10/2017,1008.8883229677416
Louisiana,11/2017,1011.2426851777775
Louisiana,12/2017,1013.7047490537635
Maine,01/2017,1012.7692847419355
Maine,02/2017,1009.3452381071429
Maine,03/2017,1015.0981183225807
Maine,04/2017,1014.6000000333332
Maine,05/2017,1010.7788685806453
Maine,06/2017,1010.7333334
Maine,07/2017,1013.1330644838708
Maine,08/2017,1014.5376345161291
Maine,09/2017,1014.2388888333332
Maine,10/2017,1016.4486110333332
Maine,11/2017,1014.7232141785714
Maine,12/2017,1012.0579178709678
Maryland,01/2017,1000.7988945661158
Maryland,02/2017,999.3222540223214
Maryland,03/2017,1004.818784544086
Maryland,04/2017,1000.5003801804008
Maryland,05/2017,996.728791112069
Maryland,06/2017,998.6913892133332
Maryland,07/2017,999.587552595699
Maryland,08/2017,1001.6390117995688
Maryland,09/2017,1001.7312851577777
Maryland,10/2017,1003.7886104408602
Maryland,11/2017,1004.4202536553288
Maryland,12/2017,1003.3912564676723
Massachusetts,01/2017,1003.1124806873449
Massachusetts,02/2017,1000.1962728296703
Massachusetts,03/2017,1006.1263796228288
Massachusetts,04/2017,1004.8423932307693
Massachusetts,05/2017,1000.9622744615385
Massachusetts,06/2017,1001.4038420794872
Massachusetts,07/2017,1003.3668997741935
Massachusetts,08/2017,1005.1394118138958
Massachusetts,09/2017,1004.8066796871794
Massachusetts,10/2017,1007.2949563920596
Massachusetts,11/2017,1006.7200490923076
Massachusetts,12/2017,1004.130122560794
Michigan,01/2017,988.8098033195266
Michigan,02/2017,987.6256303383083
Michigan,03/2017,994.4772274654377
Michigan,04/2017,988.836900836508
Michigan,05/2017,985.4372570924501
Michigan,06/2017,986.4148830664558
Michigan,07/2017,989.7944087302053
Michigan,08/2017,990.4646659472141
Michigan,09/2017,991.9563779267176
Michigan,10/2017,989.8092122960236
Michigan,11/2017,992.0846879523053
Michigan,12/2017,991.4130125990782
Minnesota,01/2017,989.608871
Minnesota,02/2017,987.0357142142856
Minnesota,03/2017,994.9596775161292
Minnesota,04/2017,988.5194444
Minnesota,05/2017,985.6760752903224
Minnesota,06/2017,985.3069444666667
Minnesota,07/2017,990.2782257741935
Minnesota,08/2017,990.9502688387098
Minnesota,09/2017,990.5402777333334
Minnesota,10/2017,988.1612902258064
Minnesota,11/2017,991.4805554999999
Minnesota,12/2017,992.7123656129032
Mississippi,01/2017,0.0
Mississippi,02/2017,0.0
Mississippi,03/2017,0.0
Mississippi,04/2017,0.0
Mississippi,05/2017,0.0
Mississippi,06/2017,0.0
Mississippi,07/2017,0.0
Mississippi,08/2017,0.0
Mississippi,09/2017,0.0
Mississippi,10/2017,0.0
Mississippi,11/2017,0.0
Mississippi,12/2017,0.0
Missouri,01/2017,987.0967416688171
Missouri,02/2017,985.6341129618139
Missouri,03/2017,989.946020027957
Missouri,04/2017,983.9018609977777
Missouri,05/2017,982.2312731469933
Missouri,06/2017,985.0050242266667
Missouri,07/2017,986.9749845204302
Missouri,08/2017,987.416238025862
Missouri,09/2017,988.0043353166667
Missouri,10/2017,987.1340065397849
Missouri,11/2017,989.0870132355554
Missouri,12/2017,991.3419674322581
Montana,01/2017,0.0
Montana,02/2017,0.0
Montana,03/2017,0.0
Montana,04/2017,0.0
Montana,05/2017,0.0
Montana,06/2017,0.0
Montana,07/2017,0.0
Montana,08/2017,0.0
Montana,09/2017,0.0
Montana,10/2017,0.0
Montana,11/2017,0.0
Montana,12/2017,0.0
Nebraska,01/2017,967.4611559677419
Nebraska,02/2017,966.573511892857
Nebraska,03/2017,971.6134408709678
Nebraska,04/2017,967.4183333666666
Nebraska,05/2017,967.0553763225806
Nebraska,06/2017,969.0194444000001
Nebraska,07/2017,972.9704300645163
Nebraska,08/2017,973.080107612903
Nebraska,09/2017,971.9424999666668
Nebraska,10/2017,969.98715275
Nebraska,11/2017,970.2924306000001
Nebraska,12/2017,971.9604838709677
Nevada,01/2017,913.5392998709676
Nevada,02/2017,911.3098149107143
Nevada,03/2017,914.5865237868853
Nevada,04/2017,910.8114087166667
Nevada,05/2017,908.9593414193547
Nevada,06/2017,909.009887
Nevada,07/2017,910.9240876612904
Nevada,08/2017,910.702284919355
Nevada,09/2017,911.2088246101694
Nevada,10/2017,913.9760517258065
Nevada,11/2017,913.85061025
Nevada,12/2017,920.519516
New Hampshire,01/2017,965.6060844032257
New Hampshire,02/2017,963.1340193928572
New Hampshire,03/2017,968.3138593387098
New Hampshire,04/2017,966.4083035833333
New Hampshire,05/2017,963.1864070967742
New Hampshire,06/2017,964.40298615
New Hampshire,07/2017,967.0527552903227
New Hampshire,08/2017,968.6800464838708
New Hampshire,09/2017,968.2311805166667
New Hampshire,10/2017,970.3419355
New Hampshire,11/2017,967.6786806166664
New Hampshire,12/2017,965.6184668387098
New Jersey,01/2017,1010.252065045082
New Jersey,02/2017,1008.323526080357
New Jersey,03/2017,1014.0044032753038
New Jersey,04/2017,1010.6964500726497
New Jersey,05/2017,1006.9188957130801
New Jersey,06/2017,1007.7536111374999
New Jersey,07/2017,1009.0131888346774
New Jersey,08/2017,1011.1959740080972
New Jersey,09/2017,1010.9614213374999
New Jersey,10/2017,1013.463410767347
New Jersey,11/2017,1014.0305675443038
New Jersey,12/2017,1012.480231717742
New York,01/2017,983.6359619749035
New York,02/2017,983.618142487069
New York,03/2017,990.2102644643585
New York,04/2017,997.3204785145414
New York,05/2017,1000.0375055436681
New York,06/2017,999.1762758755981
New York,07/2017,985.506106651613
New York,08/2017,985.4779170080808
New York,09/2017,985.6498271172709
New York,10/2017,982.9738699806451
New York,11/2017,980.4441575813397
New York,12/2017,986.5302289651743
New Mexico,01/2017,839.3333333548388
New Mexico,02/2017,839.1755951785715
New Mexico,03/2017,840.4946237096774
New Mexico,04/2017,837.2055555666667
New Mexico,05/2017,837.6579911612904
New Mexico,06/2017,838.8444444333333
New Mexico,07/2017,842.6660300000001
New Mexico,08/2017,842.3162108064514
New Mexico,09/2017,840.5833334000002
New Mexico,10/2017,841.6399071290322
New Mexico,11/2017,842.4375000333332
New Mexico,12/2017,842.9663979032259
Oklahoma,01/2017,0.0
Oklahoma,02/2017,0.0
Oklahoma,03/2017,982.6004032419356
Oklahoma,04/2017,977.2621527666668
Oklahoma,05/2017,977.3393206612902
Oklahoma,06/2017,980.6573812599999
Oklahoma,07/2017,996.8857365999999
Oklahoma,08/2017,995.5658310322581
Oklahoma,09/2017,996.4759935666665
Oklahoma,10/2017,997.9216397741936
Oklahoma,11/2017,998.9981943999999
Oklahoma,12/2017,0.0
Ohio,01/2017,983.7908365698926
Ohio,02/2017,983.6807043928571
Ohio,03/2017,988.581132032967
Ohio,04/2017,747.5582986416666
Ohio,05/2017,745.6135080322581
Ohio,06/2017,748.3366666333333
Ohio,07/2017,747.8213763902439
Ohio,08/2017,750.0850564516128
Ohio,09/2017,750.3689598249999
Ohio,10/2017,750.2432196693549
Ohio,11/2017,750.780936825
Ohio,12/2017,750.5108870564517
Oregon,01/2017,924.5258590322582
Oregon,02/2017,914.3810810656371
Oregon,03/2017,922.6439217905405
Oregon,04/2017,924.8953804333333
Oregon,05/2017,932.7137775250739
Oregon,06/2017,932.5107326450618
Oregon,07/2017,934.5843184780059
Oregon,08/2017,935.8149928695653
Oregon,09/2017,932.8634167545456
Oregon,10/2017,928.9285308096773
Oregon,11/2017,924.80897944
Oregon,12/2017,933.7679114193551
Pennsylvania,01/2017,985.1091398387098
Pennsylvania,02/2017,984.2492560000002
Pennsylvania,03/2017,989.6947580322583
Pennsylvania,04/2017,985.3519444333332
Pennsylvania,05/2017,981.4034946451612
Pennsylvania,06/2017,984.0293055
Pennsylvania,07/2017,985.7354838709678
Pennsylvania,08/2017,987.1376343870967
Pennsylvania,09/2017,987.7487499333333
Pennsylvania,10/2017,987.9342742258065
Pennsylvania,11/2017,988.7026389333333
Pennsylvania,12/2017,987.5185483870968
Tennessee,01/2017,940.9456317258062
Tennessee,02/2017,940.8490035892856
Tennessee,03/2017,944.702302516129
Tennessee,04/2017,940.3640036333334
Tennessee,05/2017,938.708983
Tennessee,06/2017,941.4213194166665
Tennessee,07/2017,943.7307123225806
Tennessee,08/2017,943.0425332741935
Tennessee,09/2017,942.6246216833333
Tennessee,10/2017,943.7043683064516
Tennessee,11/2017,944.0018055500001
Tennessee,12/2017,943.9201132741937
Texas,01/2017,993.7903524239131
Texas,02/2017,992.1177860119046
Texas,03/2017,994.8689943333334
Texas,04/2017,989.8216049388889
Texas,05/2017,989.2931126129031
Texas,06/2017,989.1062499888887
Texas,07/2017,992.7248032473119
Texas,08/2017,987.408554100629
Texas,09/2017,990.9496069999999
Texas,10/2017,994.0765488763441
Texas,11/2017,996.1401469555556
Texas,12/2017,998.4388440698925
Utah,01/2017,843.518714932258
Utah,02/2017,841.8214158964286
Utah,03/2017,844.6316430806453
Utah,04/2017,842.1013254266667
Utah,05/2017,842.4433783290322
Utah,06/2017,843.4077412766667
Utah,07/2017,847.1548139225806
Utah,08/2017,846.5580297451613
Utah,09/2017,844.8160144733333
Utah,10/2017,846.7455107354839
Utah,11/2017,845.3654305266667
Utah,12/2017,848.7324953580645
Vermont,01/2017,989.5132667096773
Vermont,02/2017,987.3755632071427
Vermont,03/2017,993.4463171612903
Vermont,04/2017,991.0075555266665
Vermont,05/2017,987.7397796774195
Vermont,06/2017,988.8787208175676
Vermont,07/2017,991.0465124322582
Vermont,08/2017,992.5642136967741
Vermont,09/2017,993.0555555333333
Vermont,10/2017,993.9332403333333
Vermont,11/2017,993.7116430878377
Vermont,12/2017,990.7809400392158
Virginia,01/2017,950.487404032258
Virginia,02/2017,949.7021993214286
Virginia,03/2017,954.330443532258
Virginia,04/2017,952.0570138333334
Virginia,05/2017,948.7210349354839
Virginia,06/2017,952.1529860833333
Virginia,07/2017,953.2417718870968
Virginia,08/2017,955.6565940983608
Virginia,09/2017,954.58979235
Virginia,10/2017,955.9429723709678
Virginia,11/2017,954.9424053
Virginia,12/2017,952.5851478225806
West Virginia,01/2017,0.0
West Virginia,02/2017,0.0
West Virginia,03/2017,0.0
West Virginia,04/2017,0.0
West Virginia,05/2017,0.0
West Virginia,06/2017,0.0
West Virginia,07/2017,0.0
West Virginia,08/2017,0.0
West Virginia,09/2017,0.0
West Virginia,10/2017,0.0
West Virginia,11/2017,0.0
West Virginia,12/2017,0.0
Washington,01/2017,994.0249064946236
Washington,02/2017,989.1181366666665
Washington,03/2017,993.9906212473118
Washington,04/2017,11352.98324252222
Washington,05/2017,17702.227844967743
Washington,06/2017,12790.04796768235
Washington,07/2017,12165.833294473117
Washington,08/2017,12130.203834645159
Washington,09/2017,12118.899546722221
Washington,10/2017,12162.98187
Washington,11/2017,12082.710176233331
Washington,12/2017,12231.425467064517
Wisconsin,01/2017,1012.3563538580645
Wisconsin,02/2017,1010.5674171999999
Wisconsin,03/2017,1018.4349203096774
Wisconsin,04/2017,1012.5038263266665
Wisconsin,05/2017,1009.7536506645162
Wisconsin,06/2017,1009.7111312466666
Wisconsin,07/2017,1014.1620182387097
Wisconsin,08/2017,1014.4726968580643
Wisconsin,09/2017,1015.3558864666666
Wisconsin,10/2017,1012.8226157354837
Wisconsin,11/2017,1015.613573162162
Wisconsin,12/2017,1015.6994623935485
Wyoming,01/2017,821.1842368033045
Wyoming,02/2017,820.681545335689
Wyoming,03/2017,824.1935088410916
Wyoming,04/2017,821.2250082123677
Wyoming,05/2017,822.6611961860095
Wyoming,06/2017,824.1328428829788
Wyoming,07/2017,827.1558623268025
Wyoming,08/2017,826.9931823698842
Wyoming,09/2017,825.909568162353
Wyoming,10/2017,826.5049524741642
Wyoming,11/2017,824.4985716407842
Wyoming,12/2017,826.6773815157658
