State,Month,so2
Delaware,07/2017,0.11962386037735849
Delaware,08/2017,0.18342367905405405
Delaware,09/2017,0.19218341724137933
Delaware,10/2017,0.24981060909090913
Delaware,11/2017,0.2939751205357143
Delaware,12/2017,0.385780096491228
Florida,01/2017,0.49803945071542133
Florida,02/2017,0.5687320868506494
Florida,03/2017,0.6004645057142857
Florida,04/2017,0.6390807987804878
Florida,05/2017,0.5568573739130435
Florida,06/2017,0.5387413378176382
Florida,07/2017,0.7264180636792453
Florida,08/2017,0.5929210217041799
Florida,09/2017,0.6472113156626506
Florida,10/2017,0.5986564323630136
Florida,11/2017,0.6774690933219178
Florida,12/2017,0.8258907422764228
Georgia,01/2017,1.2471946820276496
Georgia,02/2017,1.2387810204081633
Georgia,03/2017,1.2095231428571427
Georgia,04/2017,1.1419135214285716
Georgia,05/2017,1.1581017511520737
Georgia,06/2017,1.0062343381642511
Georgia,07/2017,0.3991363000000001
Georgia,08/2017,0.44478411751152064
Georgia,09/2017,0.5488461452380952
Georgia,10/2017,0.7518195842956121
Georgia,11/2017,0.9561918045112784
Georgia,12/2017,0.6847783430656934
Hawaii,01/2017,16.621873934165723
Hawaii,02/2017,19.722269440443213
Hawaii,03/2017,10.72456033180778
Hawaii,04/2017,8.710059924050633
Hawaii,05/2017,6.66237293657984
Hawaii,06/2017,5.1615519789081885
Hawaii,07/2017,5.185961769964243
Hawaii,08/2017,5.241952603773586
Hawaii,09/2017,6.538327384337349
Hawaii,10/2017,6.74110794619883
Hawaii,11/2017,7.385261618932039
Hawaii,12/2017,8.71138413248848
Idaho,01/2017,0.9846446774193549
Idaho,02/2017,1.1933824047619048
Idaho,03/2017,2.2568994032258063
Idaho,04/2017,1.883349922222222
Idaho,05/2017,2.0605146612903225
Idaho,06/2017,1.793924611111111
Idaho,07/2017,1.864537391304348
Idaho,08/2017,2.2800992445652177
Idaho,09/2017,1.7886752588235293
Idaho,10/2017,1.3877947167630058
Idaho,11/2017,2.3056469333333336
Idaho,12/2017,1.6947749130434782
Rhode Island,01/2017,0.37694773387096775
Rhode Island,02/2017,0.35868654464285715
Rhode Island,03/2017,0.2509023306451613
Rhode Island,04/2017,0.14801225833333334
Rhode Island,05/2017,0.09663452419354837
Rhode Island,06/2017,0.13430889166666668
Rhode Island,07/2017,0.1217859758064516
Rhode Island,08/2017,0.14940988709677422
Rhode Island,09/2017,0.12539846666666668
Rhode Island,10/2017,0.21294814516129032
Rhode Island,11/2017,0.3289588166666667
Rhode Island,12/2017,0.481602129032258
Illinois,01/2017,1.1684798603603601
Illinois,02/2017,1.359777195238095
Illinois,03/2017,1.09700811827957
Illinois,04/2017,1.3530909250559284
Illinois,05/2017,1.1748912926565875
Illinois,06/2017,1.2684110511111113
Illinois,07/2017,1.2325504337997848
Illinois,08/2017,1.3130006901874312
Illinois,09/2017,1.2081457154017858
Illinois,10/2017,1.1052309505376343
Illinois,11/2017,1.182227597533632
Illinois,12/2017,1.2660395326797385
Indiana,01/2017,1.1060695652680652
Indiana,02/2017,1.303268719948849
Indiana,03/2017,1.077370883990719
Indiana,04/2017,1.2839684333333334
Indiana,05/2017,1.2728771336405529
Indiana,06/2017,1.2203949178571427
Indiana,07/2017,1.011415875
Indiana,08/2017,0.8974047235023042
Indiana,09/2017,0.7153715761904761
Indiana,10/2017,0.6405849043778802
Indiana,11/2017,0.6140234326923077
Indiana,12/2017,0.8726341497695853
Iowa,01/2017,0.33566664838709676
Iowa,02/2017,0.5612227696428571
Iowa,03/2017,0.592241794498382
Iowa,04/2017,0.7249147575757575
Iowa,05/2017,0.40989185806451617
Iowa,06/2017,0.5379460183333333
Iowa,07/2017,0.22531383615819212
Iowa,08/2017,0.4200864032258065
Iowa,09/2017,0.9017468037037037
Iowa,10/2017,0.883427881508079
Iowa,11/2017,0.39140978107606683
Iowa,12/2017,0.3436795609318996
Kentucky,01/2017,0.7605787294264339
Kentucky,02/2017,0.5986925509325681
Kentucky,03/2017,0.5874778345864662
Kentucky,04/2017,0.5616792679487179
Kentucky,05/2017,0.5486528322903629
Kentucky,06/2017,0.5502358798955613
Kentucky,07/2017,0.5511078523153943
Kentucky,08/2017,0.7767261643835616
Kentucky,09/2017,0.8540436850393701
Kentucky,10/2017,0.7029193784119107
Kentucky,11/2017,0.8208149203084834
Kentucky,12/2017,0.8514414727047147
Louisiana,01/2017,1.2899495086206896
Louisiana,02/2017,1.2334933051948052
Louisiana,03/2017,1.0999275250737461
Louisiana,04/2017,1.068434270897833
Louisiana,05/2017,0.9751640523952095
Louisiana,06/2017,0.8724933536585365
Louisiana,07/2017,0.9108514149560116
Louisiana,08/2017,1.1920783462109956
Louisiana,09/2017,1.1561831712121213
Louisiana,10/2017,1.3740074343283581
Louisiana,11/2017,1.4678180590909091
Louisiana,12/2017,1.276124072700297
Maine,01/2017,0.6629511428571427
Maine,02/2017,0.6985045982142858
Maine,03/2017,0.6511352804878049
Maine,04/2017,0.5929713625
Maine,05/2017,0.6566226398305085
Maine,06/2017,0.7850570412844037
Maine,07/2017,0.8291609112903227
Maine,08/2017,0.8055802540322581
Maine,09/2017,0.8426845948275862
Maine,10/2017,0.8962132560975611
Maine,11/2017,0.928362731092437
Maine,12/2017,1.2452158414634145
Maryland,01/2017,0.6827378989637306
Maryland,02/2017,1.41997731377551
Maryland,03/2017,0.8950537053364269
Maryland,04/2017,0.5894370121359224
Maryland,05/2017,0.4243038725490196
Maryland,06/2017,0.4152964297752809
Maryland,07/2017,0.9017553864864865
Maryland,08/2017,0.8822621102150537
Maryland,09/2017,0.734947036111111
Maryland,10/2017,1.2510442392473118
Maryland,11/2017,1.301537863888889
Maryland,12/2017,1.7596184289617487
Massachusetts,01/2017,0.7306083016304348
Massachusetts,02/2017,0.7538226488095238
Massachusetts,03/2017,0.5766873114754099
Massachusetts,04/2017,0.45887462784090904
Massachusetts,05/2017,0.44642640860215055
Massachusetts,06/2017,0.4909642711864407
Massachusetts,07/2017,0.5641532849462364
Massachusetts,08/2017,0.5931497177419355
Massachusetts,09/2017,0.6043542805555556
Massachusetts,10/2017,0.7149695053763441
Massachusetts,11/2017,0.7469026666666665
Massachusetts,12/2017,0.8809712845528456
Michigan,01/2017,0.949742215437788
Michigan,02/2017,1.0117268630490956
Michigan,03/2017,1.0155034965197216
Michigan,04/2017,1.7586798678571427
Michigan,05/2017,1.3633576970046084
Michigan,06/2017,1.2692508752997602
Michigan,07/2017,1.0708692837370242
Michigan,08/2017,0.9545501787383178
Michigan,09/2017,1.1767225810324131
Michigan,10/2017,1.320929620967742
Michigan,11/2017,1.306167227163462
Michigan,12/2017,1.06603029132948
Minnesota,01/2017,1.0745656048387096
Minnesota,02/2017,0.9696627648809524
Minnesota,03/2017,0.6863483172043011
Minnesota,04/2017,0.7955574055555555
Minnesota,05/2017,0.9255277654986523
Minnesota,06/2017,1.1287272555555556
Minnesota,07/2017,0.6511766889534883
Minnesota,08/2017,0.7436436908602152
Minnesota,09/2017,0.6963620168539326
Minnesota,10/2017,1.121166938202247
Minnesota,11/2017,1.0222739518413597
Minnesota,12/2017,1.1063707377049181
Mississippi,01/2017,0.479695822580645
Mississippi,02/2017,0.5909118303571429
Mississippi,03/2017,0.4316934134615384
Mississippi,04/2017,0.29850735000000006
Mississippi,05/2017,0.3710172704918032
Mississippi,06/2017,0.16753869166666666
Mississippi,07/2017,0.03453675
Mississippi,08/2017,0.37610790476190475
Mississippi,09/2017,0.32358375
Mississippi,10/2017,0.432965686440678
Mississippi,11/2017,0.8276727416666667
Mississippi,12/2017,0.8663553064516128
Missouri,01/2017,1.1515485147569444
Missouri,02/2017,1.161008012218045
Missouri,03/2017,1.224061869269949
Missouri,04/2017,1.1951266777378815
Missouri,05/2017,0.8611507317290552
Missouri,06/2017,1.0846587170474518
Missouri,07/2017,1.049186752122241
Missouri,08/2017,0.7767759151103565
Missouri,09/2017,0.9445344918918919
Missouri,10/2017,0.9109394881154499
Missouri,11/2017,1.0519014891500904
Missouri,12/2017,0.952387111111111
Montana,01/2017,0.7511251565934066
Montana,02/2017,0.7884489404761906
Montana,03/2017,0.5816366311475409
Montana,04/2017,0.29510283720930236
Montana,05/2017,0.5567586747311828
Montana,06/2017,0.9043731526946109
Montana,07/2017,1.0438188918918918
Montana,08/2017,1.6157658524590166
Montana,09/2017,1.906962632183908
Montana,10/2017,1.476910505376344
Montana,11/2017,0.6100364162011173
Montana,12/2017,0.4467225765027323
Nebraska,01/2017,0.8723666415929203
Nebraska,02/2017,0.4057690048076923
Nebraska,03/2017,0.3544757043010752
Nebraska,04/2017,0.7706467794117646
Nebraska,05/2017,0.949566418699187
Nebraska,06/2017,0.5706471291666666
Nebraska,07/2017,0.4831080702479339
Nebraska,08/2017,0.6949459838709678
Nebraska,09/2017,0.460770725
Nebraska,10/2017,1.5088698911290321
Nebraska,11/2017,0.89857626146789
Nebraska,12/2017,1.170788121338912
Nevada,01/2017,0.4234378833333334
Nevada,02/2017,0.41010365178571423
Nevada,03/2017,0.5056604516129032
Nevada,04/2017,0.24306920833333331
Nevada,05/2017,0.2511564838709678
Nevada,06/2017,0.4579177876106195
Nevada,07/2017,0.3560199322033898
Nevada,08/2017,0.33447841935483874
Nevada,09/2017,0.3118001016949152
Nevada,10/2017,0.5687068387096774
Nevada,11/2017,0.8519968666666667
Nevada,12/2017,1.4547335564516133
New Hampshire,01/2017,1.4409138588709678
New Hampshire,02/2017,1.2216665267857145
New Hampshire,03/2017,0.7444819879032257
New Hampshire,04/2017,0.7479322245762712
New Hampshire,05/2017,0.44896629435483865
New Hampshire,06/2017,0.48378573706896555
New Hampshire,07/2017,0.6535371708333334
New Hampshire,08/2017,0.5893615
New Hampshire,09/2017,0.6308813083333333
New Hampshire,10/2017,0.7731572137096775
New Hampshire,11/2017,1.0665689999999999
New Hampshire,12/2017,1.1582343709677418
New Jersey,01/2017,0.15482509498207886
New Jersey,02/2017,0.24248487301587301
New Jersey,03/2017,0.10558424007220216
New Jersey,04/2017,0.10123942424242423
New Jersey,05/2017,0.061130645161290326
New Jersey,06/2017,0.21410483768656716
New Jersey,07/2017,0.2441098987341772
New Jersey,08/2017,0.1628681971326165
New Jersey,09/2017,0.11837262825278809
New Jersey,10/2017,0.15957470967741935
New Jersey,11/2017,0.19095094237918214
New Jersey,12/2017,0.18877956630824375
New York,01/2017,0.856193585068198
New York,02/2017,0.8091229836956523
New York,03/2017,0.6701713243440233
New York,04/2017,0.7007233776276277
New York,05/2017,0.6714704326990839
New York,06/2017,0.4469207779422649
New York,07/2017,0.45781117755681816
New York,08/2017,0.28524173929098967
New York,09/2017,0.31871304405286344
New York,10/2017,0.40718375428571435
New York,11/2017,0.49026523903177
New York,12/2017,0.7130882113764044
New Mexico,01/2017,0.09024968156424582
New Mexico,02/2017,0.10522581286549708
New Mexico,03/2017,0.08228177822580646
New Mexico,04/2017,0.09476982051282053
New Mexico,05/2017,0.19931580932203394
New Mexico,06/2017,0.2740656239316239
New Mexico,07/2017,0.3281026411290322
New Mexico,08/2017,0.36920418292682927
New Mexico,09/2017,0.33907470416666663
New Mexico,10/2017,0.32028125
New Mexico,11/2017,0.3583956125
New Mexico,12/2017,0.42109381048387096
Oklahoma,01/2017,0.5436164182692307
Oklahoma,02/2017,0.5442613120437956
Oklahoma,03/2017,0.7601697179054053
Oklahoma,04/2017,0.9037194900000001
Oklahoma,05/2017,0.7614026209150326
Oklahoma,06/2017,0.8677967150000001
Oklahoma,07/2017,0.593192547385621
Oklahoma,08/2017,0.4895995586319218
Oklahoma,09/2017,0.7352905731292517
Oklahoma,10/2017,0.536185784789644
Oklahoma,11/2017,0.6591498674496645
Oklahoma,12/2017,0.38260457903225803
Ohio,01/2017,0.5311513937298294
Ohio,02/2017,0.6623777186858316
Ohio,03/2017,0.5385153689095128
Ohio,04/2017,0.7118826746297181
Ohio,05/2017,0.5511310203892493
Ohio,06/2017,0.56404264871306
Ohio,07/2017,0.5688025831792975
Ohio,08/2017,0.6387391027649769
Ohio,09/2017,0.7226849595238095
Ohio,10/2017,0.6222565252431681
Ohio,11/2017,0.5108143481375359
Ohio,12/2017,0.5061718486964618
Oregon,01/2017,0.35200578
Oregon,02/2017,0.15433677777777777
Oregon,03/2017,0.11018124193548388
Oregon,04/2017,0.11015603333333335
Oregon,05/2017,0.18000141935483874
Oregon,06/2017,0.16403331666666665
Oregon,07/2017,0.20811338709677418
Oregon,08/2017,0.48383835483870974
Oregon,09/2017,0.49023957692307685
Oregon,10/2017,0.8388512096774192
Oregon,11/2017,0.7509896833333333
Oregon,12/2017,0.24994544444444441
Pennsylvania,01/2017,0.7640831698966408
Pennsylvania,02/2017,1.0622389242857142
Pennsylvania,03/2017,0.75359236483807
Pennsylvania,04/2017,0.7752035020188426
Pennsylvania,05/2017,0.6699975361757107
Pennsylvania,06/2017,0.8204281205387206
Pennsylvania,07/2017,0.7743554976462677
Pennsylvania,08/2017,0.8027967254237288
Pennsylvania,09/2017,0.7505183355978262
Pennsylvania,10/2017,0.7293208663171692
Pennsylvania,11/2017,1.15861854028436
Pennsylvania,12/2017,0.8484719036476256
Tennessee,01/2017,1.720680472677596
Tennessee,02/2017,1.109691761904762
Tennessee,03/2017,1.06248575
Tennessee,04/2017,1.1507912444444444
Tennessee,05/2017,1.710063010752688
Tennessee,06/2017,1.2961600555555555
Tennessee,07/2017,1.2579104059139785
Tennessee,08/2017,1.0211285617977528
Tennessee,09/2017,0.9141325555555555
Tennessee,10/2017,0.8124640572289157
Tennessee,11/2017,1.4244595099150144
Tennessee,12/2017,1.3451713032786885
Texas,01/2017,0.8587635252747253
Texas,02/2017,0.8683314673123487
Texas,03/2017,0.8302013502849629
Texas,04/2017,0.8532399433363553
Texas,05/2017,1.0096101999999998
Texas,06/2017,1.1345718043478261
Texas,07/2017,0.7754890110803324
Texas,08/2017,0.6717116043846537
Texas,09/2017,1.2677497789227166
Texas,10/2017,0.9102361619135235
Texas,11/2017,0.961720237614679
Texas,12/2017,1.0172093905483726
Utah,01/2017,0.4521761129032258
Utah,02/2017,0.1624452857142857
Utah,03/2017,0.05721666129032258
Utah,04/2017,0.10513964999999999
Utah,05/2017,0.1812077903225806
Utah,06/2017,0.21652925000000003
Utah,07/2017,0.06494563888888888
Utah,08/2017,0.167465
Utah,09/2017,0.29660816666666673
Utah,10/2017,0.461948224137931
Utah,11/2017,0.58467834375
Utah,12/2017,0.8361987258064516
Vermont,01/2017,-0.040107032258064515
Vermont,02/2017,0.1021235625
Vermont,03/2017,0.06977772580645161
Vermont,04/2017,0.13194149166666666
Vermont,05/2017,0.12572487096774193
Vermont,06/2017,0.25801999166666667
Vermont,07/2017,0.25866465322580645
Vermont,08/2017,0.28532724193548387
Vermont,09/2017,0.2866280583333334
Vermont,10/2017,0.35065233333333334
Vermont,11/2017,0.3856642833333333
Vermont,12/2017,0.5207068653846154
Virginia,01/2017,3.1330069183333333
Virginia,02/2017,3.5428035367647057
Virginia,03/2017,2.192136656040268
Virginia,04/2017,2.3625852966666665
Virginia,05/2017,1.3369692403225804
Virginia,06/2017,1.4666706224832213
Virginia,07/2017,1.0881939376026273
Virginia,08/2017,1.102156616883117
Virginia,09/2017,0.7135821916666667
Virginia,10/2017,0.8184566435483871
Virginia,11/2017,1.1387645311418686
Virginia,12/2017,0.8337038854700854
West Virginia,01/2017,1.5043034550691243
West Virginia,02/2017,1.872100108527132
West Virginia,03/2017,1.8169728366445916
West Virginia,04/2017,2.0351248045454544
West Virginia,05/2017,1.612406410752688
West Virginia,06/2017,1.6078629952718675
West Virginia,07/2017,1.4433380863228702
West Virginia,08/2017,1.7888093581560283
West Virginia,09/2017,1.8552253131188121
West Virginia,10/2017,1.8862736182033095
West Virginia,11/2017,2.4515568119047617
West Virginia,12/2017,2.273424332959641
Washington,01/2017,0.42376059169550173
Washington,02/2017,0.5359785070422535
Washington,03/2017,1.0319448268551237
Washington,04/2017,1.0598413274853802
Washington,05/2017,1.0575815561643835
Washington,06/2017,1.2735313994334279
Washington,07/2017,1.047488872972973
Washington,08/2017,1.497793884831461
Washington,09/2017,1.2961494827586206
Washington,10/2017,0.7230754147727272
Washington,11/2017,0.7278064325842696
Washington,12/2017,0.30215922038567494
Wisconsin,01/2017,0.2404505276497696
Wisconsin,02/2017,0.335505237244898
Wisconsin,03/2017,0.26853583870967745
Wisconsin,04/2017,0.46024477619047616
Wisconsin,05/2017,0.6263424677419355
Wisconsin,06/2017,0.6832352272727272
Wisconsin,07/2017,0.7067490115207373
Wisconsin,08/2017,0.6960690069124424
Wisconsin,09/2017,0.4806698047619047
Wisconsin,10/2017,0.7033823053613054
Wisconsin,11/2017,0.5681864928571428
Wisconsin,12/2017,0.32929223041474653
Wyoming,01/2017,0.9785866034285716
Wyoming,02/2017,0.7834279761620978
Wyoming,03/2017,0.7927907116228069
Wyoming,04/2017,0.7970983423212192
Wyoming,05/2017,1.1140176826815642
Wyoming,06/2017,1.2152288442437922
Wyoming,07/2017,1.3183919215017068
Wyoming,08/2017,1.2973578604395604
Wyoming,09/2017,1.2673101445639188
Wyoming,10/2017,1.1715477028014614
Wyoming,11/2017,0.981027263030303
Wyoming,12/2017,0.9976397730994153
