State,Month,temp
Hawaii,12/2017,63.3712173902439
Idaho,01/2017,21.31736078846154
Idaho,02/2017,33.07562785263158
Idaho,03/2017,42.64498188461538
Idaho,04/2017,46.110493237154145
Idaho,05/2017,55.81656434232365
Idaho,06/2017,63.65953072527472
Idaho,07/2017,73.95790741129032
Idaho,08/2017,71.37534556237624
Idaho,09/2017,60.65427165767635
Idaho,10/2017,45.788318532388665
Idaho,11/2017,39.08391274901961
Idaho,12/2017,27.7533570227704
Rhode Island,01/2017,34.83044689516129
Rhode Island,02/2017,36.37652268749999
Rhode Island,03/2017,34.68784208943089
Rhode Island,04/2017,51.33296825833334
Rhode Island,05/2017,56.912369252032526
Rhode Island,06/2017,67.66964070833333
Rhode Island,07/2017,71.62707457258065
Rhode Island,08/2017,70.2034537580645
Rhode Island,09/2017,66.25404589166666
Rhode Island,10/2017,60.036934057377046
Rhode Island,11/2017,43.72947958333334
Rhode Island,12/2017,30.548606258064517
Illinois,01/2017,34.01843319354839
Illinois,02/2017,42.867219392857145
Illinois,03/2017,43.865085170506916
Illinois,04/2017,57.58617023414635
Illinois,05/2017,63.071866206030144
Illinois,06/2017,73.21063081407037
Illinois,07/2017,76.62223025806452
Illinois,08/2017,71.08214025462964
Illinois,09/2017,69.04868524878049
Illinois,10/2017,58.61639525806452
Illinois,11/2017,44.265798295238085
Illinois,12/2017,31.488822795348838
Indiana,01/2017,34.27325148888889
Indiana,02/2017,42.08134730357143
Indiana,03/2017,42.406945398617516
Indiana,04/2017,57.52949886538462
Indiana,05/2017,61.34474622595078
Indiana,06/2017,72.15983250444445
Indiana,07/2017,74.79306199139785
Indiana,08/2017,70.61328139954337
Indiana,09/2017,67.49168001777778
Indiana,10/2017,58.030697136465314
Indiana,11/2017,43.30874877927928
Indiana,12/2017,30.01333533763441
Iowa,01/2017,26.484092913151365
Iowa,02/2017,36.993605140109885
Iowa,03/2017,38.991742679900746
Iowa,04/2017,53.24017095384615
Iowa,05/2017,60.01254793052108
Iowa,06/2017,72.90412971351351
Iowa,07/2017,75.68733594044666
Iowa,08/2017,69.15222366004963
Iowa,09/2017,67.94932378461537
Iowa,10/2017,54.7635732311828
Iowa,11/2017,38.768269118541035
Iowa,12/2017,25.396550342261907
Kentucky,01/2017,42.1139717146402
Kentucky,02/2017,47.62554249175824
Kentucky,03/2017,48.917924111662536
Kentucky,04/2017,62.96467513151365
Kentucky,05/2017,65.80998383451538
Kentucky,06/2017,73.00990653571428
Kentucky,07/2017,77.41573641705068
Kentucky,08/2017,73.33518691935484
Kentucky,09/2017,68.21228041190476
Kentucky,10/2017,59.090688246543785
Kentucky,11/2017,47.54693323809524
Kentucky,12/2017,35.95945316129032
Louisiana,01/2017,59.17403843956045
Louisiana,02/2017,64.02296627380953
Louisiana,03/2017,66.76183064516128
Louisiana,04/2017,72.0536178888889
Louisiana,05/2017,74.39534049462365
Louisiana,06/2017,79.55813193333333
Louisiana,07/2017,82.64820786021507
Louisiana,08/2017,81.56932925806451
Louisiana,09/2017,79.24634259999999
Louisiana,10/2017,71.26494149462364
Louisiana,11/2017,63.32222222222222
Louisiana,12/2017,53.4981182903226
Maine,01/2017,28.991321887096774
Maine,02/2017,28.32142855357143
Maine,03/2017,27.49786162903226
Maine,04/2017,43.45624999999999
Maine,05/2017,49.87356825806452
Maine,06/2017,60.04057971666666
Maine,07/2017,64.68279567741936
Maine,08/2017,64.52419358064516
Maine,09/2017,61.07507315
Maine,10/2017,55.120353721311474
Maine,11/2017,37.84364060344828
Maine,12/2017,22.903592403225808
Maryland,01/2017,37.480576865702474
Maryland,02/2017,43.483394984375
Maryland,03/2017,41.79712897204302
Maryland,04/2017,59.07493591982182
Maryland,05/2017,60.807808075431026
Maryland,06/2017,72.17894707111111
Maryland,07/2017,75.73970312903225
Maryland,08/2017,71.13559656681034
Maryland,09/2017,66.73230392
Maryland,10/2017,60.0383082172043
Maryland,11/2017,45.55434199319728
Maryland,12/2017,34.20180439224138
Massachusetts,01/2017,33.851813367245654
Massachusetts,02/2017,35.44873785989011
Massachusetts,03/2017,33.32217163523573
Massachusetts,04/2017,51.34886408461539
Massachusetts,05/2017,56.46022355949368
Massachusetts,06/2017,68.2815090871795
Massachusetts,07/2017,71.68451577171217
Massachusetts,08/2017,70.23844265260546
Massachusetts,09/2017,66.05153752820513
Massachusetts,10/2017,59.666503191066994
Massachusetts,11/2017,42.28930458461538
Massachusetts,12/2017,28.38256634243176
Michigan,01/2017,29.673917447900465
Michigan,02/2017,35.35450671659574
Michigan,03/2017,34.87636950385803
Michigan,04/2017,51.72510599516909
Michigan,05/2017,57.05335198207325
Michigan,06/2017,69.21737378792693
Michigan,07/2017,72.17743614592933
Michigan,08/2017,68.67697322427036
Michigan,09/2017,65.22618426904761
Michigan,10/2017,56.04091577983064
Michigan,11/2017,39.6296511292683
Michigan,12/2017,25.803111710236223
Minnesota,01/2017,18.171371016129033
Minnesota,02/2017,25.451636892857145
Minnesota,03/2017,30.16263435483871
Minnesota,04/2017,46.50902778333333
Minnesota,05/2017,55.681451661290325
Minnesota,06/2017,68.48680549999999
Minnesota,07/2017,72.86336311290323
Minnesota,08/2017,66.12029572580646
Minnesota,09/2017,62.87152771666667
Minnesota,10/2017,50.167647019607834
Minnesota,11/2017,31.348284977777784
Minnesota,12/2017,12.931896603448273
Mississippi,01/2017,55.637096806451616
Mississippi,02/2017,60.26065057142858
Mississippi,03/2017,63.15073316129033
Mississippi,04/2017,69.86986120000002
Mississippi,05/2017,72.94927925806451
Mississippi,06/2017,78.01944440000001
Mississippi,07/2017,82.96102148387097
Mississippi,08/2017,80.4049730967742
Mississippi,09/2017,77.55013883333332
Mississippi,10/2017,69.31998851612903
Mississippi,11/2017,60.25166666666667
Mississippi,12/2017,49.33615593548387
Missouri,01/2017,35.978231350125945
Missouri,02/2017,47.18320603256445
Missouri,03/2017,49.105031580645154
Missouri,04/2017,60.49240450952381
Missouri,05/2017,66.56324296987952
Missouri,06/2017,76.25779535833334
Missouri,07/2017,81.12832348953488
Missouri,08/2017,73.99300314648212
Missouri,09/2017,72.28914681428571
Missouri,10/2017,60.251198183179724
Missouri,11/2017,47.872559669135796
Missouri,12/2017,34.96187643727598
Montana,01/2017,16.62646626979472
Montana,02/2017,27.04024669155844
Montana,03/2017,37.679229121495325
Montana,04/2017,43.408434435185185
Montana,05/2017,54.36673788300836
Montana,06/2017,63.52472909090909
Montana,07/2017,75.28272769086021
Montana,08/2017,68.29100536827957
Montana,09/2017,57.27492031388889
Montana,10/2017,43.837393439226524
Montana,11/2017,33.701273538888884
Montana,12/2017,21.54039506451613
Nebraska,01/2017,27.763172032258062
Nebraska,02/2017,39.02812492857142
Nebraska,03/2017,42.40443541935484
Nebraska,04/2017,53.842777866666665
Nebraska,05/2017,63.26962367741935
Nebraska,06/2017,75.7601389
Nebraska,07/2017,79.78642477419355
Nebraska,08/2017,71.97755377419354
Nebraska,09/2017,70.55861103333334
Nebraska,10/2017,58.624826375
Nebraska,11/2017,42.315347233333334
Nebraska,12/2017,28.81505367741935
Nevada,01/2017,41.647262521505375
Nevada,02/2017,49.52318776388889
Nevada,03/2017,57.41133360143627
Nevada,04/2017,61.68853654682275
Nevada,05/2017,70.86639937315876
Nevada,06/2017,84.19018497495826
Nevada,07/2017,88.75054712439417
Nevada,08/2017,85.38691541612904
Nevada,09/2017,74.38865781636059
Nevada,10/2017,62.73396511111111
Nevada,11/2017,55.42145033148148
Nevada,12/2017,44.28687186714542
New Hampshire,01/2017,29.42308118387097
New Hampshire,02/2017,30.93562779856115
New Hampshire,03/2017,29.917625301507538
New Hampshire,04/2017,49.06126983055556
New Hampshire,05/2017,54.95881879472141
New Hampshire,06/2017,66.19733047575758
New Hampshire,07/2017,69.19047880938416
New Hampshire,08/2017,67.26816185043988
New Hampshire,09/2017,64.50004399090909
New Hampshire,10/2017,56.98143959514169
New Hampshire,11/2017,37.97590305833333
New Hampshire,12/2017,23.095474899641577
New Jersey,01/2017,35.814536147540984
New Jersey,02/2017,39.548029138392856
New Jersey,03/2017,37.89182943319838
New Jersey,04/2017,55.400402136752135
New Jersey,05/2017,59.988185843881844
New Jersey,06/2017,70.95937497499999
New Jersey,07/2017,75.12684810483871
New Jersey,08/2017,71.69653790688257
New Jersey,09/2017,67.794082125
New Jersey,10/2017,60.808143326530605
New Jersey,11/2017,44.3826451814346
New Jersey,12/2017,32.921089016129024
New York,01/2017,32.575259282392025
New York,02/2017,35.93652950714286
New York,03/2017,33.563978503225805
New York,04/2017,52.15057973333334
New York,05/2017,57.111388987096774
New York,06/2017,68.10086360677967
New York,07/2017,71.91648626774193
New York,08/2017,69.25586881290322
New York,09/2017,65.46571687254902
New York,10/2017,58.58402896405229
New York,11/2017,41.28497879530202
New York,12/2017,28.749281680645165
New Mexico,01/2017,41.29165496612903
New Mexico,02/2017,48.52512274734982
New Mexico,03/2017,56.671468819165376
New Mexico,04/2017,60.54226190757576
New Mexico,05/2017,67.5555861279762
New Mexico,06/2017,80.07274767727272
New Mexico,07/2017,78.6760141744868
New Mexico,08/2017,76.1410475
New Mexico,09/2017,72.19202779848484
New Mexico,10/2017,61.74053034750733
New Mexico,11/2017,53.8008912
New Mexico,12/2017,41.56482662980031
Oklahoma,01/2017,41.60016115925394
Oklahoma,02/2017,50.78018179086892
Oklahoma,03/2017,56.076858828387095
Oklahoma,04/2017,61.56933406403269
Oklahoma,05/2017,68.14160796128171
Oklahoma,06/2017,77.12517818395575
Oklahoma,07/2017,81.98583204820937
Oklahoma,08/2017,76.82355859784074
Oklahoma,09/2017,73.41384555849582
Oklahoma,10/2017,62.279927717250324
Oklahoma,11/2017,53.406672226666664
Oklahoma,12/2017,40.12341430540541
Ohio,01/2017,36.07827235611511
Ohio,02/2017,41.92419082470119
Ohio,03/2017,42.38018275609757
Ohio,04/2017,58.645994525
Ohio,05/2017,61.72669690725806
Ohio,06/2017,70.8170160125
Ohio,07/2017,73.86895079352227
Ohio,08/2017,70.4221345766129
Ohio,09/2017,66.1083355625
Ohio,10/2017,57.87934636290323
Ohio,11/2017,43.571260754166666
Ohio,12/2017,31.137634415322584
Oregon,01/2017,28.35966880991736
Oregon,02/2017,37.84958060317461
Oregon,03/2017,44.450514931623935
Oregon,04/2017,46.756442709497215
Oregon,05/2017,57.586987220302376
Oregon,06/2017,64.00088716666667
Oregon,07/2017,71.47273010967741
Oregon,08/2017,71.6601406860215
Oregon,09/2017,62.39191624222222
Oregon,10/2017,48.938066524193545
Oregon,11/2017,42.5733561
Oregon,12/2017,33.54278230081301
Pennsylvania,01/2017,36.60810689878542
Pennsylvania,02/2017,42.347119629464295
Pennsylvania,03/2017,41.15085996774194
Pennsylvania,04/2017,58.7146738125
Pennsylvania,05/2017,61.281296564516126
Pennsylvania,06/2017,71.2559076125
Pennsylvania,07/2017,75.19914113709679
Pennsylvania,08/2017,71.49011073684208
Pennsylvania,09/2017,67.41370930416666
Pennsylvania,10/2017,59.948284939271254
Pennsylvania,11/2017,44.03218639583334
Pennsylvania,12/2017,32.14035993827161
Tennessee,01/2017,44.68397589516129
Tennessee,02/2017,48.45938530357143
Tennessee,03/2017,49.186388217741936
Tennessee,04/2017,61.308444912000006
Tennessee,05/2017,59.70454262745097
Tennessee,06/2017,66.18210390666667
Tennessee,07/2017,70.78862900645163
Tennessee,08/2017,68.3914082064516
Tennessee,09/2017,63.320030216216225
Tennessee,10/2017,56.9355385483871
Tennessee,11/2017,49.59795594166667
Tennessee,12/2017,38.48362134677421
Texas,01/2017,55.00548643609698
Texas,02/2017,62.147359679695256
Texas,03/2017,65.86754414122596
Texas,04/2017,69.94570900528771
Texas,05/2017,74.56996571783364
Texas,06/2017,81.09233423132005
Texas,07/2017,83.97821778834357
Texas,08/2017,82.07768669973369
Texas,09/2017,78.28836790702275
Texas,10/2017,69.76064649160817
Texas,11/2017,63.58967076623376
Texas,12/2017,50.94303644770254
Utah,01/2017,23.897823575268816
Utah,02/2017,36.827318831343284
Utah,03/2017,48.42384497446237
Utah,04/2017,49.52109624444444
Utah,05/2017,60.05325415053763
Utah,06/2017,73.98767840455841
Utah,07/2017,79.3287054173913
Utah,08/2017,75.29936399298738
Utah,09/2017,63.95184618246111
Utah,10/2017,49.6516982405914
Utah,11/2017,44.32976334305555
Utah,12/2017,31.032264908321576
Vermont,01/2017,29.054583903225808
Vermont,02/2017,30.356562992857146
Vermont,03/2017,27.513682812903227
Vermont,04/2017,49.085361113333335
Vermont,05/2017,55.67584241290322
Vermont,06/2017,65.90310749324325
Vermont,07/2017,69.31929987096774
Vermont,08/2017,67.78350809032258
Vermont,09/2017,64.01363889333334
Vermont,10/2017,57.38899510457517
Vermont,11/2017,37.28720226351351
Vermont,12/2017,22.967749124183005
Virginia,01/2017,38.02757298387097
Virginia,02/2017,43.637590374999995
Virginia,03/2017,42.06411282258065
Virginia,04/2017,58.6171618
Virginia,05/2017,61.25414322580645
Virginia,06/2017,71.35187498333333
Virginia,07/2017,76.06377682258062
Virginia,08/2017,71.51367170491802
Virginia,09/2017,63.452737039215684
Virginia,10/2017,58.358189354838714
Virginia,11/2017,44.42844693333333
Virginia,12/2017,33.88918014516129
West Virginia,01/2017,39.665927427419355
West Virginia,02/2017,43.97787909821428
West Virginia,03/2017,44.882392483870966
West Virginia,04/2017,60.483263875000006
West Virginia,05/2017,63.49133718965518
West Virginia,06/2017,71.52993056666668
West Virginia,07/2017,74.8252495080645
West Virginia,08/2017,71.10799731034483
West Virginia,09/2017,65.40000002222222
West Virginia,10/2017,58.7382116446281
West Virginia,11/2017,44.964756924999996
West Virginia,12/2017,34.01357526612903
Washington,01/2017,30.967102494037483
Washington,02/2017,35.75513239056605
Washington,03/2017,44.11702001697793
Washington,04/2017,49.32787707894737
Washington,05/2017,57.77950105772495
Washington,06/2017,63.169814629824565
Washington,07/2017,69.70076336021505
Washington,08/2017,70.59107339756945
Washington,09/2017,62.82191323309609
Washington,10/2017,50.05566920292208
Washington,11/2017,42.597090205
Washington,12/2017,34.53723965483871
Wisconsin,01/2017,23.561956336021506
Wisconsin,02/2017,31.805634288135597
Wisconsin,03/2017,32.42737393707483
Wisconsin,04/2017,47.50452963652482
Wisconsin,05/2017,53.26048749820789
Wisconsin,06/2017,66.75342862962964
Wisconsin,07/2017,69.98112954909091
Wisconsin,08/2017,66.35187883691758
Wisconsin,09/2017,64.09187376666667
Wisconsin,10/2017,54.19638062370063
Wisconsin,11/2017,35.536442762917936
Wisconsin,12/2017,20.90314802052786
Wyoming,01/2017,15.942987426914971
Wyoming,02/2017,27.78145765076863
Wyoming,03/2017,38.136883054493985
Wyoming,04/2017,40.50778732675438
Wyoming,05/2017,50.55995416323583
Wyoming,06/2017,62.18970889712389
Wyoming,07/2017,71.82208939510986
Wyoming,08/2017,65.76731775070324
Wyoming,09/2017,55.34957445577746
Wyoming,10/2017,41.933681732326704
Wyoming,11/2017,35.49964620508295
Wyoming,12/2017,24.822538920516305
