State,Month,o3,so2,no2,pm10,co,temp,humidity,pressure,Population,Deaths
Alabama,01/2017,0.029193806451612906,1.4807137185430463,10.45541013114754,12.64245810055866,0.357901021978022,54.86664397530864,71.63912206172841,998.4038773456793,4903185,454.0
Alabama,02/2017,0.02822383823529412,1.5659404392857146,10.868912803571426,14.416107382550335,0.31673603680981594,57.54526682142857,50.568911892857145,999.6304511309526,4903185,477.0
Alabama,03/2017,0.034909541916167665,1.6157989013605445,9.829702096774193,15.637362637362635,0.29675465,59.847275967741936,39.44662182795699,1003.7892204193547,4903185,440.0
Alabama,04/2017,0.03302588209606987,1.397679516666667,10.86716948,17.944723618090453,0.2441321363636364,69.27440235555554,40.65694028888889,998.4827946444444,4903185,385.0
Alabama,05/2017,0.03219191151685393,1.5925515387096774,8.064481483870969,15.802752293577981,0.2398221698113208,71.63534949462367,45.80566466666667,996.5414348387096,4903185,345.0
Alabama,06/2017,0.022825660349854227,0.7731994160839162,8.185682480769232,13.681592039800995,0.20817737037037035,76.30203702222222,50.78828704444446,997.9131758888888,4903185,315.0
Alabama,07/2017,0.02321965352112676,1.2520494870967742,9.419733145161292,20.213930348258707,0.3200918269230769,80.86091439784947,49.72534867741935,999.737314935484,4903185,332.0
Alabama,08/2017,0.022882463872832368,1.1818476299212601,9.345029967741935,18.883597883597886,0.3005656624203822,79.1916976451613,52.66884570967743,998.5969346989248,4903185,356.0
Alabama,09/2017,0.02549331940298507,1.2047494448529412,10.13028315,20.94082840236686,0.3420387872340426,74.19562713333333,51.456317322222226,998.1876009888887,4903185,335.0
Alabama,10/2017,0.023193620839363244,1.3576980809859154,10.346377000000002,15.297872340425535,0.30475400943396225,66.78938177419357,50.473387075268825,1000.6810035698925,4903185,354.0
Alabama,11/2017,0.023428383333333337,1.0209780507246378,12.8655061,17.970588235294112,0.4069633,57.22933503333333,53.350370344444435,1002.3501557222224,4903185,354.0
Alabama,12/2017,0.020973967741935485,1.4360434350649351,10.969239241935485,14.852272727272727,0.3775956451612903,47.865367408602154,53.05197133333333,1003.6421147204304,4903185,513.0
Alaska,01/2017,0.021631739130434785,12.959790548387096,27.28433525806452,13.995169082125607,0.8055174596774193,-2.0972670107526885,40.43031208064516,751.4661056451614,731545,24.0
Alaska,02/2017,0.029890967741935486,10.04755525,23.105073000000004,11.05813953488372,0.658717205357143,6.831944440476191,40.829613125,749.0654761071429,731545,23.0
Alaska,03/2017,0.03737475806451613,9.178954806451612,22.88007116129032,16.16923076923077,0.5653242822580644,1.9206717096774195,34.56518817741935,753.4112318387096,731545,26.0
Alaska,04/2017,0.038309863636363635,3.2858310862068967,7.041548703703704,24.17801047120419,0.23540529999999998,36.49351851111111,34.21041668333333,747.0763888666664,731545,28.0
Alaska,05/2017,0.03305656976744186,1.3394540322580644,4.0163231290322585,15.845410628019323,0.2090194838709677,48.56760751612904,38.629704306451615,746.0000000645161,731545,11.0
Alaska,06/2017,0.026366359550561803,1.9570089166666664,2.9724209999999998,10.450867052023119,0.14299683673469388,55.581001845238106,44.30514124137932,744.9848574827588,731545,18.0
Alaska,07/2017,0.018739913978494626,2.6465548387096773,3.177487677419355,11.182266009852217,0.23198591935483875,63.3371863763441,54.32598175806453,748.1889901290319,731545,18.0
Alaska,08/2017,0.01748709677419355,3.1236970000000013,4.000532137931035,9.0,0.21851059615384616,56.30231007526883,53.54149127419355,743.9019986129033,731545,22.0
Alaska,09/2017,0.018291322222222225,3.6689403166666663,6.120881833333333,8.47953216374269,0.2288331166666667,47.82103368452381,51.39878995,1011.5515214642858,731545,20.0
Alaska,10/2017,0.0202045376344086,3.550594580645161,9.380641161290322,10.94219653179191,0.3360303629032258,32.62610729032258,49.73404625806453,867.2594619999999,731545,27.0
Alaska,11/2017,0.02370332653061225,7.18795024137931,17.513428466666667,15.054726368159207,0.5740704749999999,10.087540644444443,46.08819995,873.4823816833334,731545,25.0
Alaska,12/2017,0.021941737704918036,10.997549677419352,22.398834178571423,11.26984126984127,0.6105814435483871,14.966409360215053,42.78118756451613,870.3724258548388,731545,28.0
Arkansas,01/2017,0.024152020161290325,0.5667271129032259,7.3823347580645144,14.692307692307693,0.4243699193548387,49.1344085483871,35.842742,0.0,3017804,294.0
Arkansas,02/2017,0.03219945982142857,0.4815704464285714,7.937764660714285,13.842105263157894,0.8016039285714286,56.26785717857143,33.69642867857143,0.0,3017804,350.0
Arkansas,03/2017,0.03603633064516129,0.4073803225806452,6.886862241935483,18.5,0.5453921612903225,59.73790329032258,31.39919354838709,0.0,3017804,292.0
Arkansas,04/2017,0.03573284873949579,0.4465238,5.757694833333335,16.82608695652174,0.4372647833333333,68.41343003333334,34.01679953333333,0.0,3017804,277.0
Arkansas,05/2017,0.03721278861788618,0.4957273064516128,5.780208048387097,14.846153846153848,0.3529673387096773,72.47177412903227,34.413978451612905,0.0,3017804,270.0
Arkansas,06/2017,0.030097613445378157,0.5558669666666667,5.815655233333335,13.863636363636365,0.31786423333333336,79.89583326666666,34.20972226666666,0.0,3017804,235.0
Arkansas,07/2017,0.03088456048387097,0.7479183225806452,5.672684274193549,17.91304347826087,0.3405826290322581,85.4166666451613,33.34005377419355,0.0,3017804,240.0
